index,time,High_level,linear_acc.x,linear_acc.y,linear_acc.z,gyro.z,gyro.x,gyro.y
1396,11.480943441390991,Blocking,-57.0,859.0,2431.0,-10.0,-7.0,3.0
1398,11.50193190574646,Blocking,-7.0,707.0,2127.0,-8.0,-8.0,0.0
1399,11.520923376083374,Blocking,136.0,584.0,1873.0,-6.0,-8.0,-1.0
1400,11.541741847991945,Blocking,382.0,417.0,1466.0,-3.0,-4.0,-2.0
1402,11.561840534210205,Blocking,423.0,406.0,1336.0,-1.0,-3.0,-3.0
1403,11.58381175994873,Blocking,440.0,428.0,1277.0,2.0,-3.0,-5.0
1404,11.602948427200316,Blocking,470.0,446.0,1318.0,3.0,-5.0,-6.0
1406,11.62406849861145,Blocking,465.0,485.0,1294.0,4.0,-5.0,-4.0
1407,11.644147872924805,Blocking,435.0,566.0,1204.0,7.0,-1.0,-1.0
1408,11.664401054382324,Blocking,469.0,534.0,1249.0,7.0,-1.0,1.0
1409,11.685339212417604,Blocking,462.0,478.0,1318.0,6.0,-1.0,2.0
1411,11.706097841262816,Blocking,442.0,395.0,1420.0,6.0,0.0,3.0
1412,11.725650787353516,Blocking,458.0,339.0,1517.0,6.0,1.0,2.0
1413,11.746421813964846,Blocking,446.0,304.0,1635.0,5.0,-1.0,3.0
1415,11.767629384994507,Blocking,254.0,354.0,1703.0,3.0,0.0,2.0
1416,11.788199186325073,Blocking,131.0,449.0,1737.0,3.0,2.0,0.0
1417,11.808928966522215,Blocking,-60.0,573.0,1925.0,1.0,1.0,0.0
1419,11.828084945678713,Blocking,-159.0,632.0,1982.0,0.0,1.0,0.0
1420,11.848672151565552,Blocking,-232.0,721.0,2071.0,-1.0,3.0,0.0
1421,11.870020151138306,Blocking,-327.0,812.0,2256.0,-3.0,4.0,3.0
1423,11.891217708587645,Blocking,-490.0,830.0,2292.0,-4.0,5.0,5.0
1424,11.910542726516724,Blocking,-730.0,866.0,2271.0,-5.0,5.0,7.0
1425,11.930922269821167,Blocking,-842.0,994.0,2224.0,-6.0,4.0,7.0
1427,11.951332330703735,Blocking,-838.0,1105.0,2169.0,-7.0,8.0,6.0
1428,11.972399234771727,Blocking,-745.0,1117.0,2258.0,-7.0,13.0,4.0
1429,11.992133855819702,Blocking,-319.0,969.0,3107.0,-13.0,11.0,-2.0
1431,12.012943744659426,Blocking,-135.0,810.0,3547.0,-18.0,8.0,-4.0
1432,12.033538579940796,Blocking,3.0,645.0,3885.0,-21.0,7.0,-3.0
1433,12.053466081619264,Blocking,45.0,770.0,3777.0,-22.0,7.0,0.0
1434,12.073852777481079,Blocking,16.0,963.0,3580.0,-22.0,6.0,4.0
1436,12.09434199333191,Blocking,-301.0,1433.0,2881.0,-21.0,2.0,14.0
1437,12.11535120010376,Blocking,-626.0,1606.0,2474.0,-21.0,-1.0,19.0
1438,12.13581657409668,Blocking,-1015.0,1736.0,2028.0,-19.0,-3.0,20.0
1439,12.155776023864744,Blocking,-1549.0,2021.0,832.0,-16.0,-3.0,15.0
1440,12.176733255386353,Blocking,-1703.0,1954.0,288.0,-12.0,-3.0,11.0
1441,12.196765899658205,Blocking,-1920.0,1663.0,-160.0,-10.0,-3.0,8.0
1443,12.21750020980835,Blocking,-2422.0,923.0,-610.0,-3.0,5.0,6.0
1444,12.238019943237305,Blocking,-2403.0,862.0,-679.0,0.0,18.0,3.0
1445,12.258622169494627,Blocking,-2138.0,1175.0,-313.0,5.0,25.0,-4.0
1446,12.278822422027588,Blocking,-1473.0,1843.0,1265.0,2.0,10.0,-21.0
1447,12.29961633682251,Blocking,-1192.0,1842.0,1710.0,-3.0,2.0,-28.0
1449,12.319655656814575,Blocking,-785.0,1882.0,1403.0,-5.0,5.0,-32.0
1450,12.341094732284546,Blocking,-607.0,1703.0,1254.0,-5.0,9.0,-31.0
1451,12.360933780670164,Blocking,-425.0,1435.0,1080.0,-5.0,8.0,-27.0
1452,12.381692886352539,Blocking,-357.0,985.0,716.0,-4.0,11.0,-20.0
1454,12.401681661605835,Blocking,-228.0,734.0,559.0,-2.0,15.0,-20.0
1455,12.422292709350586,Blocking,-125.0,593.0,471.0,2.0,19.0,-20.0
1456,12.442589044570925,Blocking,-53.0,779.0,911.0,11.0,19.0,-15.0
1457,12.463163375854492,Blocking,-134.0,1053.0,1106.0,13.0,14.0,-12.0
1458,12.483428955078125,Blocking,-390.0,1383.0,1128.0,16.0,13.0,-8.0
1460,12.504921436309814,Blocking,-1136.0,2016.0,1124.0,29.0,16.0,4.0
1461,12.524413108825685,Blocking,-1363.0,1981.0,1213.0,34.0,18.0,11.0
1462,12.545305490493774,Blocking,-1115.0,1784.0,1350.0,36.0,21.0,19.0
1463,12.565451622009276,Blocking,-850.0,1757.0,1528.0,37.0,19.0,23.0
1464,12.582118511199953,Blocking,-522.0,1766.0,1786.0,37.0,15.0,27.0
1466,12.603662252426147,Blocking,-160.0,1582.0,2179.0,27.0,3.0,27.0
1467,12.62264895439148,Blocking,-73.0,1359.0,2033.0,21.0,-2.0,20.0
1468,12.643588781356812,Blocking,23.0,1292.0,1808.0,15.0,-3.0,8.0
1469,12.663821458816528,Blocking,-49.0,1455.0,1646.0,10.0,-5.0,2.0
1471,12.684209823608398,Blocking,-736.0,1440.0,981.0,4.0,-3.0,0.0
1472,12.704854965209961,Blocking,-994.0,1197.0,589.0,4.0,2.0,-3.0
1473,12.725554704666138,Blocking,-1159.0,976.0,525.0,5.0,9.0,-23.0
1474,12.745820045471193,Blocking,-1205.0,1250.0,884.0,6.0,10.0,-30.0
1476,12.7664315700531,Blocking,-1246.0,1604.0,1305.0,8.0,11.0,-30.0
1477,12.78648281097412,Blocking,-1285.0,1666.0,2371.0,15.0,16.0,-27.0
1478,12.808332443237305,Blocking,-940.0,1566.0,2474.0,17.0,21.0,-29.0
1479,12.827505350112915,Blocking,841.0,1133.0,2759.0,15.0,26.0,-12.0
1481,12.849042415618895,Blocking,1606.0,1159.0,2851.0,9.0,20.0,-4.0
1482,12.869357347488403,Blocking,2022.0,1245.0,2703.0,3.0,11.0,-4.0
1483,12.889233112335205,Blocking,2075.0,826.0,1549.0,-9.0,0.0,-17.0
1485,12.90989875793457,Blocking,1885.0,443.0,981.0,-14.0,-5.0,-21.0
1486,12.929847002029419,Blocking,1607.0,71.0,648.0,-16.0,-9.0,-19.0
1487,12.950701475143433,Blocking,727.0,34.0,821.0,-21.0,-1.0,-6.0
1488,12.9717059135437,Blocking,202.0,610.0,1324.0,-19.0,4.0,5.0
1490,12.991318464279175,Blocking,-339.0,1400.0,1950.0,-13.0,9.0,16.0
1491,13.01253867149353,Blocking,-811.0,2146.0,2740.0,1.0,14.0,21.0
1492,13.032986640930176,Blocking,-798.0,1853.0,2570.0,4.0,12.0,18.0
1494,13.052770853042604,Blocking,-261.0,1096.0,1578.0,3.0,15.0,5.0
1495,13.073380947113035,Blocking,6.0,913.0,1281.0,-1.0,15.0,7.0
1496,13.094120979309082,Blocking,138.0,801.0,1090.0,-4.0,14.0,10.0
1498,13.11478304862976,Blocking,27.0,663.0,952.0,-7.0,17.0,10.0
1499,13.135534286499025,Blocking,-79.0,575.0,993.0,-7.0,16.0,8.0
1500,13.155205488204956,Blocking,-167.0,505.0,1037.0,-8.0,15.0,7.0
1501,13.17573070526123,Blocking,-246.0,546.0,1378.0,-9.0,14.0,6.0
1503,13.196531534194946,Blocking,-207.0,655.0,1665.0,-9.0,12.0,5.0
1504,13.217827796936035,Blocking,-229.0,752.0,1951.0,-11.0,10.0,5.0
1505,13.2378568649292,Blocking,-510.0,819.0,2204.0,-14.0,-1.0,5.0
1507,13.258040189743042,Blocking,-669.0,905.0,2063.0,-15.0,-4.0,5.0
1508,13.278029680252075,Blocking,-803.0,1060.0,1848.0,-14.0,-6.0,8.0
1509,13.298773050308228,Blocking,-878.0,1259.0,1356.0,-11.0,-5.0,11.0
1511,13.318974494934082,Blocking,-925.0,1240.0,1181.0,-11.0,-5.0,9.0
1512,13.34048557281494,Blocking,-1044.0,1123.0,898.0,-9.0,-5.0,3.0
1513,13.360556364059448,Blocking,-1070.0,1124.0,774.0,-8.0,-3.0,2.0
1515,13.380932569503784,Blocking,-1021.0,1130.0,734.0,-6.0,0.0,2.0
1516,13.401865243911743,Blocking,-880.0,1028.0,1030.0,-4.0,2.0,3.0
1517,13.421982526779175,Blocking,-852.0,947.0,1269.0,-4.0,2.0,3.0
1518,13.442607641220093,Blocking,-786.0,918.0,1512.0,-4.0,0.0,5.0
1520,13.462792158126831,Blocking,-627.0,960.0,1787.0,-3.0,-3.0,10.0
1521,13.48335576057434,Blocking,-595.0,972.0,1851.0,-2.0,-4.0,11.0
1524,12.012943744659426,Blocking,-135.0,810.0,3547.0,-18.0,8.0,-4.0
1525,12.033538579940796,Blocking,3.0,645.0,3885.0,-21.0,7.0,-3.0
1526,12.053466081619264,Blocking,45.0,770.0,3777.0,-22.0,7.0,0.0
1527,12.073852777481079,Blocking,16.0,963.0,3580.0,-22.0,6.0,4.0
1529,12.09434199333191,Blocking,-301.0,1433.0,2881.0,-21.0,2.0,14.0
1530,12.11535120010376,Blocking,-626.0,1606.0,2474.0,-21.0,-1.0,19.0
1531,12.13581657409668,Blocking,-1015.0,1736.0,2028.0,-19.0,-3.0,20.0
1532,12.155776023864744,Blocking,-1549.0,2021.0,832.0,-16.0,-3.0,15.0
1533,12.176733255386353,Blocking,-1703.0,1954.0,288.0,-12.0,-3.0,11.0
1534,12.196765899658205,Blocking,-1920.0,1663.0,-160.0,-10.0,-3.0,8.0
1536,12.21750020980835,Blocking,-2422.0,923.0,-610.0,-3.0,5.0,6.0
1537,12.238019943237305,Blocking,-2403.0,862.0,-679.0,0.0,18.0,3.0
1538,12.258622169494627,Blocking,-2138.0,1175.0,-313.0,5.0,25.0,-4.0
1539,12.278822422027588,Blocking,-1473.0,1843.0,1265.0,2.0,10.0,-21.0
1540,12.29961633682251,Blocking,-1192.0,1842.0,1710.0,-3.0,2.0,-28.0
1542,12.319655656814575,Blocking,-785.0,1882.0,1403.0,-5.0,5.0,-32.0
1543,12.341094732284546,Blocking,-607.0,1703.0,1254.0,-5.0,9.0,-31.0
1544,12.360933780670164,Blocking,-425.0,1435.0,1080.0,-5.0,8.0,-27.0
1545,12.381692886352539,Blocking,-357.0,985.0,716.0,-4.0,11.0,-20.0
1547,12.401681661605835,Blocking,-228.0,734.0,559.0,-2.0,15.0,-20.0
1548,12.422292709350586,Blocking,-125.0,593.0,471.0,2.0,19.0,-20.0
1549,12.442589044570925,Blocking,-53.0,779.0,911.0,11.0,19.0,-15.0
1550,12.463163375854492,Blocking,-134.0,1053.0,1106.0,13.0,14.0,-12.0
1551,12.483428955078125,Blocking,-390.0,1383.0,1128.0,16.0,13.0,-8.0
1553,12.504921436309814,Blocking,-1136.0,2016.0,1124.0,29.0,16.0,4.0
1554,12.524413108825685,Blocking,-1363.0,1981.0,1213.0,34.0,18.0,11.0
1555,12.545305490493774,Blocking,-1115.0,1784.0,1350.0,36.0,21.0,19.0
1556,12.565451622009276,Blocking,-850.0,1757.0,1528.0,37.0,19.0,23.0
1557,12.582118511199953,Blocking,-522.0,1766.0,1786.0,37.0,15.0,27.0
1559,12.603662252426147,Blocking,-160.0,1582.0,2179.0,27.0,3.0,27.0
1560,12.62264895439148,Blocking,-73.0,1359.0,2033.0,21.0,-2.0,20.0
1561,12.643588781356812,Blocking,23.0,1292.0,1808.0,15.0,-3.0,8.0
1562,12.663821458816528,Blocking,-49.0,1455.0,1646.0,10.0,-5.0,2.0
1564,12.684209823608398,Blocking,-736.0,1440.0,981.0,4.0,-3.0,0.0
1565,12.704854965209961,Blocking,-994.0,1197.0,589.0,4.0,2.0,-3.0
1566,12.725554704666138,Blocking,-1159.0,976.0,525.0,5.0,9.0,-23.0
1567,12.745820045471193,Blocking,-1205.0,1250.0,884.0,6.0,10.0,-30.0
1569,12.7664315700531,Blocking,-1246.0,1604.0,1305.0,8.0,11.0,-30.0
1570,12.78648281097412,Blocking,-1285.0,1666.0,2371.0,15.0,16.0,-27.0
1571,12.808332443237305,Blocking,-940.0,1566.0,2474.0,17.0,21.0,-29.0
1572,12.827505350112915,Blocking,841.0,1133.0,2759.0,15.0,26.0,-12.0
1574,12.849042415618895,Blocking,1606.0,1159.0,2851.0,9.0,20.0,-4.0
1575,12.869357347488403,Blocking,2022.0,1245.0,2703.0,3.0,11.0,-4.0
1576,12.889233112335205,Blocking,2075.0,826.0,1549.0,-9.0,0.0,-17.0
1578,12.90989875793457,Blocking,1885.0,443.0,981.0,-14.0,-5.0,-21.0
1579,12.929847002029419,Blocking,1607.0,71.0,648.0,-16.0,-9.0,-19.0
1580,12.950701475143433,Blocking,727.0,34.0,821.0,-21.0,-1.0,-6.0
1581,12.9717059135437,Blocking,202.0,610.0,1324.0,-19.0,4.0,5.0
1583,12.991318464279175,Blocking,-339.0,1400.0,1950.0,-13.0,9.0,16.0
1584,13.01253867149353,Blocking,-811.0,2146.0,2740.0,1.0,14.0,21.0
1585,13.032986640930176,Blocking,-798.0,1853.0,2570.0,4.0,12.0,18.0
1587,13.052770853042604,Blocking,-261.0,1096.0,1578.0,3.0,15.0,5.0
1588,13.073380947113035,Blocking,6.0,913.0,1281.0,-1.0,15.0,7.0
1589,13.094120979309082,Blocking,138.0,801.0,1090.0,-4.0,14.0,10.0
1591,13.11478304862976,Blocking,27.0,663.0,952.0,-7.0,17.0,10.0
1592,13.135534286499025,Blocking,-79.0,575.0,993.0,-7.0,16.0,8.0
1593,13.155205488204956,Blocking,-167.0,505.0,1037.0,-8.0,15.0,7.0
1594,13.17573070526123,Blocking,-246.0,546.0,1378.0,-9.0,14.0,6.0
1596,13.196531534194946,Blocking,-207.0,655.0,1665.0,-9.0,12.0,5.0
1597,13.217827796936035,Blocking,-229.0,752.0,1951.0,-11.0,10.0,5.0
1598,13.2378568649292,Blocking,-510.0,819.0,2204.0,-14.0,-1.0,5.0
1600,13.258040189743042,Blocking,-669.0,905.0,2063.0,-15.0,-4.0,5.0
1601,13.278029680252075,Blocking,-803.0,1060.0,1848.0,-14.0,-6.0,8.0
1602,13.298773050308228,Blocking,-878.0,1259.0,1356.0,-11.0,-5.0,11.0
1604,13.318974494934082,Blocking,-925.0,1240.0,1181.0,-11.0,-5.0,9.0
1605,13.34048557281494,Blocking,-1044.0,1123.0,898.0,-9.0,-5.0,3.0
1606,13.360556364059448,Blocking,-1070.0,1124.0,774.0,-8.0,-3.0,2.0
1608,13.380932569503784,Blocking,-1021.0,1130.0,734.0,-6.0,0.0,2.0
1609,13.401865243911743,Blocking,-880.0,1028.0,1030.0,-4.0,2.0,3.0
1610,13.421982526779175,Blocking,-852.0,947.0,1269.0,-4.0,2.0,3.0
1611,13.442607641220093,Blocking,-786.0,918.0,1512.0,-4.0,0.0,5.0
1613,13.462792158126831,Blocking,-627.0,960.0,1787.0,-3.0,-3.0,10.0
1614,13.48335576057434,Blocking,-595.0,972.0,1851.0,-2.0,-4.0,11.0
1615,13.5046865940094,Blocking,-581.0,1033.0,1863.0,-2.0,-6.0,12.0
1617,13.523754119873047,Blocking,-593.0,1136.0,1748.0,-2.0,-7.0,12.0
1618,13.544471502304075,Blocking,-579.0,1103.0,1674.0,-2.0,-7.0,12.0
1619,13.564659595489502,Blocking,-528.0,1025.0,1615.0,-1.0,-7.0,12.0
1620,13.58620285987854,Blocking,-477.0,907.0,1541.0,-2.0,-9.0,14.0
1621,13.606084108352661,Blocking,-463.0,974.0,1398.0,-3.0,-10.0,14.0
1623,13.626161098480225,Blocking,-440.0,1097.0,1355.0,-1.0,-5.0,14.0
1624,13.646976470947266,Blocking,-423.0,1082.0,1418.0,-1.0,-5.0,14.0
1625,13.668357849121096,Blocking,-456.0,1042.0,1443.0,-2.0,-7.0,12.0
1627,13.683993816375732,Blocking,-515.0,918.0,1331.0,-2.0,-7.0,11.0
1628,13.704734086990356,Blocking,-532.0,878.0,1215.0,-2.0,-6.0,10.0
1629,13.724468469619751,Blocking,-544.0,887.0,1122.0,-2.0,-3.0,8.0
1630,13.745403051376345,Blocking,-593.0,928.0,1180.0,-1.0,1.0,7.0
1631,13.766398906707765,Blocking,-606.0,917.0,1257.0,-1.0,2.0,7.0
1633,13.785941362380981,Blocking,-637.0,910.0,1364.0,-2.0,1.0,7.0
1634,13.807188272476196,Blocking,-642.0,909.0,1518.0,-2.0,2.0,5.0
1635,13.827151775360107,Blocking,-607.0,948.0,1603.0,-3.0,2.0,6.0
1636,13.848093509674072,Blocking,-630.0,985.0,1657.0,-3.0,-1.0,8.0
1638,13.869011402130127,Blocking,-677.0,1008.0,1578.0,-3.0,-1.0,9.0
1639,13.88839864730835,Blocking,-724.0,1021.0,1511.0,-3.0,-1.0,10.0
1640,13.90979528427124,Blocking,-730.0,952.0,1494.0,-3.0,0.0,9.0
1642,13.929426193237305,Blocking,-686.0,896.0,1488.0,-3.0,0.0,6.0
1643,13.95090365409851,Blocking,-677.0,886.0,1516.0,-3.0,0.0,5.0
1644,13.970866680145265,Blocking,-746.0,948.0,1615.0,-2.0,1.0,6.0
1645,13.991601705551147,Blocking,-831.0,1009.0,1640.0,-2.0,1.0,9.0
1647,14.011515855789185,Blocking,-934.0,1022.0,1622.0,-1.0,1.0,12.0
1648,14.03183913230896,Blocking,-1008.0,845.0,1510.0,0.0,3.0,13.0
1649,14.052283525466919,Blocking,-965.0,722.0,1469.0,0.0,4.0,11.0
1650,14.077556848526001,Blocking,-783.0,657.0,1519.0,-2.0,4.0,7.0
1652,14.097316026687622,Blocking,-670.0,688.0,1584.0,-2.0,4.0,6.0
1653,14.11867356300354,Blocking,-607.0,727.0,1677.0,-3.0,3.0,7.0
1654,14.139054536819458,Blocking,-546.0,761.0,1699.0,-5.0,1.0,8.0
1656,14.158671140670776,Blocking,-496.0,815.0,1603.0,-6.0,1.0,6.0
1657,14.179293870925903,Blocking,-449.0,863.0,1595.0,-6.0,1.0,5.0
1658,14.200217962265015,Blocking,-520.0,949.0,1485.0,-7.0,0.0,7.0
1660,14.22020697593689,Blocking,-618.0,929.0,1293.0,-8.0,1.0,6.0
1661,14.243125915527346,Blocking,-708.0,950.0,895.0,-9.0,9.0,-1.0
1662,14.261564493179321,Blocking,-699.0,1005.0,820.0,-8.0,13.0,-4.0
1664,14.28166151046753,Blocking,-644.0,1032.0,830.0,-7.0,15.0,-8.0
1665,14.303765773773193,Blocking,-649.0,1131.0,993.0,-5.0,17.0,-11.0
1666,14.322908401489258,Blocking,-721.0,1211.0,1052.0,-4.0,20.0,-13.0
1667,14.343092441558838,Blocking,-756.0,1323.0,1134.0,-3.0,22.0,-14.0
1669,14.363464832305908,Blocking,-726.0,1620.0,1151.0,-1.0,20.0,-15.0
1670,14.384754180908205,Blocking,-706.0,1643.0,980.0,-1.0,21.0,-16.0
1671,14.4011492729187,Blocking,-678.0,1646.0,718.0,0.0,23.0,-20.0
1673,14.420851707458494,Blocking,-589.0,1767.0,51.0,-1.0,30.0,-33.0
1674,14.44157648086548,Blocking,-586.0,1662.0,-270.0,-2.0,36.0,-41.0
1675,14.46172285079956,Blocking,-1045.0,1337.0,-716.0,-6.0,48.0,-53.0
1677,14.48332405090332,Blocking,-1444.0,1520.0,-598.0,-5.0,53.0,-57.0
1678,14.503220796585085,Blocking,-1834.0,1797.0,-94.0,-4.0,51.0,-56.0
1679,14.523618936538696,Blocking,-2399.0,2127.0,1195.0,-11.0,40.0,-51.0
1681,14.544110298156738,Blocking,-2605.0,2564.0,1765.0,-16.0,34.0,-52.0
1682,14.564286470413208,Blocking,-2762.0,3157.0,2193.0,-18.0,30.0,-48.0
1683,14.58547306060791,Blocking,-2845.0,4002.0,2669.0,-18.0,24.0,-22.0
1685,14.606147289276125,Blocking,-3075.0,4271.0,2961.0,-19.0,25.0,-4.0
1686,14.625671148300171,Blocking,-3526.0,4620.0,3592.0,-20.0,24.0,18.0
1687,14.646148443222046,Blocking,-4626.0,5020.0,4692.0,-19.0,18.0,43.0
1688,14.667115449905396,Blocking,-5043.0,4978.0,5073.0,-18.0,11.0,51.0
1690,14.687169551849365,Blocking,-5483.0,4791.0,5195.0,-19.0,8.0,61.0
1691,14.709806203842163,Blocking,-6092.0,4187.0,5758.0,-19.0,0.0,70.0
1692,14.728161334991455,Blocking,-6410.0,3829.0,6147.0,-21.0,-8.0,74.0
1693,14.749524116516113,Blocking,-7111.0,2860.0,5723.0,-25.0,-18.0,92.0
1695,14.769614219665527,Blocking,-7148.0,2532.0,5220.0,-23.0,-26.0,95.0
1696,14.789308786392212,Blocking,-6982.0,2286.0,4814.0,-19.0,-34.0,93.0
1697,14.811099767684937,Blocking,-5879.0,1148.0,3497.0,-6.0,-50.0,77.0
1698,14.83041763305664,Blocking,-4577.0,626.0,2497.0,-2.0,-59.0,61.0
1700,14.850918054580688,Blocking,-3167.0,-71.0,1131.0,-4.0,-64.0,50.0
1701,14.871591567993164,Blocking,-512.0,-2306.0,-3027.0,-8.0,-32.0,58.0
1702,14.893072366714478,Blocking,712.0,-2796.0,-5062.0,-10.0,2.0,54.0
1704,14.9124174118042,Blocking,1692.0,-2622.0,-6334.0,-11.0,31.0,45.0
1705,14.933674097061155,Blocking,2995.0,-727.0,-5546.0,3.0,59.0,46.0
1706,14.953230619430542,Blocking,3245.0,510.0,-2780.0,3.0,57.0,54.0
1708,14.974713563919067,Blocking,3152.0,874.0,3757.0,11.0,60.0,15.0
1709,14.994204998016356,Blocking,3678.0,1834.0,6029.0,5.0,32.0,11.0
1711,13.5046865940094,Blocking,-581.0,1033.0,1863.0,-2.0,-6.0,12.0
1713,13.523754119873047,Blocking,-593.0,1136.0,1748.0,-2.0,-7.0,12.0
1714,13.544471502304075,Blocking,-579.0,1103.0,1674.0,-2.0,-7.0,12.0
1715,13.564659595489502,Blocking,-528.0,1025.0,1615.0,-1.0,-7.0,12.0
1716,13.58620285987854,Blocking,-477.0,907.0,1541.0,-2.0,-9.0,14.0
1717,13.606084108352661,Blocking,-463.0,974.0,1398.0,-3.0,-10.0,14.0
1719,13.626161098480225,Blocking,-440.0,1097.0,1355.0,-1.0,-5.0,14.0
1720,13.646976470947266,Blocking,-423.0,1082.0,1418.0,-1.0,-5.0,14.0
1721,13.668357849121096,Blocking,-456.0,1042.0,1443.0,-2.0,-7.0,12.0
1723,13.683993816375732,Blocking,-515.0,918.0,1331.0,-2.0,-7.0,11.0
1724,13.704734086990356,Blocking,-532.0,878.0,1215.0,-2.0,-6.0,10.0
1725,13.724468469619751,Blocking,-544.0,887.0,1122.0,-2.0,-3.0,8.0
1726,13.745403051376345,Blocking,-593.0,928.0,1180.0,-1.0,1.0,7.0
1727,13.766398906707765,Blocking,-606.0,917.0,1257.0,-1.0,2.0,7.0
1729,13.785941362380981,Blocking,-637.0,910.0,1364.0,-2.0,1.0,7.0
1730,13.807188272476196,Blocking,-642.0,909.0,1518.0,-2.0,2.0,5.0
1731,13.827151775360107,Blocking,-607.0,948.0,1603.0,-3.0,2.0,6.0
1732,13.848093509674072,Blocking,-630.0,985.0,1657.0,-3.0,-1.0,8.0
1734,13.869011402130127,Blocking,-677.0,1008.0,1578.0,-3.0,-1.0,9.0
1735,13.88839864730835,Blocking,-724.0,1021.0,1511.0,-3.0,-1.0,10.0
1736,13.90979528427124,Blocking,-730.0,952.0,1494.0,-3.0,0.0,9.0
1738,13.929426193237305,Blocking,-686.0,896.0,1488.0,-3.0,0.0,6.0
1739,13.95090365409851,Blocking,-677.0,886.0,1516.0,-3.0,0.0,5.0
1740,13.970866680145265,Blocking,-746.0,948.0,1615.0,-2.0,1.0,6.0
1741,13.991601705551147,Blocking,-831.0,1009.0,1640.0,-2.0,1.0,9.0
1743,14.011515855789185,Blocking,-934.0,1022.0,1622.0,-1.0,1.0,12.0
1744,14.03183913230896,Blocking,-1008.0,845.0,1510.0,0.0,3.0,13.0
1745,14.052283525466919,Blocking,-965.0,722.0,1469.0,0.0,4.0,11.0
1746,14.077556848526001,Blocking,-783.0,657.0,1519.0,-2.0,4.0,7.0
1748,14.097316026687622,Blocking,-670.0,688.0,1584.0,-2.0,4.0,6.0
1749,14.11867356300354,Blocking,-607.0,727.0,1677.0,-3.0,3.0,7.0
1750,14.139054536819458,Blocking,-546.0,761.0,1699.0,-5.0,1.0,8.0
1752,14.158671140670776,Blocking,-496.0,815.0,1603.0,-6.0,1.0,6.0
1753,14.179293870925903,Blocking,-449.0,863.0,1595.0,-6.0,1.0,5.0
1754,14.200217962265015,Blocking,-520.0,949.0,1485.0,-7.0,0.0,7.0
1756,14.22020697593689,Blocking,-618.0,929.0,1293.0,-8.0,1.0,6.0
1757,14.243125915527346,Blocking,-708.0,950.0,895.0,-9.0,9.0,-1.0
1758,14.261564493179321,Blocking,-699.0,1005.0,820.0,-8.0,13.0,-4.0
1760,14.28166151046753,Blocking,-644.0,1032.0,830.0,-7.0,15.0,-8.0
1761,14.303765773773193,Blocking,-649.0,1131.0,993.0,-5.0,17.0,-11.0
1762,14.322908401489258,Blocking,-721.0,1211.0,1052.0,-4.0,20.0,-13.0
1763,14.343092441558838,Blocking,-756.0,1323.0,1134.0,-3.0,22.0,-14.0
1765,14.363464832305908,Blocking,-726.0,1620.0,1151.0,-1.0,20.0,-15.0
1766,14.384754180908205,Blocking,-706.0,1643.0,980.0,-1.0,21.0,-16.0
1767,14.4011492729187,Blocking,-678.0,1646.0,718.0,0.0,23.0,-20.0
1769,14.420851707458494,Blocking,-589.0,1767.0,51.0,-1.0,30.0,-33.0
1770,14.44157648086548,Blocking,-586.0,1662.0,-270.0,-2.0,36.0,-41.0
1771,14.46172285079956,Blocking,-1045.0,1337.0,-716.0,-6.0,48.0,-53.0
1773,14.48332405090332,Blocking,-1444.0,1520.0,-598.0,-5.0,53.0,-57.0
1774,14.503220796585085,Blocking,-1834.0,1797.0,-94.0,-4.0,51.0,-56.0
1775,14.523618936538696,Blocking,-2399.0,2127.0,1195.0,-11.0,40.0,-51.0
1777,14.544110298156738,Blocking,-2605.0,2564.0,1765.0,-16.0,34.0,-52.0
1778,14.564286470413208,Blocking,-2762.0,3157.0,2193.0,-18.0,30.0,-48.0
1779,14.58547306060791,Blocking,-2845.0,4002.0,2669.0,-18.0,24.0,-22.0
1781,14.606147289276125,Blocking,-3075.0,4271.0,2961.0,-19.0,25.0,-4.0
1782,14.625671148300171,Blocking,-3526.0,4620.0,3592.0,-20.0,24.0,18.0
1783,14.646148443222046,Blocking,-4626.0,5020.0,4692.0,-19.0,18.0,43.0
1784,14.667115449905396,Blocking,-5043.0,4978.0,5073.0,-18.0,11.0,51.0
1786,14.687169551849365,Blocking,-5483.0,4791.0,5195.0,-19.0,8.0,61.0
1787,14.709806203842163,Blocking,-6092.0,4187.0,5758.0,-19.0,0.0,70.0
1788,14.728161334991455,Blocking,-6410.0,3829.0,6147.0,-21.0,-8.0,74.0
1789,14.749524116516113,Blocking,-7111.0,2860.0,5723.0,-25.0,-18.0,92.0
1791,14.769614219665527,Blocking,-7148.0,2532.0,5220.0,-23.0,-26.0,95.0
1792,14.789308786392212,Blocking,-6982.0,2286.0,4814.0,-19.0,-34.0,93.0
1793,14.811099767684937,Blocking,-5879.0,1148.0,3497.0,-6.0,-50.0,77.0
1794,14.83041763305664,Blocking,-4577.0,626.0,2497.0,-2.0,-59.0,61.0
1796,14.850918054580688,Blocking,-3167.0,-71.0,1131.0,-4.0,-64.0,50.0
1797,14.871591567993164,Blocking,-512.0,-2306.0,-3027.0,-8.0,-32.0,58.0
1798,14.893072366714478,Blocking,712.0,-2796.0,-5062.0,-10.0,2.0,54.0
1800,14.9124174118042,Blocking,1692.0,-2622.0,-6334.0,-11.0,31.0,45.0
1801,14.933674097061155,Blocking,2995.0,-727.0,-5546.0,3.0,59.0,46.0
