index,time,High_level,linear_acc.x,linear_acc.y,linear_acc.z,gyro.z,gyro.x,gyro.y
0,0.0,Sprinting,-1583.0,1276.0,2118.0,-6.0,5.0,-1.0
1,0.0,Sprinting,-1583.0,1276.0,2118.0,-6.0,5.0,-1.0
2,0.01998734474182129,Sprinting,-1963.0,1402.0,1916.0,-7.0,12.0,5.0
3,0.04111790657043457,Sprinting,-1898.0,1442.0,1848.0,-10.0,13.0,11.0
4,0.057001590728759766,Sprinting,-1566.0,1408.0,1672.0,-14.0,12.0,18.0
6,0.07713699340820312,Sprinting,-713.0,1247.0,713.0,-19.0,21.0,23.0
7,0.09763097763061523,Sprinting,-452.0,1322.0,294.0,-20.0,26.0,15.0
8,0.11881113052368165,Sprinting,-337.0,1490.0,62.0,-19.0,28.0,4.0
10,0.1389157772064209,Sprinting,-436.0,2136.0,26.0,-20.0,31.0,-10.0
11,0.15886735916137695,Sprinting,-610.0,2345.0,235.0,-18.0,30.0,-12.0
12,0.18010854721069336,Sprinting,-1094.0,2216.0,1318.0,-13.0,25.0,-11.0
13,0.20035314559936526,Sprinting,-1255.0,1960.0,2006.0,-9.0,23.0,-10.0
15,0.2204875946044922,Sprinting,-1297.0,1798.0,2656.0,-4.0,21.0,-12.0
16,0.2409195899963379,Sprinting,-1244.0,2340.0,3445.0,2.0,12.0,-16.0
17,0.2635478973388672,Sprinting,-1231.0,2875.0,3519.0,5.0,11.0,-21.0
19,0.2829854488372803,Sprinting,-1172.0,3280.0,3619.0,7.0,7.0,-30.0
20,0.3029751777648926,Sprinting,-639.0,3219.0,3828.0,12.0,-16.0,-51.0
21,0.32283878326416016,Sprinting,-166.0,2942.0,3792.0,14.0,-23.0,-57.0
23,0.3440346717834473,Sprinting,220.0,2710.0,3680.0,16.0,-28.0,-60.0
24,0.36435604095458973,Sprinting,548.0,2638.0,3718.0,17.0,-33.0,-58.0
25,0.384467363357544,Sprinting,718.0,2702.0,4060.0,16.0,-36.0,-57.0
27,0.4051854610443115,Sprinting,1004.0,2762.0,4383.0,11.0,-41.0,-54.0
28,0.4251134395599365,Sprinting,1402.0,2775.0,4326.0,-3.0,-52.0,-43.0
29,0.4467992782592773,Sprinting,1472.0,2613.0,3907.0,-7.0,-54.0,-38.0
30,0.4668169021606445,Sprinting,1601.0,1798.0,2035.0,-15.0,-50.0,-26.0
32,0.4869029521942138,Sprinting,1580.0,1193.0,598.0,-19.0,-39.0,-24.0
33,0.5072741508483887,Sprinting,1192.0,615.0,-822.0,-21.0,-28.0,-21.0
35,0.5276083946228027,Sprinting,-150.0,-530.0,-3508.0,-27.0,-12.0,-26.0
36,0.5490758419036865,Sprinting,-761.0,-863.0,-4450.0,-24.0,3.0,-53.0
37,0.5691187381744385,Sprinting,-979.0,-1223.0,-4384.0,-12.0,18.0,-84.0
38,0.5893886089324951,Sprinting,-839.0,-1483.0,-3130.0,-5.0,33.0,-115.0
40,0.6099147796630859,Sprinting,-859.0,-1250.0,-806.0,-7.0,39.0,-127.0
41,0.6304597854614258,Sprinting,-1100.0,-582.0,2073.0,-16.0,29.0,-120.0
42,0.6513171195983887,Sprinting,-2577.0,472.0,5356.0,-35.0,13.0,-71.0
44,0.6718823909759521,Sprinting,-3094.0,901.0,6994.0,-28.0,18.0,-60.0
45,0.6915419101715088,Sprinting,-3662.0,2067.0,10167.0,-24.0,15.0,-34.0
46,0.7127118110656738,Sprinting,-3672.0,2811.0,10678.0,-27.0,20.0,-15.0
48,0.732818603515625,Sprinting,-3331.0,3152.0,10739.0,-29.0,20.0,3.0
49,0.7528436183929443,Sprinting,-2946.0,3158.0,10481.0,-32.0,8.0,21.0
50,0.7739503383636475,Sprinting,-2693.0,3126.0,10117.0,-31.0,-7.0,25.0
51,0.794011116027832,Sprinting,-2309.0,2979.0,9381.0,-31.0,-30.0,31.0
53,0.814741849899292,Sprinting,-1877.0,1976.0,4916.0,-31.0,-59.0,58.0
54,0.8349559307098389,Sprinting,-1785.0,1545.0,1768.0,-34.0,-51.0,63.0
55,0.8559019565582275,Sprinting,-1769.0,1019.0,-1022.0,-36.0,-40.0,58.0
57,0.8756709098815918,Sprinting,-1663.0,487.0,-3236.0,-35.0,-30.0,49.0
58,0.8961477279663086,Sprinting,932.0,-180.0,-5606.0,-32.0,-8.0,-27.0
59,0.9169504642486572,Sprinting,3754.0,-1332.0,-5610.0,-30.0,4.0,-123.0
61,0.9380474090576172,Sprinting,9107.0,-2458.0,588.0,0.0,25.0,-164.0
62,0.9578511714935304,Sprinting,9678.0,-2815.0,3446.0,-21.0,-34.0,-83.0
63,0.9784095287322998,Sprinting,7405.0,-4420.0,4048.0,-34.0,-66.0,-147.0
64,0.9988343715667723,Sprinting,5601.0,-4562.0,3978.0,-40.0,-71.0,-115.0
66,1.019491195678711,Sprinting,3910.0,-4603.0,2947.0,-43.0,-79.0,-75.0
67,1.0397090911865234,Sprinting,690.0,-3413.0,-1088.0,-51.0,-65.0,-56.0
68,1.0605754852294922,Sprinting,-982.0,-2297.0,-3100.0,-49.0,-51.0,-58.0
70,1.0806598663330078,Sprinting,-2471.0,-1034.0,-4733.0,-41.0,-34.0,-56.0
71,1.1014118194580078,Sprinting,-3805.0,3808.0,-4972.0,-21.0,-28.0,-73.0
72,1.1220543384552002,Sprinting,-3771.0,5423.0,-4730.0,-10.0,-35.0,-73.0
73,1.1389484405517578,Sprinting,-3523.0,5370.0,-4947.0,-6.0,-32.0,-61.0
75,1.158369541168213,Sprinting,-1963.0,3585.0,-5376.0,-3.0,-22.0,-32.0
76,1.17952299118042,Sprinting,-650.0,2820.0,-5091.0,-1.0,-22.0,-37.0
77,1.200200080871582,Sprinting,1450.0,877.0,-3513.0,0.0,-28.0,-29.0
79,1.2203421592712402,Sprinting,987.0,-1401.0,-2615.0,-4.0,1.0,-5.0
80,1.2404236793518066,Sprinting,354.0,-4704.0,-931.0,-19.0,68.0,9.0
81,1.2607295513153076,Sprinting,2175.0,-4941.0,5851.0,-46.0,30.0,-103.0
83,1.2812228202819824,Sprinting,1477.0,-4752.0,7197.0,-32.0,-8.0,-99.0
84,1.302480697631836,Sprinting,1072.0,-3375.0,7252.0,-27.0,-3.0,-75.0
85,1.3222460746765137,Sprinting,1031.0,-1587.0,6279.0,-23.0,-7.0,-42.0
86,1.3431761264801023,Sprinting,663.0,-1379.0,5158.0,-26.0,-19.0,-32.0
88,1.363036870956421,Sprinting,-38.0,-1224.0,3666.0,-24.0,-27.0,-36.0
89,1.3843648433685305,Sprinting,-239.0,-1785.0,1373.0,-18.0,-12.0,-71.0
90,1.404911994934082,Sprinting,1613.0,-2569.0,2879.0,-23.0,-11.0,-108.0
92,1.424769163131714,Sprinting,1992.0,-3979.0,4658.0,-24.0,-22.0,-118.0
93,1.4464335441589355,Sprinting,2220.0,-6315.0,5740.0,-34.0,13.0,1.0
94,1.4659605026245115,Sprinting,2627.0,-5885.0,6046.0,-39.0,1.0,23.0
96,1.486624240875244,Sprinting,1521.0,-4812.0,4203.0,-25.0,7.0,-29.0
97,1.5108966827392578,Sprinting,1066.0,-4663.0,3371.0,-21.0,11.0,-32.0
98,1.5310370922088623,Sprinting,1097.0,-4503.0,2663.0,-22.0,17.0,-22.0
100,1.551624059677124,Sprinting,1797.0,-3774.0,1945.0,-27.0,23.0,-18.0
101,1.5732469558715818,Sprinting,2091.0,-3420.0,1661.0,-27.0,21.0,-24.0
102,1.5928146839141846,Sprinting,2105.0,-2893.0,879.0,-21.0,20.0,-25.0
104,1.6131868362426758,Sprinting,1907.0,-2611.0,603.0,-17.0,22.0,-23.0
105,1.6342902183532717,Sprinting,1679.0,-2348.0,436.0,-13.0,21.0,-16.0
106,1.6547226905822754,Sprinting,1389.0,-1927.0,46.0,-7.0,17.0,-6.0
108,1.6748125553131104,Sprinting,1804.0,-1767.0,-143.0,-5.0,17.0,-8.0
109,1.6956751346588137,Sprinting,2404.0,-1729.0,-164.0,-3.0,15.0,-13.0
110,1.7158472537994385,Sprinting,3086.0,-1614.0,210.0,-1.0,6.0,-25.0
112,1.7361197471618652,Sprinting,2912.0,-1410.0,365.0,-2.0,-1.0,-23.0
113,1.7563540935516355,Sprinting,2523.0,-1156.0,465.0,-5.0,-5.0,-14.0
114,1.777059555053711,Sprinting,1517.0,-1392.0,800.0,-7.0,-15.0,12.0
115,1.797262191772461,Sprinting,882.0,-1501.0,860.0,-6.0,-10.0,18.0
117,1.8178246021270752,Sprinting,606.0,-438.0,1729.0,-8.0,-4.0,5.0
118,1.83918571472168,Sprinting,817.0,227.0,2404.0,-9.0,-5.0,1.0
119,1.8591151237487795,Sprinting,1175.0,711.0,3010.0,-8.0,-10.0,4.0
121,1.8751626014709477,Sprinting,1248.0,1078.0,3204.0,-11.0,-31.0,14.0
122,1.8954925537109373,Sprinting,887.0,1117.0,2641.0,-11.0,-29.0,15.0
123,1.917487621307373,Sprinting,650.0,1238.0,2182.0,-9.0,-24.0,15.0
124,1.9380695819854736,Sprinting,711.0,1424.0,1726.0,-8.0,-27.0,15.0
126,1.9570262432098389,Sprinting,917.0,1503.0,1521.0,-8.0,-30.0,16.0
127,1.977890491485596,Sprinting,1015.0,1460.0,1261.0,-8.0,-35.0,18.0
128,1.9979400634765625,Sprinting,817.0,1048.0,489.0,-6.0,-41.0,17.0
130,2.0186409950256348,Sprinting,708.0,823.0,10.0,-4.0,-36.0,13.0
131,2.039654493331909,Sprinting,707.0,682.0,-356.0,-2.0,-29.0,10.0
132,2.05942177772522,Sprinting,801.0,690.0,-492.0,-1.0,-22.0,8.0
134,2.081379175186157,Sprinting,760.0,731.0,-458.0,-1.0,-20.0,9.0
135,2.1017789840698238,Sprinting,899.0,708.0,7.0,-1.0,-12.0,8.0
136,2.121642827987671,Sprinting,1016.0,554.0,459.0,-1.0,-9.0,7.0
138,2.141638994216919,Sprinting,982.0,365.0,913.0,-1.0,-8.0,7.0
139,2.161745309829712,Sprinting,704.0,177.0,1569.0,0.0,1.0,13.0
140,2.182666778564453,Sprinting,824.0,207.0,1860.0,0.0,3.0,12.0
141,2.2044780254364014,Sprinting,1043.0,231.0,2134.0,0.0,2.0,11.0
143,2.223177909851074,Sprinting,1215.0,102.0,2229.0,0.0,0.0,7.0
144,2.2443718910217285,Sprinting,1254.0,55.0,2041.0,0.0,2.0,5.0
145,2.2645034790039062,Sprinting,1308.0,-1.0,1815.0,-1.0,3.0,3.0
147,2.2856786251068115,Sprinting,1426.0,-142.0,1459.0,-2.0,7.0,-4.0
148,2.3056960105896,Sprinting,1392.0,-90.0,1392.0,-3.0,9.0,-6.0
149,2.3255596160888667,Sprinting,1099.0,304.0,1565.0,-1.0,11.0,-5.0
151,2.346662998199463,Sprinting,991.0,494.0,1753.0,0.0,10.0,-3.0
152,2.3680593967437744,Sprinting,892.0,593.0,1929.0,1.0,9.0,0.0
153,2.388127326965332,Sprinting,687.0,641.0,2129.0,1.0,6.0,-1.0
155,2.4083847999572754,Sprinting,664.0,623.0,2154.0,1.0,3.0,-2.0
156,2.428250789642334,Sprinting,689.0,665.0,2110.0,1.0,2.0,-3.0
157,2.448681354522705,Sprinting,801.0,866.0,1863.0,2.0,2.0,-5.0
159,2.470087766647339,Sprinting,818.0,927.0,1756.0,2.0,3.0,-5.0
160,2.489536762237549,Sprinting,761.0,969.0,1654.0,3.0,5.0,-2.0
161,2.510071992874145,Sprinting,520.0,1070.0,1748.0,3.0,7.0,2.0
163,2.5305306911468506,Sprinting,462.0,1103.0,1928.0,3.0,7.0,2.0
164,2.5513174533843994,Sprinting,477.0,1114.0,2105.0,3.0,6.0,1.0
165,2.572148084640503,Sprinting,507.0,965.0,2338.0,2.0,0.0,0.0
167,2.592079401016236,Sprinting,476.0,842.0,2289.0,2.0,-1.0,2.0
168,2.613594055175781,Sprinting,432.0,699.0,2137.0,0.0,1.0,4.0
169,2.6337871551513667,Sprinting,440.0,738.0,2155.0,-1.0,3.0,4.0
170,2.6548123359680176,Sprinting,466.0,796.0,2214.0,-1.0,4.0,4.0
172,2.674667835235596,Sprinting,599.0,831.0,2326.0,-2.0,2.0,5.0
173,2.694732904434204,Sprinting,627.0,833.0,2323.0,-3.0,0.0,5.0
174,2.7169630527496342,Sprinting,620.0,845.0,2317.0,-4.0,-1.0,5.0
175,2.73625922203064,Sprinting,515.0,964.0,2336.0,-5.0,-3.0,4.0
177,2.7559621334075928,Sprinting,438.0,1013.0,2304.0,-5.0,-4.0,5.0
178,2.776376724243164,Sprinting,403.0,1048.0,2258.0,-6.0,-4.0,5.0
180,2.7968478202819824,Sprinting,358.0,1081.0,1987.0,-6.0,-5.0,5.0
181,2.817650556564331,Sprinting,389.0,1136.0,1789.0,-5.0,-3.0,4.0
182,2.838031768798828,Sprinting,366.0,1196.0,1610.0,-3.0,-1.0,4.0
184,2.8582880496978764,Sprinting,359.0,1264.0,1478.0,-1.0,0.0,5.0
185,2.8790721893310547,Sprinting,368.0,1338.0,1397.0,1.0,2.0,6.0
186,2.899768352508545,Sprinting,384.0,1370.0,1446.0,4.0,4.0,6.0
187,2.91955041885376,Sprinting,392.0,1303.0,1546.0,4.0,3.0,6.0
189,2.9404289722442627,Sprinting,390.0,1180.0,1627.0,4.0,2.0,7.0
190,2.9569108486175537,Sprinting,543.0,943.0,1695.0,4.0,3.0,3.0
191,2.977716445922852,Sprinting,641.0,816.0,1821.0,4.0,5.0,0.0
192,2.9974300861358643,Sprinting,678.0,668.0,1985.0,4.0,5.0,-1.0
194,1.5108966827392578,Blocking,1066.0,-4663.0,3371.0,-21.0,11.0,-32.0
195,1.5310370922088623,Blocking,1097.0,-4503.0,2663.0,-22.0,17.0,-22.0
197,1.551624059677124,Blocking,1797.0,-3774.0,1945.0,-27.0,23.0,-18.0
198,1.5732469558715818,Blocking,2091.0,-3420.0,1661.0,-27.0,21.0,-24.0
199,1.5928146839141846,Blocking,2105.0,-2893.0,879.0,-21.0,20.0,-25.0
201,1.6131868362426758,Blocking,1907.0,-2611.0,603.0,-17.0,22.0,-23.0
202,1.6342902183532717,Blocking,1679.0,-2348.0,436.0,-13.0,21.0,-16.0
203,1.6547226905822754,Blocking,1389.0,-1927.0,46.0,-7.0,17.0,-6.0
205,1.6748125553131104,Blocking,1804.0,-1767.0,-143.0,-5.0,17.0,-8.0
206,1.6956751346588137,Blocking,2404.0,-1729.0,-164.0,-3.0,15.0,-13.0
207,1.7158472537994385,Blocking,3086.0,-1614.0,210.0,-1.0,6.0,-25.0
209,1.7361197471618652,Blocking,2912.0,-1410.0,365.0,-2.0,-1.0,-23.0
210,1.7563540935516355,Blocking,2523.0,-1156.0,465.0,-5.0,-5.0,-14.0
211,1.777059555053711,Blocking,1517.0,-1392.0,800.0,-7.0,-15.0,12.0
212,1.797262191772461,Blocking,882.0,-1501.0,860.0,-6.0,-10.0,18.0
214,1.8178246021270752,Blocking,606.0,-438.0,1729.0,-8.0,-4.0,5.0
215,1.83918571472168,Blocking,817.0,227.0,2404.0,-9.0,-5.0,1.0
216,1.8591151237487795,Blocking,1175.0,711.0,3010.0,-8.0,-10.0,4.0
218,1.8751626014709477,Blocking,1248.0,1078.0,3204.0,-11.0,-31.0,14.0
219,1.8954925537109373,Blocking,887.0,1117.0,2641.0,-11.0,-29.0,15.0
220,1.917487621307373,Blocking,650.0,1238.0,2182.0,-9.0,-24.0,15.0
221,1.9380695819854736,Blocking,711.0,1424.0,1726.0,-8.0,-27.0,15.0
223,1.9570262432098389,Blocking,917.0,1503.0,1521.0,-8.0,-30.0,16.0
224,1.977890491485596,Blocking,1015.0,1460.0,1261.0,-8.0,-35.0,18.0
225,1.9979400634765625,Blocking,817.0,1048.0,489.0,-6.0,-41.0,17.0
227,2.0186409950256348,Blocking,708.0,823.0,10.0,-4.0,-36.0,13.0
228,2.039654493331909,Blocking,707.0,682.0,-356.0,-2.0,-29.0,10.0
229,2.05942177772522,Blocking,801.0,690.0,-492.0,-1.0,-22.0,8.0
231,2.081379175186157,Blocking,760.0,731.0,-458.0,-1.0,-20.0,9.0
232,2.1017789840698238,Blocking,899.0,708.0,7.0,-1.0,-12.0,8.0
233,2.121642827987671,Blocking,1016.0,554.0,459.0,-1.0,-9.0,7.0
235,2.141638994216919,Blocking,982.0,365.0,913.0,-1.0,-8.0,7.0
236,2.161745309829712,Blocking,704.0,177.0,1569.0,0.0,1.0,13.0
237,2.182666778564453,Blocking,824.0,207.0,1860.0,0.0,3.0,12.0
238,2.2044780254364014,Blocking,1043.0,231.0,2134.0,0.0,2.0,11.0
240,2.223177909851074,Blocking,1215.0,102.0,2229.0,0.0,0.0,7.0
241,2.2443718910217285,Blocking,1254.0,55.0,2041.0,0.0,2.0,5.0
242,2.2645034790039062,Blocking,1308.0,-1.0,1815.0,-1.0,3.0,3.0
244,2.2856786251068115,Blocking,1426.0,-142.0,1459.0,-2.0,7.0,-4.0
245,2.3056960105896,Blocking,1392.0,-90.0,1392.0,-3.0,9.0,-6.0
246,2.3255596160888667,Blocking,1099.0,304.0,1565.0,-1.0,11.0,-5.0
248,2.346662998199463,Blocking,991.0,494.0,1753.0,0.0,10.0,-3.0
249,2.3680593967437744,Blocking,892.0,593.0,1929.0,1.0,9.0,0.0
250,2.388127326965332,Blocking,687.0,641.0,2129.0,1.0,6.0,-1.0
252,2.4083847999572754,Blocking,664.0,623.0,2154.0,1.0,3.0,-2.0
253,2.428250789642334,Blocking,689.0,665.0,2110.0,1.0,2.0,-3.0
254,2.448681354522705,Blocking,801.0,866.0,1863.0,2.0,2.0,-5.0
256,2.470087766647339,Blocking,818.0,927.0,1756.0,2.0,3.0,-5.0
257,2.489536762237549,Blocking,761.0,969.0,1654.0,3.0,5.0,-2.0
258,2.510071992874145,Blocking,520.0,1070.0,1748.0,3.0,7.0,2.0
260,2.5305306911468506,Blocking,462.0,1103.0,1928.0,3.0,7.0,2.0
261,2.5513174533843994,Blocking,477.0,1114.0,2105.0,3.0,6.0,1.0
262,2.572148084640503,Blocking,507.0,965.0,2338.0,2.0,0.0,0.0
264,2.592079401016236,Blocking,476.0,842.0,2289.0,2.0,-1.0,2.0
265,2.613594055175781,Blocking,432.0,699.0,2137.0,0.0,1.0,4.0
266,2.6337871551513667,Blocking,440.0,738.0,2155.0,-1.0,3.0,4.0
267,2.6548123359680176,Blocking,466.0,796.0,2214.0,-1.0,4.0,4.0
269,2.674667835235596,Blocking,599.0,831.0,2326.0,-2.0,2.0,5.0
270,2.694732904434204,Blocking,627.0,833.0,2323.0,-3.0,0.0,5.0
271,2.7169630527496342,Blocking,620.0,845.0,2317.0,-4.0,-1.0,5.0
272,2.73625922203064,Blocking,515.0,964.0,2336.0,-5.0,-3.0,4.0
274,2.7559621334075928,Blocking,438.0,1013.0,2304.0,-5.0,-4.0,5.0
275,2.776376724243164,Blocking,403.0,1048.0,2258.0,-6.0,-4.0,5.0
277,2.7968478202819824,Blocking,358.0,1081.0,1987.0,-6.0,-5.0,5.0
278,2.817650556564331,Blocking,389.0,1136.0,1789.0,-5.0,-3.0,4.0
279,2.838031768798828,Blocking,366.0,1196.0,1610.0,-3.0,-1.0,4.0
281,2.8582880496978764,Blocking,359.0,1264.0,1478.0,-1.0,0.0,5.0
282,2.8790721893310547,Blocking,368.0,1338.0,1397.0,1.0,2.0,6.0
283,2.899768352508545,Blocking,384.0,1370.0,1446.0,4.0,4.0,6.0
284,2.91955041885376,Blocking,392.0,1303.0,1546.0,4.0,3.0,6.0
286,2.9404289722442627,Blocking,390.0,1180.0,1627.0,4.0,2.0,7.0
287,2.9569108486175537,Blocking,543.0,943.0,1695.0,4.0,3.0,3.0
288,2.977716445922852,Blocking,641.0,816.0,1821.0,4.0,5.0,0.0
289,2.9974300861358643,Blocking,678.0,668.0,1985.0,4.0,5.0,-1.0
291,3.0178375244140625,Blocking,689.0,512.0,2125.0,2.0,6.0,-2.0
292,3.038716554641724,Blocking,737.0,503.0,2163.0,1.0,6.0,-2.0
293,3.05933141708374,Blocking,817.0,456.0,2176.0,1.0,6.0,-4.0
295,3.080202579498291,Blocking,941.0,324.0,2034.0,0.0,4.0,-7.0
296,3.1022403240203857,Blocking,993.0,289.0,1900.0,0.0,4.0,-9.0
297,3.1206445693969727,Blocking,1130.0,146.0,1540.0,0.0,5.0,-15.0
299,3.1410272121429443,Blocking,1261.0,28.0,1276.0,-1.0,5.0,-20.0
300,3.1611788272857666,Blocking,1440.0,-84.0,975.0,-2.0,6.0,-24.0
301,3.182255983352661,Blocking,1520.0,-251.0,379.0,-2.0,7.0,-31.0
303,3.2031807899475098,Blocking,1447.0,-365.0,9.0,-1.0,5.0,-35.0
304,3.223090171813965,Blocking,1499.0,-527.0,-434.0,-1.0,4.0,-40.0
305,3.2433078289031982,Blocking,1877.0,-968.0,-1223.0,-1.0,15.0,-56.0
307,3.263643980026245,Blocking,1680.0,-1277.0,-1500.0,1.0,16.0,-61.0
308,3.285110712051392,Blocking,1224.0,-1417.0,-1787.0,4.0,13.0,-61.0
309,3.3072714805603027,Blocking,848.0,-1228.0,-1012.0,17.0,17.0,-57.0
311,3.3251736164093018,Blocking,1087.0,-1351.0,329.0,21.0,12.0,-54.0
312,3.346646785736084,Blocking,1277.0,-1649.0,1713.0,23.0,5.0,-54.0
313,3.3666837215423584,Blocking,1319.0,-2164.0,3164.0,26.0,-1.0,-57.0
315,3.3915460109710693,Blocking,1408.0,-2926.0,4865.0,27.0,-6.0,-52.0
316,3.4073946475982666,Blocking,1837.0,-4340.0,8041.0,18.0,-24.0,-38.0
317,3.4279625415802,Blocking,1869.0,-4872.0,8690.0,16.0,-31.0,-32.0
318,3.4491543769836426,Blocking,1901.0,-5331.0,8995.0,13.0,-36.0,-25.0
320,3.4693093299865723,Blocking,1806.0,-5868.0,8778.0,2.0,-46.0,-16.0
321,3.490003824234009,Blocking,1796.0,-5744.0,8110.0,-6.0,-47.0,-19.0
323,3.510529041290283,Blocking,1802.0,-5396.0,7045.0,-14.0,-45.0,-22.0
324,3.5297517776489262,Blocking,1111.0,-3517.0,4339.0,-24.0,-35.0,5.0
325,3.5507712364196777,Blocking,229.0,-1958.0,3063.0,-25.0,-29.0,40.0
327,3.5727429389953613,Blocking,-1082.0,31.0,1364.0,-32.0,-12.0,66.0
328,3.5911736488342285,Blocking,-1008.0,4643.0,-232.0,-34.0,45.0,11.0
329,3.6121788024902335,Blocking,-505.0,6499.0,939.0,-16.0,49.0,-2.0
331,3.6327180862426762,Blocking,-545.0,7340.0,4480.0,-1.0,42.0,17.0
332,3.6534576416015625,Blocking,-544.0,6314.0,5794.0,-5.0,25.0,27.0
333,3.6741247177124015,Blocking,-517.0,4982.0,5798.0,-11.0,10.0,39.0
334,3.6936538219451904,Blocking,641.0,3686.0,3741.0,-10.0,12.0,17.0
336,3.714610576629639,Blocking,1425.0,3299.0,2677.0,-9.0,11.0,6.0
337,3.736098051071167,Blocking,1946.0,2765.0,1344.0,-11.0,8.0,1.0
338,3.7555923461914062,Blocking,1718.0,1598.0,-2305.0,-19.0,10.0,8.0
340,3.775837659835816,Blocking,1065.0,992.0,-4381.0,-20.0,25.0,11.0
341,3.796004295349121,Blocking,700.0,502.0,-6211.0,-15.0,47.0,3.0
342,3.8167603015899663,Blocking,1988.0,83.0,-8796.0,-12.0,73.0,-22.0
343,3.838276624679565,Blocking,3501.0,-289.0,-9611.0,-11.0,54.0,-33.0
345,3.857610464096069,Blocking,4822.0,-1516.0,-9428.0,-1.0,33.0,-53.0
346,3.87813949584961,Blocking,4374.0,-1870.0,-8032.0,-12.0,25.0,-50.0
347,3.9012143611907963,Blocking,3420.0,-1793.0,-6895.0,-17.0,23.0,-48.0
349,3.919748067855835,Blocking,2447.0,-1383.0,-5831.0,-20.0,17.0,-53.0
350,3.9396986961364746,Blocking,473.0,472.0,-3175.0,-7.0,32.0,-82.0
351,3.960286855697632,Blocking,-333.0,1903.0,-936.0,7.0,48.0,-67.0
353,3.981178522109986,Blocking,1255.0,1142.0,1544.0,-2.0,11.0,-29.0
354,4.005936622619629,Blocking,1693.0,634.0,1192.0,-13.0,4.0,-16.0
355,4.021483421325684,Blocking,732.0,1848.0,535.0,-33.0,-14.0,50.0
357,4.042002439498901,Blocking,-234.0,3079.0,32.0,-36.0,-5.0,54.0
358,4.0623300075531015,Blocking,-1882.0,4423.0,-182.0,-26.0,36.0,35.0
359,4.083159685134889,Blocking,-4884.0,6062.0,3041.0,-19.0,87.0,-24.0
360,4.104217529296875,Blocking,-3257.0,7749.0,6742.0,12.0,56.0,-21.0
362,4.123690843582153,Blocking,-530.0,8717.0,10002.0,26.0,2.0,-23.0
363,4.144712209701538,Blocking,-2750.0,7730.0,8656.0,6.0,18.0,61.0
364,4.165049314498901,Blocking,-3263.0,6472.0,7221.0,2.0,27.0,61.0
366,4.186223268508911,Blocking,-3062.0,5513.0,6718.0,-4.0,32.0,57.0
367,4.206040143966675,Blocking,-2039.0,5556.0,7368.0,-8.0,24.0,57.0
368,4.227165222167969,Blocking,-1697.0,6276.0,7775.0,-1.0,24.0,60.0
370,4.247058391571045,Blocking,-2184.0,7414.0,8154.0,9.0,21.0,73.0
371,4.269011735916139,Blocking,-2550.0,7251.0,8155.0,10.0,19.0,74.0
372,4.288022041320802,Blocking,-2493.0,6574.0,7966.0,11.0,17.0,72.0
374,4.308165550231934,Blocking,-2239.0,5625.0,7713.0,15.0,21.0,68.0
375,4.328629016876222,Blocking,-1999.0,4439.0,7673.0,19.0,23.0,63.0
376,4.349193572998047,Blocking,-1619.0,3182.0,7828.0,21.0,13.0,55.0
378,4.3704209327697745,Blocking,-621.0,971.0,7484.0,24.0,-15.0,27.0
379,4.394030570983887,Blocking,-106.0,240.0,6804.0,20.0,-28.0,19.0
380,4.414965629577637,Blocking,429.0,-414.0,5714.0,16.0,-37.0,6.0
382,4.436528205871582,Blocking,959.0,-961.0,4613.0,10.0,-49.0,-15.0
383,4.455720901489258,Blocking,1395.0,-1436.0,3610.0,7.0,-61.0,-29.0
384,4.476288318634033,Blocking,1974.0,-2269.0,1281.0,-3.0,-79.0,-20.0
386,4.496452569961548,Blocking,1523.0,-2400.0,-258.0,-8.0,-76.0,-2.0
389,3.0178375244140625,Dodging,689.0,512.0,2125.0,2.0,6.0,-2.0
390,3.038716554641724,Dodging,737.0,503.0,2163.0,1.0,6.0,-2.0
391,3.05933141708374,Dodging,817.0,456.0,2176.0,1.0,6.0,-4.0
393,3.080202579498291,Dodging,941.0,324.0,2034.0,0.0,4.0,-7.0
394,3.1022403240203857,Dodging,993.0,289.0,1900.0,0.0,4.0,-9.0
395,3.1206445693969727,Dodging,1130.0,146.0,1540.0,0.0,5.0,-15.0
397,3.1410272121429443,Dodging,1261.0,28.0,1276.0,-1.0,5.0,-20.0
398,3.1611788272857666,Dodging,1440.0,-84.0,975.0,-2.0,6.0,-24.0
399,3.182255983352661,Dodging,1520.0,-251.0,379.0,-2.0,7.0,-31.0
401,3.2031807899475098,Dodging,1447.0,-365.0,9.0,-1.0,5.0,-35.0
402,3.223090171813965,Dodging,1499.0,-527.0,-434.0,-1.0,4.0,-40.0
403,3.2433078289031982,Dodging,1877.0,-968.0,-1223.0,-1.0,15.0,-56.0
405,3.263643980026245,Dodging,1680.0,-1277.0,-1500.0,1.0,16.0,-61.0
406,3.285110712051392,Dodging,1224.0,-1417.0,-1787.0,4.0,13.0,-61.0
407,3.3072714805603027,Dodging,848.0,-1228.0,-1012.0,17.0,17.0,-57.0
409,3.3251736164093018,Dodging,1087.0,-1351.0,329.0,21.0,12.0,-54.0
410,3.346646785736084,Dodging,1277.0,-1649.0,1713.0,23.0,5.0,-54.0
411,3.3666837215423584,Dodging,1319.0,-2164.0,3164.0,26.0,-1.0,-57.0
413,3.3915460109710693,Dodging,1408.0,-2926.0,4865.0,27.0,-6.0,-52.0
