time,High_level,linear_acc.x,linear_acc.y,linear_acc.z
59.8364472389,Inactive,-937.0,-1339.0,-1099.0
59.856505393999996,Inactive,-453.0,-1600.0,-1356.0
59.8773875237,Inactive,513.0,-1036.0,-1386.0
59.898636341099994,Inactive,874.0,-24.0,-1390.0
59.9179534912,Inactive,1046.0,905.0,-1114.0
59.938947916000004,Inactive,535.0,1735.0,247.0
59.95883107189999,Inactive,166.0,1486.0,796.0
59.979527473400005,Inactive,-355.0,267.0,1014.0
60.000966787299994,Inactive,-379.0,-159.0,630.0
60.0203387737,Inactive,-250.0,-231.0,119.0
60.0412428379,Inactive,-180.0,56.0,-648.0
60.061672210699996,Inactive,-174.0,185.0,-747.0
60.0817377567,Inactive,-135.0,250.0,-738.0
60.10230517390001,Inactive,314.0,288.0,-727.0
60.123296499300004,Inactive,498.0,343.0,-862.0
60.143435716599996,Inactive,503.0,206.0,-873.0
60.164107322700005,Inactive,-19.0,-412.0,-334.0
60.1841976643,Inactive,-787.0,-665.0,106.0
60.2049839497,Inactive,-1837.0,-590.0,634.0
60.22565436359999,Inactive,-1648.0,-365.0,563.0
60.2462835312,Inactive,-1128.0,-241.0,340.0
60.267996788000005,Inactive,-462.0,-322.0,-468.0
60.2865653038,Inactive,-553.0,-479.0,-802.0
60.3071372509,Inactive,-594.0,-736.0,-1009.0
60.327513933199995,Inactive,-693.0,-945.0,-993.0
60.348119735699996,Inactive,-898.0,-884.0,-756.0
60.3699717522,Inactive,-1062.0,-604.0,-406.0
60.389344930600004,Inactive,-1097.0,-245.0,42.0
60.4098255634,Inactive,-885.0,-352.0,-93.0
60.4306972027,Inactive,-209.0,-638.0,-777.0
60.4508764744,Inactive,5.0,-756.0,-1057.0
60.471017360699996,Inactive,-94.0,-853.0,-1131.0
60.4913637638,Inactive,-766.0,-809.0,-157.0
60.51290106770001,Inactive,-929.0,-641.0,60.0
60.5333428383,Inactive,-802.0,-471.0,-54.0
60.552689075500005,Inactive,-723.0,-356.0,-251.0
60.5738096237,Inactive,-976.0,-387.0,-284.0
60.5938761234,Inactive,-1080.0,-439.0,-269.0
60.6142644882,Inactive,-885.0,-439.0,-301.0
60.6361606121,Inactive,-764.0,-349.0,-276.0
60.655122041700004,Inactive,-677.0,-264.0,-289.0
60.6763591766,Inactive,-814.0,-281.0,-203.0
60.6969804764,Inactive,-856.0,-385.0,-128.0
60.7166538239,Inactive,-780.0,-448.0,-146.0
60.737782001499994,Inactive,-830.0,-360.0,-159.0
60.7575800419,Inactive,-877.0,-287.0,-132.0
60.7783844471,Inactive,-1012.0,-267.0,-57.0
60.7996730804,Inactive,-978.0,-345.0,-48.0
60.8156163692,Inactive,-860.0,-396.0,-139.0
60.836634635900005,Inactive,-838.0,-427.0,-90.0
60.8560056686,Inactive,-864.0,-399.0,-4.0
60.876630783100005,Inactive,-883.0,-384.0,-81.0
60.8987603188,Inactive,-748.0,-394.0,-226.0
60.9174723625,Inactive,-890.0,-362.0,-158.0
60.9381830692,Inactive,-975.0,-299.0,79.0
60.958383798599996,Inactive,-968.0,-316.0,122.0
60.9787602425,Inactive,-1018.0,-363.0,104.0
61.0005538464,Inactive,-1039.0,-462.0,-110.0
61.0197715759,Inactive,-967.0,-370.0,-158.0
61.040497303,Inactive,-905.0,-204.0,-104.0
61.0607869625,Inactive,-892.0,-207.0,75.0
61.0818345547,Inactive,-954.0,-338.0,88.0
61.1024012566,Inactive,-984.0,-442.0,53.0
61.1221740246,Inactive,-809.0,-430.0,-47.0
61.143168449399994,Inactive,-786.0,-418.0,-25.0
61.1638448238,Inactive,-881.0,-434.0,32.0
61.183767795600005,Inactive,-1018.0,-389.0,38.0
61.2044231892,Inactive,-891.0,-330.0,97.0
61.2245001793,Inactive,-740.0,-253.0,-39.0
61.2461233139,Inactive,-613.0,-341.0,-351.0
61.2664322853,Inactive,-599.0,-404.0,-373.0
61.2861464024,Inactive,-873.0,-366.0,-188.0
61.306546688100006,Inactive,-982.0,-352.0,-67.0
61.32716012,Inactive,-998.0,-309.0,25.0
61.347956419,Inactive,-846.0,-246.0,88.0
61.3686740398,Inactive,-772.0,-272.0,-5.0
61.388337612200004,Inactive,-826.0,-347.0,-110.0
61.4128856659,Inactive,-947.0,-460.0,-219.0
61.434834718699996,Inactive,-931.0,-436.0,-206.0
61.454054594,Inactive,-972.0,-362.0,-71.0
61.4745140076,Inactive,-1003.0,-364.0,0.0
61.4954061508,Inactive,-968.0,-359.0,35.0
61.5160272121,Inactive,-734.0,-340.0,5.0
61.53181791310001,Inactive,-689.0,-364.0,-34.0
61.5521430969,Inactive,-885.0,-457.0,238.0
61.57324624060001,Inactive,-1037.0,-435.0,240.0
61.5930707455,Inactive,-1023.0,-394.0,114.0
61.613825798,Inactive,-853.0,-381.0,-35.0
61.6353290081,Inactive,-771.0,-367.0,-175.0
61.6549737453,Inactive,-816.0,-368.0,-211.0
61.6757605076,Inactive,-855.0,-379.0,-154.0
61.6957600117,Inactive,-806.0,-361.0,-142.0
61.7164285183,Inactive,-715.0,-315.0,-113.0
61.736690521199996,Inactive,-623.0,-222.0,-65.0
61.757294178,Inactive,-691.0,-301.0,15.0
61.7782201767,Inactive,-778.0,-420.0,58.0
61.799254894300006,Inactive,-893.0,-524.0,49.0
61.818665027600005,Inactive,-868.0,-538.0,92.0
61.8395678997,Inactive,-869.0,-555.0,145.0
61.8593866825,Inactive,-822.0,-610.0,105.0
61.879932642,Inactive,-707.0,-628.0,63.0
61.901469945900004,Inactive,-658.0,-443.0,6.0
61.9213173389,Inactive,-695.0,-456.0,227.0
61.941926717799994,Inactive,-694.0,-453.0,263.0
61.9621219635,Inactive,-445.0,-450.0,-97.0
61.9824650288,Inactive,-359.0,-436.0,-203.0
62.003365993500005,Inactive,-403.0,-348.0,-175.0
62.0234074593,Inactive,-467.0,-311.0,-35.0
62.0442225933,Inactive,-443.0,-357.0,-39.0
62.065333604799996,Inactive,-379.0,-358.0,-224.0
62.0849404335,Inactive,-386.0,-288.0,-245.0
62.105182409300006,Inactive,-454.0,-238.0,-133.0
62.1255488396,Inactive,-618.0,-214.0,126.0
62.1463568211,Inactive,-672.0,-236.0,97.0
62.1676244736,Inactive,-728.0,-284.0,50.0
62.187466383,Inactive,-714.0,-358.0,38.0
62.2076537609,Inactive,-689.0,-391.0,74.0
62.228062629700005,Inactive,-665.0,-436.0,94.0
62.248898983000004,Inactive,-741.0,-535.0,-46.0
62.27004361149999,Inactive,-863.0,-519.0,31.0
62.2897641659,Inactive,-966.0,-454.0,163.0
62.310656786,Inactive,-919.0,-420.0,-63.0
62.331429004700006,Inactive,-838.0,-476.0,-182.0
62.35132431979999,Inactive,-826.0,-390.0,-138.0
62.3716294765,Inactive,-755.0,-385.0,-98.0
62.3918857574,Inactive,-689.0,-447.0,-95.0
62.412369966499995,Inactive,-841.0,-476.0,-5.0
62.4337041378,Inactive,-930.0,-370.0,55.0
62.453283071499996,Inactive,-1017.0,-249.0,134.0
62.4737899303,Inactive,-1161.0,-308.0,236.0
62.494201660200005,Inactive,-990.0,-555.0,132.0
62.5151104927,Inactive,-516.0,-893.0,-125.0
62.536316633199995,Inactive,156.0,-1099.0,-1085.0
62.5559942722,Inactive,-55.0,-894.0,-1271.0
62.5761985779,Inactive,-599.0,-281.0,-689.0
62.5979814529,Inactive,-571.0,-100.0,-269.0
62.6139032841,Inactive,-578.0,0.0,-30.0
62.6344361305,Inactive,-736.0,-33.0,-151.0
62.653885841400005,Inactive,-873.0,-140.0,-458.0
62.675034761400006,Inactive,-871.0,-374.0,-731.0
62.695355892200006,Inactive,-726.0,-742.0,-642.0
62.71580004689999,Inactive,-941.0,-711.0,-290.0
62.73694157600001,Inactive,-1325.0,-499.0,197.0
62.7563669682,Inactive,-1332.0,-50.0,827.0
62.77789664270001,Inactive,-988.0,14.0,738.0
62.7981278896,Inactive,-727.0,-149.0,481.0
62.817833662,Inactive,-659.0,-660.0,-389.0
62.8386604786,Inactive,-666.0,-857.0,-748.0
62.858715295799996,Inactive,-774.0,-901.0,-832.0
62.8796710968,Inactive,-892.0,-704.0,-621.0
62.900444984399996,Inactive,-948.0,-455.0,-380.0
62.9201512337,Inactive,-894.0,-93.0,-127.0
62.941316843,Inactive,-738.0,-111.0,-179.0
62.961576700200006,Inactive,-590.0,-219.0,-316.0
62.981923580200004,Inactive,-328.0,-659.0,-605.0
63.00306296350001,Inactive,-395.0,-708.0,-621.0
63.022478818900005,Inactive,-704.0,-634.0,-493.0
63.04442143439999,Inactive,-1128.0,-480.0,17.0
63.064218998,Inactive,-1104.0,-309.0,159.0
63.084085226099994,Inactive,-976.0,-10.0,210.0
63.1050269604,Inactive,-883.0,-59.0,84.0
63.1248927116,Inactive,-766.0,-268.0,-102.0
63.14681935310001,Inactive,-635.0,-561.0,-282.0
63.166993141199995,Inactive,-429.0,-884.0,-602.0
63.186443805699994,Inactive,-426.0,-845.0,-675.0
63.2074940205,Inactive,-501.0,-640.0,-516.0
63.2276227474,Inactive,-607.0,-511.0,-407.0
63.247909784300006,Inactive,-697.0,-459.0,-337.0
63.2701985836,Inactive,-829.0,-517.0,-325.0
63.2888970375,Inactive,-868.0,-596.0,-358.0
63.3099229336,Inactive,-820.0,-661.0,-375.0
63.3306150436,Inactive,-1105.0,-513.0,-246.0
63.350258112,Inactive,-1226.0,-525.0,-72.0
63.371144533199995,Inactive,-808.0,-753.0,-185.0
63.391314029700006,Inactive,-573.0,-822.0,-397.0
63.412187814700005,Inactive,-547.0,-759.0,-563.0
63.4324738979,Inactive,-641.0,-615.0,-544.0
63.4527189732,Inactive,-668.0,-563.0,-422.0
63.4736697674,Inactive,-703.0,-516.0,-303.0
63.49402236939999,Inactive,-821.0,-425.0,-113.0
63.51445198060001,Inactive,-877.0,-427.0,-64.0
63.5355372429,Inactive,-871.0,-448.0,-38.0
63.555021762799996,Inactive,-923.0,-398.0,-22.0
63.5766439438,Inactive,-1054.0,-336.0,24.0
63.59714818,Inactive,-1087.0,-429.0,226.0
63.6165957451,Inactive,-983.0,-547.0,268.0
63.6377153397,Inactive,-731.0,-693.0,163.0
63.6573932171,Inactive,-49.0,-785.0,-415.0
63.674574613599994,Inactive,-161.0,-691.0,-591.0
63.6943581104,Inactive,-424.0,-660.0,-503.0
63.7153565884,Inactive,-969.0,-492.0,45.0
63.735919952399996,Inactive,-999.0,-477.0,337.0
63.7559254169,Inactive,-799.0,-489.0,419.0
63.7772736549,Inactive,-370.0,-628.0,-42.0
63.7982940674,Inactive,-375.0,-704.0,-256.0
63.8187909126,Inactive,-487.0,-721.0,-291.0
63.8379738331,Inactive,-738.0,-508.0,211.0
63.858138322799995,Inactive,-753.0,-400.0,489.0
63.8795833588,Inactive,-528.0,-395.0,356.0
63.901014328,Inactive,-433.0,-516.0,155.0
63.924113512,Inactive,-424.0,-680.0,3.0
63.9445040226,Inactive,-616.0,-773.0,-1.0
63.9650697708,Inactive,-743.0,-728.0,138.0
63.985194921499996,Inactive,-726.0,-611.0,299.0
65.4146676064,Inactive,-4556.0,-5630.0,8486.0
65.4362392426,Inactive,-4580.0,-5711.0,10778.0
65.4558124542,Inactive,-4004.0,-5646.0,12036.0
65.47274923319999,Inactive,-2176.0,-5382.0,11125.0
65.49237608909999,Inactive,-287.0,-5340.0,8315.0
65.51296401020001,Inactive,1070.0,-2385.0,1905.0
65.533772707,Inactive,413.0,-470.0,-780.0
65.5541818142,Inactive,464.0,569.0,-2560.0
65.5754477978,Inactive,2353.0,1153.0,-4456.0
65.5953075886,Inactive,4065.0,971.0,-4989.0
65.6155416965,Inactive,5500.0,936.0,-5328.0
65.63673067090001,Inactive,2843.0,2800.0,-4249.0
65.6561980247,Inactive,-2064.0,6048.0,-125.0
65.6773233414,Inactive,-4684.0,5366.0,3894.0
65.6984820366,Inactive,-2348.0,3435.0,6074.0
65.7183330059,Inactive,-636.0,2042.0,3795.0
65.7382442951,Inactive,807.0,1099.0,982.0
65.7588024139,Inactive,1553.0,194.0,-3385.0
65.77908778189999,Inactive,1545.0,-370.0,-4723.0
65.8003966808,Inactive,924.0,-2496.0,-5389.0
65.82012557979999,Inactive,-2115.0,-2048.0,-4771.0
65.8409173489,Inactive,-5088.0,-2103.0,-4319.0
65.8613414764,Inactive,-4819.0,-2855.0,-4650.0
65.8815648556,Inactive,-3347.0,-2696.0,-5194.0
65.902677536,Inactive,-1780.0,-3014.0,-5607.0
65.9231109619,Inactive,-542.0,-3121.0,-3558.0
65.94305777550001,Inactive,-898.0,-2508.0,-1028.0
65.9652869701,Inactive,-868.0,-1489.0,1807.0
65.98388671880001,Inactive,1317.0,1291.0,5791.0
66.0051691532,Inactive,1822.0,1703.0,5971.0
66.0249967575,Inactive,982.0,-172.0,4086.0
66.04589533810001,Inactive,200.0,-1024.0,2910.0
66.0667221546,Inactive,-243.0,-1212.0,2083.0
66.0867424011,Inactive,-647.0,-771.0,1922.0
66.1072311401,Inactive,-1031.0,-658.0,1992.0
66.1272382736,Inactive,-1297.0,-608.0,1920.0
66.14767003060001,Inactive,-935.0,-991.0,28.0
66.1684103012,Inactive,-134.0,-1195.0,-1729.0
66.1893222332,Inactive,1211.0,-1233.0,-3218.0
66.2098650932,Inactive,3958.0,-1413.0,-3467.0
66.2305185795,Inactive,4957.0,-390.0,-1917.0
66.2501637936,Inactive,6223.0,1461.0,588.0
66.2710669041,Inactive,6767.0,5058.0,3570.0
66.29112482069999,Inactive,6462.0,6156.0,4552.0
66.3116266727,Inactive,5354.0,5580.0,4573.0
66.3323926926,Inactive,4607.0,4082.0,4737.0
66.35355114939999,Inactive,3818.0,2614.0,4618.0
66.3730573654,Inactive,2136.0,1435.0,2618.0
66.3936815262,Inactive,1663.0,1654.0,1986.0
66.4139714241,Inactive,1339.0,1769.0,1467.0
66.4351973534,Inactive,960.0,2110.0,76.0
66.4557754993,Inactive,707.0,2361.0,-577.0
66.4754178524,Inactive,518.0,2245.0,-1061.0
66.4969739914,Inactive,564.0,2028.0,-1389.0
66.5163853168,Inactive,640.0,1837.0,-1872.0
66.5381193161,Inactive,695.0,1786.0,-2281.0
66.5574426651,Inactive,505.0,1849.0,-2071.0
66.577865839,Inactive,314.0,1884.0,-1711.0
66.5988137722,Inactive,24.0,1544.0,-1070.0
66.6188673973,Running,-116.0,1087.0,-870.0
66.6401581764,Running,-144.0,629.0,-783.0
66.6598732471,Running,-138.0,457.0,-442.0
66.6802647114,Running,-287.0,654.0,56.0
66.7011933327,Running,-323.0,667.0,1173.0
66.721531868,Running,-201.0,676.0,1399.0
66.7423219681,Running,-106.0,822.0,1386.0
66.7633581161,Running,-46.0,1019.0,1231.0
66.78268408779999,Running,-32.0,1145.0,1064.0
66.8035440445,Running,-62.0,1131.0,951.0
66.8236861229,Running,-384.0,936.0,945.0
66.8448007107,Running,-609.0,619.0,1031.0
66.8653185368,Running,-679.0,327.0,1046.0
66.8855895996,Running,-793.0,482.0,638.0
66.9057393074,Running,-868.0,595.0,451.0
66.92686080930001,Running,-916.0,676.0,241.0
66.9467599392,Running,-954.0,632.0,306.0
66.9674601555,Running,-1043.0,508.0,505.0
66.9873483181,Running,-1111.0,255.0,778.0
67.0086376667,Running,-1045.0,282.0,703.0
67.0299477577,Running,-982.0,396.0,588.0
67.0490469933,Running,-1005.0,663.0,471.0
67.0694580078,Running,-1025.0,698.0,495.0
67.090451479,Running,-1098.0,678.0,605.0
67.1106929779,Running,-1270.0,425.0,827.0
67.1321177483,Running,-1327.0,295.0,802.0
67.1513080597,Running,-1349.0,243.0,673.0
67.1729562283,Running,-1180.0,389.0,454.0
67.1922290325,Running,-1154.0,542.0,574.0
67.2134523392,Running,-1124.0,575.0,1144.0
67.2337543964,Running,-1171.0,510.0,1340.0
67.2498378754,Running,-1233.0,419.0,1396.0
67.2701942921,Running,-1049.0,219.0,896.0
67.2907905579,Running,-902.0,117.0,478.0
67.3110859394,Running,-756.0,-59.0,173.0
67.33259201050001,Running,-607.0,-254.0,260.0
67.3519597054,Running,-630.0,-179.0,685.0
67.3729634285,Running,-618.0,21.0,1152.0
67.3929038048,Running,-361.0,458.0,1484.0
67.4135916233,Running,-94.0,649.0,1231.0
67.4343109131,Running,381.0,921.0,424.0
67.4547519684,Running,544.0,971.0,107.0
67.4750285149,Running,550.0,997.0,-91.0
67.4966497421,Running,307.0,895.0,128.0
67.5157425404,Running,247.0,1014.0,338.0
67.53718805310001,Running,116.0,1073.0,720.0
67.5568394661,Running,22.0,958.0,1418.0
67.5777580738,Running,6.0,875.0,1211.0
67.59854149819999,Running,-69.0,742.0,814.0
67.6184608936,Running,149.0,-162.0,-105.0
67.638958931,Running,351.0,-337.0,-442.0
67.659614563,Running,106.0,-376.0,-278.0
67.6796379089,Running,-1413.0,-435.0,1038.0
67.70084762569999,Running,-2025.0,-815.0,1592.0
67.7209911346,Running,-2432.0,-1205.0,1823.0
67.7413368225,Running,-2650.0,-1188.0,1229.0
67.76211786270001,Running,-2362.0,-973.0,725.0
67.7822906971,Running,-1630.0,-241.0,117.0
67.8037223816,Running,-1587.0,-223.0,309.0
67.8229866028,Running,-1776.0,-459.0,616.0
67.8436324596,Running,-2349.0,-951.0,678.0
67.8640809059,Running,-2682.0,-900.0,469.0
67.88475322720001,Running,-2924.0,-794.0,530.0
67.9050040245,Running,-2774.0,-671.0,567.0
67.9253787994,Running,-2485.0,-793.0,286.0
67.9463543892,Running,-2170.0,-898.0,-58.0
67.9675340652,Running,-2068.0,-889.0,113.0
67.9867479801,Running,-2006.0,-769.0,264.0
68.00749278069999,Running,-1794.0,-301.0,262.0
68.0279319286,Running,-1483.0,-498.0,215.0
68.0485486984,Running,-1231.0,-944.0,148.0
68.0691440105,Running,-963.0,-1631.0,-51.0
68.08922624590001,Running,-754.0,-1304.0,-133.0
68.1104662418,Running,-564.0,-660.0,-28.0
68.130923748,Running,-860.0,528.0,934.0
68.1507804394,Running,-1382.0,925.0,1524.0
68.17142558100001,Running,-1827.0,1101.0,2013.0
68.1916501522,Running,-2028.0,911.0,2283.0
68.2130475044,Running,-1865.0,716.0,2026.0
68.2330999374,Running,-1393.0,208.0,1695.0
68.25295948979999,Running,-1277.0,63.0,1435.0
68.2735962868,Running,-1199.0,-116.0,1078.0
68.2942755222,Running,-878.0,-253.0,378.0
68.31456112859999,Running,-1030.0,-365.0,315.0
68.3326072693,Running,-1313.0,-646.0,599.0
68.3514091969,Running,-1676.0,-1216.0,1013.0
68.3723933697,Running,-1904.0,-1377.0,822.0
68.39227700229999,Running,-2060.0,-1369.0,501.0
68.4134042263,Running,-1926.0,-904.0,-42.0
68.4335484505,Running,-1906.0,-601.0,-108.0
68.453977108,Running,-1936.0,-1228.0,56.0
68.4746098518,Running,-1924.0,-1972.0,257.0
68.49533820149999,Running,-2082.0,-2488.0,572.0
68.5158150196,Running,-2538.0,-2113.0,1088.0
68.53593492510001,Running,-2463.0,-1591.0,977.0
68.556167841,Running,-2251.0,-1105.0,425.0
68.57724905010001,Running,-1986.0,-896.0,-933.0
68.5983412266,Running,-2151.0,-797.0,-1498.0
68.6177711487,Running,-2493.0,-739.0,-1795.0
68.6380767822,Running,-3159.0,-749.0,-1001.0
68.6585257053,Running,-3308.0,-739.0,-286.0
68.67915177350001,Running,-3365.0,-845.0,438.0
68.69990873340001,Running,-3652.0,-915.0,1180.0
68.7199699879,Running,-3590.0,-896.0,1178.0
68.7405207157,Running,-3588.0,-760.0,922.0
68.7611548901,Running,-3743.0,-801.0,821.0
68.78170514109999,Running,-3776.0,-1063.0,850.0
68.8019971848,Running,-3740.0,-1782.0,1374.0
68.8227491379,Running,-4116.0,-1790.0,1837.0
68.8437905312,Running,-4441.0,-1611.0,2470.0
68.8637850285,Running,-3675.0,-307.0,3975.0
68.8842434883,Running,-2084.0,-76.0,4441.0
68.90447807310001,Running,-447.0,30.0,4000.0
68.9247756004,Running,1344.0,460.0,1111.0
68.9498553276,Running,2516.0,3.0,-655.0
68.9702999592,Running,3108.0,-217.0,-3349.0
68.9902682304,Running,2111.0,16.0,-3085.0
69.0114121437,Running,392.0,77.0,-826.0
69.0321388245,Running,-158.0,379.0,4781.0
69.04787278180001,Running,410.0,915.0,6093.0
69.0682461262,Running,1112.0,2368.0,5997.0
69.088653326,Running,1199.0,3659.0,5919.0
69.1094205379,Running,1167.0,4938.0,6461.0
69.13083601,Running,2665.0,4479.0,6795.0
69.1500556469,Running,3644.0,1817.0,5081.0
69.1706397533,Running,4412.0,-1794.0,2908.0
69.1909942627,Running,342.0,-4661.0,-1326.0
69.2116155624,Running,-3213.0,-2294.0,-242.0
69.2332847118,Running,-3816.0,-149.0,981.0
69.2524161339,Running,-2611.0,257.0,-2115.0
69.2732841969,Running,-2575.0,-931.0,-5251.0
69.2933638096,Running,-2769.0,-856.0,-8752.0
69.3138875961,Running,-3587.0,1978.0,-10252.0
69.3348340988,Running,-3123.0,2873.0,-9028.0
69.3550503254,Running,-2241.0,2975.0,-7596.0
69.3754220009,Running,-479.0,767.0,-5620.0
69.3962082863,Running,449.0,-592.0,-4341.0
69.4166271687,Running,2816.0,-3487.0,-2419.0
69.4368879795,Running,3135.0,-3050.0,548.0
69.4571454525,Running,2081.0,-1935.0,4377.0
69.477796793,Running,1407.0,682.0,8458.0
69.4989426136,Running,1664.0,2619.0,9396.0
69.5187649727,Running,2436.0,3353.0,9647.0
69.5393249989,Running,4691.0,2156.0,7612.0
69.559833765,Running,5227.0,1254.0,6238.0
69.580322504,Running,4448.0,661.0,3765.0
69.6010723114,Running,3329.0,1251.0,3221.0
69.6211922169,Running,2487.0,1814.0,2548.0
69.6419186592,Running,1942.0,1217.0,-664.0
69.6626722813,Running,2129.0,551.0,-2416.0
69.6825482845,Running,2798.0,-318.0,-4029.0
69.7044615746,Running,4215.0,-4700.0,-6004.0
69.7233695984,Running,4280.0,-6114.0,-4950.0
69.744931221,Running,3275.0,-5985.0,-2939.0
69.76549267770001,Running,2085.0,-3275.0,-1213.0
69.7849617004,Running,1500.0,1241.0,-586.0
69.805583477,Running,1191.0,4928.0,-645.0
69.8258194923,Inactive,320.0,5600.0,-1607.0
69.8472411633,Inactive,326.0,4550.0,-2943.0
69.868086338,Inactive,904.0,2613.0,-5637.0
69.88735818859999,Inactive,1013.0,1729.0,-6289.0
69.9082262516,Inactive,789.0,1182.0,-6203.0
69.9284188747,Inactive,-269.0,220.0,-3336.0
69.94909691810001,Inactive,-511.0,-1090.0,-1216.0
69.9693882465,Inactive,170.0,-753.0,251.0
69.9896507263,Inactive,1979.0,1381.0,829.0
70.010461092,Inactive,2337.0,1420.0,972.0
70.0314502716,Inactive,2555.0,1469.0,1432.0
70.0511436462,Inactive,3096.0,2303.0,2083.0
70.0718541145,Inactive,3145.0,1726.0,1829.0
70.09213447569999,Inactive,3644.0,-2069.0,1241.0
70.1085734367,Inactive,3927.0,-4056.0,1833.0
70.1297695637,Inactive,5886.0,-3825.0,2951.0
70.14932227130001,Inactive,7457.0,-1778.0,5232.0
70.1701292992,Inactive,6885.0,-2493.0,5733.0
70.1904087067,Inactive,6222.0,-3327.0,5120.0
70.21130275729999,Inactive,6517.0,-3359.0,1351.0
70.2320070267,Inactive,6953.0,-3617.0,538.0
70.252014637,Inactive,6717.0,-4312.0,491.0
70.2726624012,Inactive,6172.0,-4687.0,-58.0
70.29273962970001,Inactive,5992.0,-3627.0,126.0
70.31360077859999,Inactive,5358.0,-2108.0,885.0
70.3343803883,Inactive,3756.0,1550.0,2534.0
70.3546099663,Inactive,3121.0,2677.0,2061.0
70.3751397133,Inactive,2829.0,1934.0,-2124.0
70.3953783512,Inactive,2762.0,1459.0,-4038.0
70.4160850048,Inactive,2507.0,1261.0,-4723.0
70.4368143082,Inactive,2008.0,720.0,-3509.0
70.45672202109999,Inactive,1727.0,536.0,-2437.0
70.4780695438,Inactive,977.0,454.0,-1575.0
70.4986786842,Inactive,59.0,1678.0,-10.0
70.5185053349,Inactive,1269.0,3203.0,1165.0
70.538790226,Inactive,2852.0,4299.0,2180.0
70.5589625835,Inactive,3505.0,2896.0,2120.0
70.579678297,Inactive,2887.0,1286.0,821.0
70.6018719673,Inactive,1558.0,287.0,-1536.0
70.6203565598,Inactive,1037.0,527.0,-1358.0
70.6413602829,Inactive,1163.0,1120.0,-699.0
70.6620461941,Inactive,2402.0,1988.0,1423.0
70.6819751263,Inactive,2530.0,1644.0,1238.0
70.70253014560001,Inactive,2351.0,1311.0,842.0
70.7228927612,Inactive,2132.0,1238.0,383.0
70.7440435886,Inactive,1930.0,1398.0,-109.0
70.76486206050001,Inactive,1939.0,1437.0,-109.0
70.7845413685,Inactive,1793.0,999.0,-164.0
70.8047523499,Inactive,1698.0,812.0,-184.0
70.8252625465,Inactive,1693.0,830.0,-126.0
70.84625506399999,Inactive,1940.0,1258.0,189.0
70.86654615399999,Inactive,2116.0,1406.0,327.0
70.8870658875,Inactive,2116.0,1296.0,192.0
70.907245636,Inactive,1934.0,1180.0,-83.0
70.9277567863,Inactive,1726.0,1049.0,-284.0
70.9481482506,Inactive,1503.0,782.0,-388.0
70.96942377090001,Inactive,1449.0,656.0,-384.0
