index,time,High_level,linear_acc.x,linear_acc.y,linear_acc.z
0,0.0,Inactive,382.0,-382.0,1972.0
1,0.0,Inactive,382.0,-382.0,1972.0
2,0.020985841800000002,Inactive,420.0,-213.0,2028.0
3,0.041613102,Inactive,416.0,-119.0,2060.0
4,0.0614740849,Inactive,333.0,-127.0,2081.0
5,0.0648896694,Inactive,,,
6,0.0820930004,Inactive,299.0,-138.0,2059.0
7,0.10250711439999999,Inactive,239.0,-144.0,2148.0
8,0.1229510307,Inactive,191.0,-92.0,2235.0
9,0.13341903689999998,Inactive,,,
10,0.14510345460000001,Inactive,154.0,13.0,2227.0
11,0.1639251709,Inactive,234.0,67.0,1857.0
12,0.18474507329999998,Inactive,243.0,-46.0,1666.0
13,0.19877481460000002,Inactive,,,
14,0.2073011398,Inactive,247.0,-192.0,1568.0
15,0.2253439426,Inactive,263.0,-391.0,1770.0
16,0.24581575390000002,Inactive,206.0,-459.0,1906.0
17,0.2662117481,Inactive,,,
18,0.2662241459,Inactive,149.0,-505.0,1944.0
19,0.286863327,Inactive,130.0,-491.0,1866.0
20,0.3073000908,Inactive,149.0,-457.0,1825.0
21,0.3276295662,Inactive,142.0,-357.0,1878.0
22,0.33084130289999997,Inactive,,,
23,0.3482956886,Inactive,103.0,-309.0,1917.0
24,0.368799448,Inactive,74.0,-284.0,1956.0
25,0.3890993595,Inactive,68.0,-291.0,1995.0
26,0.3994314671,Inactive,,,
27,0.4098305702,Inactive,85.0,-328.0,2024.0
28,0.4304647446,Inactive,96.0,-372.0,2025.0
29,0.45089244840000003,Inactive,126.0,-419.0,1971.0
30,0.4654893875,Inactive,,,
31,0.4713437557,Inactive,166.0,-411.0,1919.0
32,0.49163293840000005,Inactive,215.0,-399.0,1925.0
33,0.5120267868,Inactive,175.0,-322.0,1912.0
34,0.5291132927000001,Inactive,,,
35,0.5324087143,Inactive,151.0,-296.0,1915.0
36,0.5530898571,Inactive,130.0,-296.0,1908.0
37,0.5738790035,Inactive,134.0,-332.0,1846.0
38,0.5937988758,Inactive,121.0,-336.0,1850.0
39,0.5977780818999999,Inactive,,,
40,0.6195738316,Inactive,68.0,-267.0,1925.0
41,0.6395330429,Inactive,59.0,-213.0,1919.0
42,0.6595170497999999,Inactive,98.0,-186.0,1908.0
43,0.6654450893,Inactive,,,
44,0.6808702945999999,Inactive,243.0,-219.0,1816.0
45,0.700381279,Inactive,291.0,-222.0,1776.0
46,0.7167677879000001,Inactive,376.0,-174.0,1817.0
47,0.7317032814,Inactive,,,
48,0.7378718853,Inactive,440.0,-105.0,1875.0
49,0.7577834129000001,Inactive,493.0,-61.0,1948.0
50,0.7784063816,Inactive,510.0,-28.0,2024.0
51,0.7967941761,Inactive,,,
52,0.7986655235,Inactive,495.0,-49.0,1960.0
53,0.8195562363,Inactive,527.0,-61.0,1903.0
54,0.8403477669,Inactive,628.0,-63.0,1940.0
55,0.8601891993999999,Inactive,656.0,9.0,1979.0
56,0.8648548126000001,Inactive,,,
57,0.8809604645,Inactive,690.0,141.0,2019.0
58,0.9012861252,Inactive,784.0,385.0,2034.0
59,0.9215226173000001,Inactive,718.0,451.0,2072.0
60,0.932505846,Inactive,,,
61,0.9425957203,Inactive,549.0,464.0,2080.0
62,0.9628067017,Inactive,482.0,372.0,1840.0
63,0.9833266734999999,Inactive,549.0,358.0,1737.0
64,0.9931707381999999,Inactive,,,
65,1.0058174133,Inactive,658.0,487.0,1630.0
66,1.0239903927,Inactive,654.0,566.0,1614.0
67,1.0447182655,Inactive,644.0,623.0,1646.0
68,1.0607976913,Inactive,,,
69,1.064925909,Inactive,665.0,703.0,1753.0
70,1.0856852531,Inactive,664.0,743.0,1723.0
71,1.1068480015,Inactive,665.0,823.0,1615.0
72,1.1263225079,Inactive,794.0,1090.0,1463.0
73,1.1295723915,Inactive,,,
74,1.1468808651,Inactive,812.0,1265.0,1434.0
75,1.1673116684,Inactive,798.0,1434.0,1396.0
76,1.1878876686,Inactive,764.0,1552.0,1359.0
77,1.1942048073,Inactive,,,
78,1.2094531059,Inactive,692.0,1671.0,1327.0
79,1.2292058468,Inactive,584.0,1792.0,1184.0
80,1.249424696,Inactive,579.0,1910.0,1116.0
81,1.2592861652,Inactive,,,
82,1.2701332569,Inactive,578.0,2072.0,1086.0
83,1.2903125286,Inactive,620.0,2455.0,1317.0
84,1.3109717369,Inactive,655.0,2656.0,1681.0
85,1.3281824589,Inactive,,,
86,1.33116436,Inactive,628.0,2841.0,2246.0
87,1.3518896103,Inactive,-133.0,3008.0,3810.0
88,1.3729755878,Inactive,-625.0,2967.0,4657.0
89,1.3918869495,Inactive,,,
90,1.3926002978999998,Inactive,-851.0,2797.0,5278.0
91,1.4130530357,Inactive,-1077.0,1843.0,4728.0
92,1.433743,Inactive,-1070.0,1167.0,3806.0
93,1.4541707038999998,Inactive,-983.0,658.0,3066.0
94,1.4607009888,Inactive,,,
95,1.4760296345,Inactive,-1114.0,-90.0,1416.0
96,1.4955220222,Inactive,-1174.0,-323.0,256.0
97,1.515519619,Running,-967.0,-186.0,-1248.0
98,1.5315632819999998,Running,,,
99,1.5365529059999998,Running,-799.0,-331.0,-1608.0
100,1.5565996169999998,Running,-404.0,-649.0,-1559.0
101,1.5771725178,Running,225.0,-1040.0,-1045.0
102,1.5973343849000001,Running,1603.0,-1942.0,732.0
103,1.5987589359,Running,,,
104,1.6178774834,Running,1991.0,-2234.0,1518.0
105,1.6397204399,Running,2236.0,-2075.0,2135.0
106,1.6588850021000001,Running,2104.0,-1698.0,1982.0
107,1.6644458771000001,Running,,,
108,1.6802663803,Running,1833.0,-1344.0,1654.0
109,1.6997575759999999,Running,1332.0,-239.0,1710.0
110,1.7203822136000002,Running,1009.0,467.0,2191.0
111,1.7304964066,Running,,,
112,1.7421972752000001,Running,412.0,1510.0,2847.0
113,1.7615654469,Running,309.0,1760.0,3075.0
114,1.7817866802000002,Running,314.0,1850.0,3544.0
115,1.7980344296000002,Running,669.0,1473.0,4606.0
116,1.7988660336000002,Running,,,
117,1.81919837,Running,915.0,1191.0,4689.0
118,1.8398265838999999,Running,1124.0,916.0,4290.0
119,1.8594942093,Running,1431.0,665.0,3048.0
120,1.8647792338999998,Running,,,
121,1.8801705837,Running,1555.0,656.0,2514.0
122,1.9004633427000002,Running,1482.0,593.0,1831.0
123,1.9210941791999998,Running,1181.0,549.0,772.0
124,1.9297914505000002,Running,,,
125,1.94190979,Running,-120.0,280.0,-2256.0
126,1.9623658656999998,Running,-992.0,0.0,-3456.0
127,1.9829013348,Running,-2067.0,-139.0,-2489.0
128,1.9973592758,Running,,,
129,2.0029349327,Running,-2298.0,157.0,-352.0
130,2.0234065056,Running,-1963.0,68.0,3108.0
131,2.0440533161000003,Running,-1551.0,-483.0,3922.0
132,2.0644547939,Running,-1056.0,-995.0,4109.0
133,2.0711870193,Running,,,
134,2.0861990452000003,Running,-356.0,-782.0,3557.0
135,2.1068460941,Running,-369.0,-456.0,3407.0
136,2.1258251667,Running,-653.0,-207.0,3503.0
137,2.1366987228,Running,,,
138,2.146396637,Running,-1331.0,-149.0,4108.0
139,2.1667199135,Running,-1706.0,-342.0,4063.0
140,2.1871790886,Running,-1838.0,-446.0,3689.0
141,2.2051258087,Running,,,
142,2.2081360816999998,Running,-1245.0,-46.0,2880.0
143,2.22874856,Running,-633.0,93.0,2438.0
144,2.2495822906,Running,-339.0,-139.0,1245.0
145,2.2566628456,Running,,,
146,2.2690722942,Running,38.0,-596.0,-2813.0
147,2.2896411419,Running,520.0,-227.0,-4754.0
148,2.3115170002000003,Running,,,
149,2.3116819859,Running,2298.0,323.0,-7598.0
150,2.3307564259,Running,2813.0,-164.0,-8254.0
151,2.3509998322,Running,2849.0,-765.0,-6178.0
152,2.3703112602000003,Running,,,
153,2.3725552559,Running,-724.0,-3510.0,2614.0
154,2.3920602798,Running,-2394.0,-4318.0,4401.0
155,2.4126768112,Running,-2034.0,-4510.0,4189.0
156,2.4329502583,Running,-379.0,-3318.0,3382.0
157,2.4342803955,Running,,,
158,2.4537556171,Running,-81.0,-3007.0,4098.0
159,2.4742164612,Running,-201.0,-3142.0,4938.0
160,2.4944021702000003,Running,-336.0,-3615.0,5051.0
161,2.49796772,Running,,,
162,2.514919281,Running,-444.0,-3006.0,4148.0
163,2.5356061459,Running,-599.0,-1323.0,2115.0
164,2.5558292866,Running,-266.0,-1052.0,1388.0
165,2.5562357903,Running,,,
166,2.5777821541,Running,474.0,-1048.0,983.0
167,2.5967009068,Running,1540.0,-854.0,845.0
168,2.6144006252,Running,,,
169,2.6177854538,Running,1434.0,-562.0,385.0
170,2.6384308337999998,Running,1132.0,-353.0,-415.0
171,2.6582708359000002,Running,757.0,-510.0,-1765.0
172,2.6787745953,Running,666.0,-638.0,-1947.0
173,2.6789402962,Running,,,
174,2.699131012,Running,204.0,-725.0,-1789.0
175,2.7200703621,Running,-2253.0,-1623.0,15.0
176,2.7397794724,Running,,,
177,2.7406177521,Running,-3617.0,-2560.0,1191.0
178,2.7609617710000003,Running,-4388.0,-4365.0,3483.0
179,2.7813553810000005,Running,-4023.0,-4799.0,4487.0
180,2.7831244469,Running,,,
181,2.8015365600999997,Running,-3554.0,-4815.0,5003.0
182,2.822067976,Running,-2348.0,-4029.0,4278.0
183,2.8399720192,Running,,,
184,2.8435382843,Running,-1929.0,-3473.0,3595.0
185,2.863035202,Running,-1665.0,-2931.0,3006.0
186,2.8799071312,Running,-1274.0,-1993.0,2217.0
187,2.8829009532999996,Running,,,
188,2.8998286724,Running,-1129.0,-1639.0,1953.0
189,2.9208109379000002,Running,-975.0,-1398.0,1776.0
190,2.9414811133999996,Running,,,
191,2.9424567223,Running,-481.0,-1177.0,1467.0
192,2.9613940716000005,Running,-169.0,-1153.0,1179.0
193,2.9812245369,Running,,,
194,2.9818711281,Running,109.0,-1104.0,882.0
195,3.0021853447000004,Running,427.0,-840.0,266.0
196,3.0227813721,Running,434.0,-851.0,13.0
197,3.0401620864999996,Running,,,
198,3.0441880225999998,Running,291.0,-887.0,-155.0
199,3.0638279914999997,Running,273.0,-789.0,154.0
200,3.0817093849,Running,,,
201,3.0853133201999996,Running,273.0,-804.0,547.0
202,3.1063978672,Running,4.0,-1059.0,1461.0
203,3.1293518543000003,Running,-97.0,-1177.0,1811.0
204,3.1410396099,Running,,,
205,3.1504094601,Running,-212.0,-1019.0,1870.0
206,3.1707131863,Running,-132.0,-1030.0,1595.0
207,3.1871800423,Running,,,
208,3.1911611557,Running,19.0,-1128.0,1353.0
209,3.2112164497,Running,163.0,-1239.0,1216.0
210,3.2317569256,Running,370.0,-1398.0,1229.0
211,3.2405369282,Running,,,
212,3.2527952194,Running,469.0,-1521.0,1424.0
213,3.2739617825,Running,588.0,-1719.0,1628.0
214,3.2867500782,Running,,,
215,3.2931027412000002,Running,634.0,-1735.0,1535.0
216,3.3145332336,Inactive,660.0,-1667.0,1409.0
217,3.3340542316,Inactive,713.0,-1432.0,1178.0
218,3.3415591717,Inactive,,,
219,3.3552215099000002,Inactive,691.0,-1345.0,1100.0
220,3.3758487700999997,Inactive,465.0,-1389.0,1058.0
221,3.3859424591000002,Inactive,,,
222,3.3954670429,Inactive,355.0,-1466.0,1050.0
223,3.4168353081,Inactive,230.0,-1532.0,1005.0
224,3.4376428126999996,Inactive,74.0,-1689.0,896.0
225,3.4411821364999997,Inactive,,,
226,3.4584946631999998,Inactive,102.0,-1806.0,851.0
227,3.4776244164,Inactive,183.0,-1908.0,839.0
228,3.484133482,Inactive,,,
229,3.4977958202,Inactive,366.0,-1856.0,922.0
230,3.5194149017000003,Inactive,424.0,-1721.0,970.0
231,3.5395619869,Inactive,463.0,-1544.0,964.0
232,3.5428190231,Inactive,,,
233,3.5597326756,Inactive,560.0,-1424.0,876.0
234,3.58010602,Inactive,592.0,-1479.0,896.0
235,3.5850098132999997,Inactive,,,
236,3.5961468219999997,Inactive,583.0,-1547.0,997.0
237,3.6179318427999996,Inactive,523.0,-1671.0,1282.0
238,3.6382668018,Inactive,513.0,-1609.0,1399.0
239,3.6414825916000004,Inactive,,,
240,3.6581399441,Inactive,610.0,-1287.0,1451.0
241,3.678645134,Inactive,687.0,-1206.0,1429.0
242,3.6868414879,Inactive,,,
243,3.6985485554000004,Inactive,753.0,-1193.0,1411.0
244,3.7195751667000003,Inactive,814.0,-1358.0,1403.0
245,3.7403819561000002,Inactive,811.0,-1501.0,1438.0
246,3.7413008213,Inactive,,,
247,3.7603530883999996,Inactive,790.0,-1680.0,1482.0
248,3.7808537482999998,Inactive,667.0,-1931.0,1543.0
249,3.7832131386000003,Inactive,,,
250,3.8009660244,Inactive,586.0,-1976.0,1541.0
251,3.8215954304000004,Inactive,469.0,-1971.0,1478.0
252,3.8420269489,Inactive,,,
253,3.8422820568000002,Inactive,202.0,-2013.0,1290.0
254,3.8625106812,Inactive,79.0,-2013.0,1222.0
255,3.8829796314,Inactive,-4.0,-1959.0,1141.0
256,3.8835413456,Inactive,,,
257,3.9039754868000003,Inactive,9.0,-1919.0,1055.0
258,3.923879385,Inactive,13.0,-1841.0,966.0
259,3.9418752193,Inactive,,,
260,3.9445590973,Inactive,-94.0,-1710.0,855.0
261,3.9648797512000002,Inactive,-158.0,-1664.0,833.0
262,3.9820768833,Inactive,,,
263,3.9853649139,Inactive,-194.0,-1595.0,847.0
264,4.0065758227999995,Inactive,-183.0,-1476.0,875.0
265,4.0264475346,Inactive,-42.0,-1260.0,1098.0
266,4.0395927429,Inactive,,,
267,4.0468027592,Inactive,-41.0,-1214.0,1260.0
268,4.0672967434,Inactive,-59.0,-1339.0,1277.0
269,4.0809876919,Inactive,,,
270,4.0876471996,Inactive,14.0,-1385.0,1111.0
271,4.1094112396,Inactive,180.0,-1361.0,925.0
272,4.1287088394,Inactive,432.0,-1261.0,785.0
273,4.1401793957,Inactive,,,
274,4.1491811275,Inactive,770.0,-994.0,746.0
275,4.1699156761000005,Inactive,711.0,-849.0,1183.0
276,4.1819972992,Inactive,,,
277,4.1901156902,Inactive,585.0,-843.0,1526.0
278,4.2110478877999995,Inactive,486.0,-839.0,1859.0
279,4.2311079502,Inactive,494.0,-918.0,2085.0
280,4.2404570580000005,Inactive,,,
281,4.2519080639,Inactive,621.0,-981.0,1995.0
282,4.2729203701,Inactive,780.0,-1038.0,1855.0
283,4.2833981514,Inactive,,,
284,4.2924551964,Inactive,906.0,-1015.0,1634.0
285,4.3135304451,Inactive,907.0,-955.0,1563.0
286,4.3334314823,Inactive,892.0,-932.0,1549.0
287,4.3419642448,Inactive,,,
288,4.354552269,Inactive,838.0,-950.0,1569.0
289,4.3751952648,Inactive,730.0,-972.0,1551.0
290,4.3902552128,Inactive,,,
291,4.3948585987,Inactive,685.0,-955.0,1446.0
292,4.4153738022,Inactive,583.0,-956.0,1116.0
293,4.436270475400001,Inactive,521.0,-947.0,966.0
294,4.4455988407,Inactive,,,
295,4.457472086,Inactive,318.0,-1009.0,838.0
296,4.4774518013,Inactive,145.0,-1081.0,883.0
297,4.4919924736,Inactive,,,
298,4.4972219467,Inactive,-37.0,-1139.0,968.0
299,4.5179362297,Inactive,-272.0,-1150.0,1058.0
300,4.5395686626,Inactive,-230.0,-1150.0,1052.0
301,4.5449638367,Inactive,,,
302,4.5594537258,Inactive,-128.0,-1134.0,1039.0
303,4.5794785023,Inactive,-39.0,-1240.0,1066.0
304,4.5829508305,Inactive,,,
305,4.5995807648,Inactive,-123.0,-1356.0,1105.0
306,4.6207404137,Inactive,-229.0,-1464.0,1069.0
307,4.6413607597,Inactive,,,
308,4.641377449,Inactive,-255.0,-1469.0,972.0
309,4.6577045918,Inactive,-147.0,-1429.0,912.0
310,4.6780438423,Inactive,73.0,-1464.0,855.0
311,4.6798875332,Inactive,,,
312,4.697976350799999,Inactive,81.0,-1525.0,955.0
313,4.719469070400001,Inactive,11.0,-1617.0,1139.0
314,4.7398500443,Inactive,,,
315,4.7414298058,Inactive,-112.0,-1788.0,1498.0
316,4.7601959705,Inactive,-129.0,-1824.0,1566.0
317,4.7802891731,Inactive,-128.0,-1854.0,1560.0
318,4.7814524174,Inactive,,,
319,4.8003201485,Inactive,-141.0,-1891.0,1524.0
320,4.8216207027,Inactive,-164.0,-1957.0,1499.0
321,4.8404598236,Inactive,,,
322,4.8418524265,Inactive,-206.0,-2034.0,1486.0
323,4.8622603416,Inactive,-333.0,-2142.0,1353.0
324,4.8825998306,Inactive,-378.0,-2094.0,1184.0
325,4.8860828876,Inactive,,,
326,4.9028778075999995,Inactive,-391.0,-1990.0,1024.0
327,4.9234666824,Inactive,-375.0,-1823.0,977.0
328,4.9416868687,Inactive,,,
329,4.9438171387,Inactive,-398.0,-1774.0,1100.0
330,4.9644532204,Inactive,-573.0,-1785.0,1345.0
331,4.9850552082,Inactive,-649.0,-1766.0,1376.0
332,4.9877185822,Inactive,,,
333,5.0062265396,Inactive,-661.0,-1733.0,1345.0
334,5.0256857872000005,Inactive,-575.0,-1663.0,1247.0
335,5.0422980785,Inactive,,,
336,5.0461058617,Inactive,-555.0,-1646.0,1213.0
337,5.0666661263,Inactive,-570.0,-1663.0,1188.0
338,5.087136507,Inactive,-706.0,-1706.0,1113.0
339,5.0905511379,Inactive,,,
340,5.1082997322,Inactive,-755.0,-1704.0,1063.0
341,5.1280469894,Inactive,-765.0,-1684.0,1056.0
342,5.1455945969,Inactive,,,
343,5.1490800381,Inactive,-782.0,-1494.0,1405.0
344,5.1689548492,Inactive,-787.0,-1339.0,1667.0
345,5.1896133423,Inactive,-777.0,-1350.0,1406.0
346,5.2087335587,Inactive,,,
347,5.2099497318,Inactive,-723.0,-1289.0,1127.0
348,5.2305276394,Inactive,-573.0,-1214.0,942.0
349,5.251776695299999,Inactive,-20.0,-1110.0,1023.0
350,5.2562577724,Inactive,,,
351,5.272580862,Inactive,290.0,-969.0,1111.0
352,5.2919807434,Inactive,510.0,-793.0,1101.0
353,5.3104555607,Inactive,,,
354,5.3126177788,Inactive,420.0,-550.0,976.0
355,5.3331184387,Inactive,295.0,-553.0,918.0
356,5.353205204,Inactive,,,
357,5.3533055782,Inactive,223.0,-650.0,884.0
358,5.3745021820000005,Inactive,-40.0,-921.0,878.0
359,5.394306898099999,Inactive,-239.0,-1077.0,948.0
360,5.4087383747,Inactive,,,
361,5.4150059223,Inactive,-444.0,-1219.0,1108.0
362,5.43531394,Inactive,-738.0,-1185.0,1450.0
363,5.4536581039,Inactive,,,
364,5.4562194347,Inactive,-678.0,-1012.0,1577.0
365,5.4772775173,Inactive,-364.0,-831.0,1651.0
366,5.4966745377,Inactive,-224.0,-851.0,1585.0
367,5.509497880900001,Inactive,,,
368,5.5174081326,Inactive,-147.0,-910.0,1494.0
369,5.5387570858,Inactive,-173.0,-983.0,1390.0
370,5.5563211441,Inactive,,,
371,5.5580461025,Inactive,-375.0,-1128.0,1225.0
372,5.578685045199999,Inactive,-502.0,-1230.0,1134.0
373,5.5991253853,Inactive,-768.0,-1525.0,822.0
374,5.607811689400001,Inactive,,,
375,5.620860576599999,Inactive,-925.0,-1671.0,588.0
376,5.6404378414,Inactive,-1204.0,-1916.0,465.0
377,5.6585628986000005,Inactive,,,
378,5.6605184078,Inactive,-1322.0,-1889.0,676.0
379,5.6810698509,Inactive,-1394.0,-1767.0,970.0
380,5.701661586799999,Inactive,-1600.0,-1565.0,1496.0
381,5.7135667801,Inactive,,,
382,5.7229604721000005,Inactive,-1791.0,-1514.0,1596.0
383,5.743240356399999,Inactive,-1973.0,-1536.0,1538.0
384,5.763007640800001,Inactive,-1979.0,-1735.0,1256.0
385,5.774306535700001,Inactive,,,
386,5.7834272385,Inactive,-1831.0,-1848.0,1161.0
387,5.8049435616,Inactive,-1671.0,-1897.0,1123.0
388,5.821059465399999,Inactive,,,
389,5.8243231773,Inactive,-1717.0,-1874.0,1075.0
390,5.8450844288,Inactive,-1817.0,-1862.0,1032.0
391,5.8653957844,Inactive,-2060.0,-1930.0,994.0
392,5.8743028641,Inactive,,,
393,5.886394500700001,Inactive,-2168.0,-1980.0,974.0
394,5.9070749283,Inactive,-2280.0,-2028.0,952.0
395,5.9209368229,Inactive,,,
396,5.9267172813,Inactive,-2522.0,-1967.0,863.0
397,5.947695016900001,Inactive,-2660.0,-1927.0,801.0
398,5.9679045677,Inactive,-2788.0,-1930.0,762.0
399,5.975191831599999,Inactive,,,
400,5.9885413647000005,Inactive,-2864.0,-2083.0,785.0
401,6.009781599,Inactive,-2852.0,-2119.0,743.0
402,6.022275209400001,Inactive,,,
403,6.0297925472000005,Inactive,-2868.0,-2066.0,572.0
404,6.050229311,Inactive,-2768.0,-1935.0,198.0
405,6.0707559586,Inactive,-2545.0,-1850.0,362.0
406,6.074960947,Inactive,,,
407,6.090966463099999,Inactive,-1620.0,-936.0,1445.0
408,6.1111683846,Inactive,-1357.0,-333.0,1862.0
409,6.1210463047,Inactive,,,
410,6.1314888,Inactive,-1195.0,-250.0,1626.0
411,6.1526267529,Inactive,32.0,-338.0,1006.0
412,6.173049688300001,Inactive,740.0,-333.0,1522.0
413,6.1746175289,Inactive,,,
414,6.1932992935,Inactive,1120.0,-437.0,2339.0
415,6.2139658928,Inactive,820.0,-855.0,3920.0
416,6.2205209732,Inactive,,,
417,6.2339167595000005,Inactive,345.0,-940.0,4257.0
418,6.2546703814999995,Inactive,49.0,-919.0,4068.0
419,6.2757158279,Inactive,,,
420,6.2759628296,Inactive,-9.0,-1046.0,3643.0
421,6.295814991,Inactive,226.0,-1415.0,3256.0
422,6.3163268566,Inactive,994.0,-1928.0,2661.0
423,6.323148965800001,Inactive,,,
424,6.3370096684,Inactive,1037.0,-2076.0,2439.0
425,6.3567886353,Inactive,789.0,-2254.0,2231.0
426,6.3750269413,Inactive,,,
427,6.3777303696,Inactive,135.0,-2256.0,1527.0
428,6.398487329500001,Inactive,-76.0,-2142.0,962.0
429,6.4184522629,Inactive,-192.0,-2035.0,394.0
430,6.4253485203,Inactive,,,
431,6.4394271374,Inactive,-216.0,-2040.0,-43.0
432,6.455583334,Inactive,-150.0,-2350.0,-511.0
433,6.4767634869,Inactive,-140.0,-2547.0,-607.0
434,6.4798400402,Inactive,,,
435,6.495991706799999,Inactive,-215.0,-2574.0,-614.0
436,6.5179936886,Inactive,-328.0,-2507.0,-444.0
437,6.5381455421000005,Inactive,-455.0,-2490.0,-162.0
438,6.5420587063,Inactive,,,
439,6.5576097964999995,Inactive,-570.0,-2541.0,619.0
440,6.5782659053999994,Inactive,-596.0,-2500.0,1016.0
441,6.5832445621,Inactive,,,
442,6.5983662605,Inactive,-699.0,-2282.0,1669.0
443,6.619408369099999,Inactive,-752.0,-2119.0,1942.0
444,6.6400504112,Inactive,-890.0,-1889.0,2250.0
445,6.6420009136000004,Inactive,,,
446,6.6604347229,Inactive,-1646.0,-1452.0,3873.0
447,6.6808791161,Inactive,-1955.0,-903.0,5210.0
448,6.6876089573,Inactive,,,
449,6.7008051872,Inactive,-1791.0,95.0,6259.0
450,6.7219023705,Inactive,-809.0,2172.0,5793.0
451,6.7419643402,Inactive,-703.0,2678.0,4799.0
452,6.7423303127,Inactive,,,
453,6.7627084255,Inactive,-964.0,2735.0,3725.0
454,6.7820866108,Inactive,,,
455,6.7835960388,Inactive,-1732.0,2356.0,2651.0
456,6.803956985499999,Inactive,-1823.0,2193.0,2402.0
457,6.823845863300001,Inactive,-1423.0,1498.0,2076.0
458,6.842822551699999,Inactive,,,
459,6.8441741466999995,Inactive,-1167.0,1061.0,1918.0
460,6.8647909164,Inactive,-975.0,671.0,1724.0
461,6.8855724335,Inactive,-763.0,209.0,828.0
462,6.8903012276,Inactive,,,
463,6.9067258835,Inactive,-753.0,-77.0,187.0
464,6.9261636734000005,Inactive,-830.0,-403.0,-518.0
465,6.942703247100001,Inactive,,,
466,6.9467053413,Inactive,-1231.0,-853.0,-1877.0
467,6.9671370983,Inactive,-1408.0,-972.0,-2444.0
468,6.988528013200001,Inactive,-1487.0,-1015.0,-2848.0
469,6.991007327999999,Inactive,,,
470,7.0083036423000005,Walking,-1443.0,-1046.0,-2987.0
471,7.0286099911,Walking,-1168.0,-1150.0,-2369.0
472,7.045311689400001,Walking,,,
473,7.0490915775,Walking,-1036.0,-1237.0,-1801.0
474,7.069681406,Walking,-916.0,-1425.0,-590.0
475,7.0901093483,Walking,-973.0,-1418.0,-110.0
476,7.110092878300001,Walking,,,
477,7.1110613346000004,Walking,-1072.0,-1370.0,223.0
478,7.1309914589,Walking,-1539.0,-1271.0,625.0
479,7.146944284400001,Walking,,,
480,7.1518647671,Walking,-1893.0,-1143.0,884.0
481,7.173223495499999,Walking,-2865.0,-799.0,1859.0
482,7.192445993400001,Walking,-3349.0,-631.0,2586.0
483,7.2092452049,Walking,,,
484,7.2129602432,Walking,-3601.0,-591.0,3158.0
485,7.233358383200001,Walking,-3232.0,-786.0,3823.0
486,7.2538659573,Walking,-2780.0,-428.0,4543.0
487,7.2562880515999995,Walking,,,
488,7.2748663425,Walking,-2366.0,407.0,5267.0
489,7.2948372364,Walking,-763.0,2199.0,4140.0
490,7.3122677803,Walking,,,
491,7.3153128624,Walking,772.0,2551.0,2874.0
492,7.3360509872,Walking,2145.0,2753.0,2258.0
493,7.3562760353,Walking,3480.0,2530.0,2625.0
494,7.359847783999999,Walking,,,
495,7.3766644001,Walking,3069.0,2596.0,3403.0
496,7.3972425461,Walking,855.0,2654.0,4137.0
497,7.4144229889,Walking,,,
498,7.4180486201999996,Walking,-26.0,2306.0,3604.0
499,7.4392507076,Walking,-409.0,1738.0,2793.0
500,7.4586277008,Walking,-417.0,1059.0,1907.0
501,7.475875139199999,Walking,,,
502,7.479152441,Walking,152.0,-209.0,171.0
503,7.4996201992,Walking,435.0,-777.0,-526.0
504,7.5202493668,Walking,855.0,-1400.0,-1531.0
505,7.524891138099999,Walking,,,
506,7.5371909142,Walking,894.0,-1480.0,-1853.0
507,7.5572280884000005,Walking,936.0,-1439.0,-2002.0
508,7.5780990124,Walking,1324.0,-1115.0,-1536.0
509,7.5782475471,Walking,,,
510,7.5983374119,Walking,1591.0,-908.0,-948.0
511,7.6190500259,Walking,1768.0,-738.0,-272.0
512,7.6303565502,Walking,,,
513,7.6395046711,Walking,1897.0,-426.0,971.0
514,7.6593885422,Walking,1924.0,-385.0,1394.0
515,7.6801462173,Walking,1915.0,-510.0,1722.0
516,7.6939864159,Walking,,,
517,7.7002387047,Walking,1961.0,-623.0,2078.0
518,7.721362114,Walking,2154.0,-496.0,2105.0
519,7.7425849438,Walking,2719.0,306.0,2721.0
520,7.7450425625,Walking,,,
521,7.7617051601,Walking,2615.0,706.0,3423.0
522,7.7828233242,Walking,2081.0,662.0,4099.0
523,7.803124189400001,Walking,431.0,743.0,5117.0
524,7.8100535870000005,Walking,,,
525,7.824239254,Walking,333.0,1574.0,5088.0
526,7.8440225124000005,Walking,449.0,2796.0,4915.0
527,7.849964141799999,Walking,,,
528,7.8641130924,Walking,1936.0,5024.0,3549.0
529,7.885177612300001,Walking,1813.0,5094.0,1998.0
530,7.9061050415,Walking,397.0,4621.0,664.0
531,7.9066097736000005,Walking,,,
532,7.9260551929,Walking,-235.0,4188.0,1211.0
533,7.9467406273000005,Walking,-156.0,3831.0,2096.0
534,7.9541592598,Walking,,,
535,7.966468811,Walking,383.0,3215.0,2508.0
536,7.9876019954999995,Walking,519.0,3041.0,2118.0
537,8.0061626434,Walking,,,
538,8.0079853535,Walking,626.0,2832.0,1476.0
539,8.0279991627,Walking,858.0,2420.0,153.0
540,8.046677351,Walking,,,
541,8.0485374928,Walking,914.0,2284.0,-244.0
542,8.0689330101,Walking,1004.0,2202.0,-454.0
543,8.0806879997,Walking,,,
544,8.0893499851,Walking,1047.0,2332.0,-479.0
