time,Control,High_level,Expectation,Activity,robogame/imu_state.linear_acc.x,robogame/imu_state.linear_acc.y,robogame/imu_state.linear_acc.z,robogame/imu_state.gyro.z,robogame/imu_state.gyro.x,robogame/imu_state.gyro.y,/kinect_features/.ci,/kinect_features/.distance,/kinect_features/.proximity
0,Very high,Blocking,Very high,Very high,1746,-633,3762,-43,-19,-26,0.228244856,0.5563083887,0.8763759136
0,Very high,Blocking,Very high,Very high,1746,-633,3762,-43,-19,-26,0.228244856,0.5563083887,0.8763759136
0.020493269,Very high,Blocking,Very high,Very high,686,-669,2086,-36,-9,-46,,,
0.0405602455,Very high,Blocking,Very high,Very high,514,-753,1698,-32,-5,-49,,,
0.06138134,Very high,Blocking,Very high,Very high,561,-828,1491,-28,-1,-49,,,
0.0730721951,Very high,Blocking,Very high,Very high,,,,,,,0.2416340858,0.524998188,0.8833337426
0.0821425915,Very high,Blocking,Very high,Very high,733,-1039,1313,-23,7,-38,,,
0.1021542549,Very high,Blocking,Very high,Very high,818,-1131,1295,-20,11,-32,,,
0.1230785847,Very high,Blocking,Very high,Very high,872,-1068,1344,-17,13,-28,,,
0.1400837898,Very high,Blocking,Very high,Very high,,,,,,,0.3462726176,0.5255744457,0.8832056522
0.1427588463,Very high,Blocking,Very high,Very high,877,-754,1559,-15,15,-29,,,
0.1675083637,Very high,Blocking,Very high,Very high,1007,-262,1920,-12,14,-32,,,
0.1847343445,Very high,Blocking,Very high,Very high,1738,512,2464,-9,2,-29,,,
0.2042236328,Very high,Blocking,Very high,Very high,2096,640,2400,-10,-2,-21,,,
0.2076816559,Very high,Blocking,Very high,Very high,,,,,,,0.4004083574,0.5165948868,0.8852011561
0.2249245644,Very high,Blocking,Very high,Very high,2293,648,2151,-10,-3,-13,,,
0.2455794811,Very high,Blocking,Very high,Very high,2265,542,1710,-9,-1,-4,,,
0.265758276,Very high,Blocking,Very high,Very high,2183,502,1604,-8,-1,-3,,,
0.2774534225,Very high,Blocking,Very high,Very high,,,,,,,0.4004083574,0,1
0.2868549824,Very high,Blocking,Very high,Very high,1769,322,1367,-4,1,0,,,
0.3065237999,Very high,Blocking,Very high,Very high,1517,327,1376,-1,0,2,,,
0.327334404,Very high,Blocking,Very high,Very high,1327,379,1472,1,-4,6,,,
0.336751461,Very high,Blocking,Very high,Very high,,,,,,,0.4004083574,0,1
0.348626852,Very high,Blocking,Very high,Very high,1169,702,1568,4,-12,12,,,
0.3685307503,Very high,Blocking,Very high,Very high,1199,887,1522,6,-11,11,,,
0.3898556232,Very high,Blocking,Very high,Very high,1341,975,1528,8,-12,10,,,
0.3960199356,Very high,Blocking,Very high,Very high,,,,,,,0.4004083574,0.0954613835,0.9787863493
0.4095826149,Very high,Blocking,Very high,Very high,1802,742,1509,9,-17,17,,,
0.4301717281,Very high,Blocking,Very high,Very high,1857,478,1338,8,-16,25,,,
0.4516289234,Very high,Blocking,Very high,Very high,1814,187,1207,8,-12,30,,,
0.4573333263,Very high,Blocking,Very high,Very high,,,,,,,0.4004083574,0,1
0.4703617096,Very high,Blocking,Very high,Very high,1504,15,1707,7,3,32,,,
0.4909780025,Very high,Blocking,Very high,Very high,1178,-132,2161,7,15,35,,,
0.5115735531,Very high,Blocking,Very high,Very high,392,-93,2403,1,23,36,,,
0.5200130939,Very high,Blocking,Very high,Very high,,,,,,,0.4004083574,0,1
0.5328245163,Very high,Blocking,Very high,Very high,-2727,413,3611,3,8,24,,,
0.5529356003,Very high,Blocking,Very high,Very high,-3512,877,3245,11,7,20,,,
