time,Control,High_level,Expectation,Activity,robogame/imu_state.linear_acc.x,robogame/imu_state.linear_acc.y,robogame/imu_state.linear_acc.z,robogame/imu_state.gyro.z,robogame/imu_state.gyro.x,robogame/imu_state.gyro.y,/kinect_features/.ci,/kinect_features/.distance,/kinect_features/.proximity
0,Very High,Transient,Very High,Very High,-717,-1418,4180,-8,-19,16,0.4734793603,0.7959692478,0.8231179714
0,Very High,Transient,Very High,Very High,-717,-1418,4180,-8,-19,16,0.4734793603,0.7959692478,0.8231179714
0.0205864906,Very High,Transient,Very High,Very High,226,-1719,3679,-13,-16,16,,,
0.0417554379,Very High,Transient,Very High,Very High,572,-2380,2752,-21,-25,8,,,
0.0615534782,Very High,Transient,Very High,Very High,62,-2412,3072,-25,-21,1,,,
0.0672791004,Very High,Transient,Very High,Very High,,,,,,,0.4465123415,0.7862337232,0.8252813816
0.0839381218,Very High,Transient,Very High,Very High,-689,-2164,3874,-30,-20,0,,,
0.1023306847,Very High,Transient,Very High,Very High,-1444,-1635,3865,-47,-13,-7,,,
0.1228477955,Very High,Transient,Very High,Very High,-1028,-761,3635,-48,-9,-15,,,
0.1353161335,Very High,Transient,Very High,Very High,,,,,,,0.4390419126,0.7745643258,0.8278746009
0.1433603764,Very High,Transient,Very High,Very High,-409,660,4102,-46,-11,-14,,,
0.1650989056,Very High,Transient,Very High,Very High,-117,4029,5756,-35,-19,-4,,,
0.184568882,Very High,Transient,Very High,Very High,-203,4545,5091,-26,-10,-10,,,
0.2028040886,Very High,Transient,Very High,Very High,,,,,,,0.3430166245,0.7706133127,0.8287525773
0.2046639919,Very High,Transient,Very High,Very High,64,3742,3062,-12,10,-23,,,
0.2252209187,Very High,Transient,Very High,Very High,321,3130,2399,-7,14,-23,,,
0.2459366322,Very High,Transient,Very High,Very High,529,2859,1973,-3,15,-21,,,
0.2661168575,Very High,Transient,Very High,Very High,,,,,,,0.3037548959,0.7750272751,0.8277717233
0.2661664486,Very High,Transient,Very High,Very High,792,3192,1591,9,16,-5,,,
0.2869932652,Very High,Transient,Very High,Very High,792,3188,1397,15,18,0,,,
0.3074326515,Very High,Transient,Very High,Very High,823,3000,1203,20,19,4,,,
0.3275620937,Very High,Transient,Very High,Very High,1072,2233,1061,23,18,6,,,
0.3344247341,Very High,Transient,Very High,Very High,,,,,,,0.291793108,0.7845109105,0.8256642222
0.3487071991,Very High,Transient,Very High,Very High,1086,1684,1149,22,16,0,,,
0.368530035,Very High,Transient,Very High,Very High,995,1177,1309,21,13,-5,,,
0.3863461018,Very High,Transient,Very High,Very High,800,515,1377,18,7,-2,,,
0.3985207081,Very High,Transient,Very High,Very High,,,,,,,0.2827742696,0.7978493571,0.8227001429
0.405462265,Very High,Transient,Very High,Very High,658,336,1317,17,6,1,,,
0.4259002209,Very High,Transient,Very High,Very High,480,165,1416,15,5,4,,,
0.447026968,Very High,Transient,Very High,Very High,475,155,1488,14,4,5,,,
0.4640028477,Very High,Transient,Very High,Very High,,,,,,,0.2816991806,0.8041555882,0.8212987781
0.4669137001,Very High,Transient,Very High,Very High,454,179,1487,13,3,4,,,
0.4887690544,Very High,Transient,Very High,Very High,228,408,1561,14,3,2,,,
0.5085000992,Very High,Transient,Very High,Very High,173,493,1666,14,5,2,,,
0.5283405781,Very High,Transient,Very High,Very High,201,575,1835,14,6,3,,,
0.53134799,Very High,Transient,Very High,Very High,,,,,,,0.2790333331,0.808455348,0.820343256
0.549185276,Very High,Transient,Very High,Very High,181,666,1902,14,4,8,,,
0.5739820004,Very High,Transient,Very High,Very High,161,645,1750,14,6,7,,,
0.5938668251,Very High,Transient,Very High,Very High,544,435,1692,16,17,8,,,
0.5970413685,Very High,Transient,Very High,Very High,,,,,,,0.2910365462,0.8138628602,0.8191415668
0.619389534,Very High,Transient,Very High,Very High,752,344,1796,16,18,13,,,
0.6394712925,Very High,Transient,Very High,Very High,865,333,1860,14,16,16,,,
0.6593053341,Very High,Transient,Very High,Very High,840,291,1872,12,13,16,,,
0.6632256508,Very High,Transient,Very High,Very High,,,,,,,0.287302196,0.8098103404,0.8200421333
0.6799762249,Very High,Transient,Very High,Very High,687,202,1844,11,9,13,,,
0.7004551888,Very High,Transient,Very High,Very High,438,-55,1765,9,6,9,,,
0.7214450836,Very High,Transient,Very High,Very High,371,-101,1740,8,5,9,,,
0.7316277027,Very High,Transient,Very High,Very High,,,,,,,0.2841602266,0.8123937249,0.819468081
0.7412645817,Very High,Transient,Very High,Very High,368,-61,1668,7,6,9,,,
0.762032032,Very High,Transient,Very High,Very High,357,96,1515,5,6,11,,,
0.7830715179,Very High,Transient,Very High,Very High,275,52,1501,4,6,8,,,
0.7979152203,Very High,Transient,Very High,Very High,,,,,,,0.2909855843,0.8153399229,0.818813324
0.8028702736,Very High,Transient,Very High,Very High,198,-75,1530,3,5,5,,,
0.8231129646,Very High,Transient,Very High,Very High,195,-192,1581,4,6,2,,,
0.8437621593,Very High,Transient,Very High,Very High,220,-219,1657,5,9,2,,,
0.8641135693,Very High,Transient,Very High,Very High,264,-174,1656,6,13,4,,,
0.8644361496,Very High,Transient,Very High,Very High,,,,,,,0.3545093536,0.7991487384,0.822411418
0.8859128952,Very High,Transient,Very High,Very High,502,244,1145,6,21,7,,,
0.9052429199,Very High,Transient,Very High,Very High,567,547,848,7,21,5,,,
0.9264280796,Very High,Transient,Very High,Very High,475,886,866,8,15,6,,,
0.9311351776,Very High,Transient,Very High,Very High,,,,,,,0.4357796013,0.8112918139,0.8197129369
0.9461877346,Very High,Transient,Very High,Very High,390,934,1124,6,13,7,,,
0.9631268978,Very High,Transient,Very High,Very High,273,823,1376,2,11,5,,,
0.9837064743,Very High,Transient,Very High,Very High,15,558,1488,-6,5,-5,,,
0.9974393845,Very High,Transient,Very High,Very High,,,,,,,0.5299560428,0.8180162907,0.8182185888
1.0035774708,Very High,Inactive,Very High,Very High,-3,624,1395,-8,3,-6,,,
1.0238997936,Very High,Inactive,Very High,Very High,67,874,1287,-7,1,-5,,,
1.0445041656,Very High,Inactive,Very High,Very High,220,1698,896,-3,0,0,,,
1.0628232956,Very High,Inactive,Very High,Very High,,,,,,,0.5115778446,0.8100962639,0.8199785948
1.0648877621,Very High,Inactive,Very High,Very High,264,2032,562,-1,1,1,,,
1.0863490105,Very High,Inactive,Very High,Very High,304,2377,226,2,0,2,,,
1.1064095497,Very High,Inactive,Very High,Very High,398,3248,-75,8,-1,17,,,
1.1268839836,Very High,Inactive,Very High,Very High,423,3683,-84,11,-1,28,,,
1.1291708946,Very High,Inactive,Very High,Very High,,,,,,,0.4895925224,0.8060563207,0.8208763599
1.147564888,Very High,Inactive,Very High,Very High,240,4274,213,15,1,44,,,
1.1672394276,Very High,Inactive,Very High,Very High,28,4471,661,16,-1,50,,,
1.1876916885,Very High,Inactive,Very High,Very High,-191,4661,1398,18,-1,56,,,
1.196157217,Very High,Inactive,Very High,Very High,,,,,,,0.4434041679,0.7403831482,0.835470438
1.2081017494,Very High,Inactive,Very High,Very High,-865,4934,3684,21,-1,62,,,
1.2285997868,Very High,Inactive,Very High,Very High,-1426,4714,5031,23,-1,56,,,
1.2496368885,Very High,Inactive,Very High,Very High,-2037,4291,6146,26,-4,49,,,
1.2639255524,Very High,Inactive,Very High,Very High,,,,,,,0.3889673054,0.6781039834,0.8493102193
1.2697057724,Very High,Inactive,Very High,Very High,-2420,3632,6628,31,-8,46,,,
1.2903392315,Very High,Inactive,Very High,Very High,-2072,2406,6074,39,-11,39,,,
1.3106019497,Very High,Inactive,Very High,Very High,-1552,1600,5271,40,-11,31,,,
1.3274509907,Very High,Inactive,Very High,Very High,,,,,,,0.3821211755,0.6011230946,0.86641711
1.3310415745,Very High,Inactive,Very High,Very High,-785,-308,3435,39,2,22,,,
1.3530220985,Very High,Inactive,Very High,Very High,-386,-1051,2750,40,6,28,,,
1.3726456165,Very High,Inactive,Very High,Very High,-119,-1680,2482,40,3,27,,,
1.3926138878,Very High,Inactive,Very High,Very High,27,-3927,2602,30,4,0,,,
1.3983421326,Very High,Inactive,Very High,Very High,,,,,,,0.4468737543,0.6793599129,0.8490311503
1.4132342339,Very High,Inactive,Very High,Very High,-16,-5166,3559,18,7,-6,,,
1.4335253239,Very High,Inactive,Very High,Very High,-1191,-7182,5797,-3,3,-11,,,
1.4539108276,Very High,Inactive,Very High,Very High,-1377,-7122,5927,-7,-5,-26,,,
1.466319561,Very High,Inactive,Very High,Very High,,,,,,,0.4309827089,0.7057961226,0.8431563973
1.4744184017,Very High,Inactive,Very High,Very High,-1080,-6264,5331,-7,-15,-37,,,
1.4953501225,Very High,Inactive,Very High,Very High,-654,-3835,3169,-6,-15,-34,,,
1.5166902542,Very High,Inactive,Very High,Very High,-310,-2782,2097,-4,-2,-30,,,
1.5360014439,Very High,Inactive,Very High,Very High,25,-1920,1310,-3,7,-24,,,
1.5361275673,Very High,Inactive,Very High,Very High,,,,,,,0.4583026469,0.694927752,0.8455716372
1.5565743446,Very High,Inactive,Very High,Very High,354,-651,-311,-2,13,-10,,,
1.5768742561,Very High,Inactive,Very High,Very High,612,-156,-1163,-3,14,-4,,,
1.5973277092,Very High,Inactive,Very High,Very High,852,484,-2119,-2,15,8,,,
1.6006762981,Very High,Inactive,Very High,Very High,,,,,,,0.5160208344,0.6295200586,0.860106647
1.6180653572,Very High,Inactive,Very High,Very High,1552,2388,-4138,8,16,46,,,
1.6382501125,Very High,Inactive,Very High,Very High,2293,3031,-4954,15,13,53,,,
1.6587815285,Very High,Inactive,Very High,Very High,3701,2561,-5884,20,0,34,,,
1.6719148159,Very High,Inactive,Very High,Very High,,,,,,,0.4829291105,0.2776855826,0.9382920861
1.6794552803,Very High,Inactive,Very High,Very High,3981,1717,-5803,16,-4,28,,,
1.6996545792,Very High,Inactive,Very High,Very High,3903,1091,-5324,11,-8,32,,,
1.7209074497,Very High,Inactive,Very High,Very High,2643,861,-3920,2,-12,43,,,
1.7406349182,Very High,Inactive,Very High,Very High,1688,1124,-2781,0,-8,40,,,
1.7554516792,Very High,Inactive,Very High,Very High,,,,,,,0.5060728788,0.5669667125,0.8740074039
1.7616300583,Very High,Inactive,Very High,Very High,494,1496,-735,1,-1,31,,,
1.7824001312,Very High,Inactive,Very High,Very High,-3734,1200,4500,6,20,12,,,
1.8021905422,Very High,Running,Very High,Very High,-3611,975,4551,1,-13,8,,,
1.8228344917,Very High,Running,Very High,Very High,-2938,1233,3501,9,-20,-4,,,
1.8328409195,Very High,Running,Very High,Very High,,,,,,,0.5172567368,0.617754817,0.8627211452
1.8430681229,Very High,Running,Very High,Very High,-1388,2535,3000,37,-1,15,,,
1.8639192581,Very High,Running,Very High,Very High,-1255,3069,3965,46,3,25,,,
1.8846952915,Very High,Running,Very High,Very High,-1849,3391,4909,48,-2,35,,,
1.8999540806,Very High,Running,Very High,Very High,,,,,,,0.3224087656,0.6297613382,0.8600530624
