time,Control,High_level,Expectation,Activity,robogame/imu_state.linear_acc.x,robogame/imu_state.linear_acc.y,robogame/imu_state.linear_acc.z,robogame/imu_state.gyro.z,robogame/imu_state.gyro.x,robogame/imu_state.gyro.y,/kinect_features/.ci,/kinect_features/.distance,/kinect_features/.proximity
0,High,Inactive,High,Very High,382,-382,1972,0,-15,-10,0.3284906149,1.1575841904,0.7427591085
0,High,Inactive,High,Very High,382,-382,1972,0,-15,-10,0.3284906149,1.1575841904,0.7427591085
0.0209858418,High,Inactive,High,Very High,420,-213,2028,1,-15,-11,,,
0.041613102,High,Inactive,High,Very High,416,-119,2060,2,-14,-12,,,
0.0614740849,High,Inactive,High,Very High,333,-127,2081,2,-13,-12,,,
0.0648896694,High,Inactive,High,Very High,,,,,,,0.3309226632,1.1643368006,0.741258502
0.0820930004,High,Inactive,High,Very High,299,-138,2059,2,-11,-11,,,
0.1025071144,High,Inactive,High,Very High,239,-144,2148,2,-8,-7,,,
0.1229510307,High,Inactive,High,Very High,191,-92,2235,3,-8,-4,,,
0.1334190369,High,Inactive,High,Very High,,,,,,,0.3185598552,1.1599059105,0.7422431707
0.1451034546,High,Inactive,High,Very High,154,13,2227,5,-7,-3,,,
0.1639251709,High,Inactive,High,Very High,234,67,1857,7,-4,-3,,,
0.1847450733,High,Inactive,High,Very High,243,-46,1666,7,-4,-3,,,
0.1987748146,High,Inactive,High,Very High,,,,,,,0.3167669773,1.1395704746,0.7467621565
0.2073011398,High,Inactive,High,Very High,247,-192,1568,7,-4,-2,,,
0.2253439426,High,Inactive,High,Very High,263,-391,1770,7,-4,-2,,,
0.2458157539,High,Inactive,High,Very High,206,-459,1906,7,-5,-1,,,
0.2662117481,High,Inactive,High,Very High,,,,,,,0.3122375906,1.1404659748,0.746563077
0.2662241459,High,Inactive,High,Very High,149,-505,1944,7,-4,0,,,
0.286863327,High,Inactive,High,Very High,130,-491,1866,8,-2,-1,,,
0.3073000908,High,Inactive,High,Very High,149,-457,1825,8,0,-2,,,
0.3276295662,High,Inactive,High,Very High,142,-357,1878,8,1,-1,,,
0.3308413029,High,Inactive,High,Very High,,,,,,,0.2907127738,1.1409235001,0.7464614511
0.3482956886,High,Inactive,High,Very High,103,-309,1917,8,0,1,,,
0.368799448,High,Inactive,High,Very High,74,-284,1956,8,0,2,,,
0.3890993595,High,Inactive,High,Very High,68,-291,1995,8,0,3,,,
0.3994314671,High,Inactive,High,Very High,,,,,,,0.2948045433,1.1311587095,0.7486313581
0.4098305702,High,Inactive,High,Very High,85,-328,2024,8,0,4,,,
0.4304647446,High,Inactive,High,Very High,96,-372,2025,8,0,3,,,
0.4508924484,High,Inactive,High,Very High,126,-419,1971,7,0,3,,,
0.4654893875,High,Inactive,High,Very High,,,,,,,0.30311957,1.1362901926,0.7474910617
0.4713437557,High,Inactive,High,Very High,166,-411,1919,7,1,3,,,
0.4916329384,High,Inactive,High,Very High,215,-399,1925,7,2,3,,,
0.5120267868,High,Inactive,High,Very High,175,-322,1912,6,2,4,,,
0.5291132927,High,Inactive,High,Very High,,,,,,,0.3080636561,1.1673529148,0.7405882478
0.5324087143,High,Inactive,High,Very High,151,-296,1915,6,2,4,,,
0.5530898571,High,Inactive,High,Very High,130,-296,1908,6,2,4,,,
0.5738790035,High,Inactive,High,Very High,134,-332,1846,6,2,3,,,
0.5937988758,High,Inactive,High,Very High,121,-336,1850,6,3,3,,,
0.5977780819,High,Inactive,High,Very High,,,,,,,0.3231883943,1.1962611675,0.7341641784
0.6195738316,High,Inactive,High,Very High,68,-267,1925,6,5,4,,,
0.6395330429,High,Inactive,High,Very High,59,-213,1919,6,6,4,,,
0.6595170498,High,Inactive,High,Very High,98,-186,1908,6,7,4,,,
0.6654450893,High,Inactive,High,Very High,,,,,,,0.3245300353,1.2184238434,0.7292391062
0.6808702946,High,Inactive,High,Very High,243,-219,1816,6,8,2,,,
0.700381279,High,Inactive,High,Very High,291,-222,1776,5,9,2,,,
0.7167677879,High,Inactive,High,Very High,376,-174,1817,4,9,1,,,
0.7317032814,High,Inactive,High,Very High,,,,,,,0.3218545914,1.2509245872,0.7220167518
0.7378718853,High,Inactive,High,Very High,440,-105,1875,4,9,0,,,
0.7577834129,High,Inactive,High,Very High,493,-61,1948,4,9,-1,,,
0.7784063816,High,Inactive,High,Very High,510,-28,2024,2,8,-1,,,
0.7967941761,High,Inactive,High,Very High,,,,,,,0.3124221563,1.2825696468,0.7149845362
0.7986655235,High,Inactive,High,Very High,495,-49,1960,1,8,-3,,,
0.8195562363,High,Inactive,High,Very High,527,-61,1903,2,9,-5,,,
0.8403477669,High,Inactive,High,Very High,628,-63,1940,2,9,-8,,,
0.8601891994,High,Inactive,High,Very High,656,9,1979,2,8,-8,,,
0.8648548126,High,Inactive,High,Very High,,,,,,,0.2994460762,1.3043642044,0.7101413012
0.8809604645,High,Inactive,High,Very High,690,141,2019,3,8,-8,,,
0.9012861252,High,Inactive,High,Very High,784,385,2034,4,9,-6,,,
0.9215226173,High,Inactive,High,Very High,718,451,2072,3,10,-3,,,
0.932505846,High,Inactive,High,Very High,,,,,,,0.2942190766,1.3302924633,0.7043794394
0.9425957203,High,Inactive,High,Very High,549,464,2080,2,8,0,,,
0.9628067017,High,Inactive,High,Very High,482,372,1840,-2,7,-1,,,
0.9833266735,High,Inactive,High,Very High,549,358,1737,-3,8,-3,,,
0.9931707382,High,Inactive,High,Very High,,,,,,,0.2970100641,1.3520188332,0.6995513439
1.0058174133,High,Inactive,High,Very High,658,487,1630,-6,10,-6,,,
1.0239903927,High,Inactive,High,Very High,654,566,1614,-7,11,-6,,,
1.0447182655,High,Inactive,High,Very High,644,623,1646,-8,11,-6,,,
1.0607976913,High,Inactive,High,Very High,,,,,,,0.3156255186,1.3589086533,0.698020339
1.064925909,High,Inactive,High,Very High,665,703,1753,-10,12,-7,,,
1.0856852531,High,Inactive,High,Very High,664,743,1723,-12,12,-8,,,
1.1068480015,High,Inactive,High,Very High,665,823,1615,-13,13,-8,,,
1.1263225079,High,Inactive,High,Very High,794,1090,1463,-15,15,-5,,,
