time,Control,High_level,Expectation,Activity,robogame/imu_state.linear_acc.x,robogame/imu_state.linear_acc.y,robogame/imu_state.linear_acc.z,robogame/imu_state.gyro.z,robogame/imu_state.gyro.x,robogame/imu_state.gyro.y,/kinect_features/.ci,/kinect_features/.distance,/kinect_features/.proximity
0,High,Blocking,High,Very high,-125,590,958,-26,4,53,0.4081790447,0.5968356133,0.8673698902
0,High,Blocking,High,Very high,-125,590,958,-26,4,53,0.4081790447,0.5968356133,0.8673698902
0.0197169781,High,Blocking,High,Very high,-272,4407,1133,-15,52,46,,,
0.0405571461,High,Blocking,High,Very high,1258,5349,1529,-17,39,17,,,
0.0609209538,High,Blocking,High,Very high,2215,5928,1999,-16,6,19,,,
0.0687351227,High,Blocking,High,Very high,,,,,,,0.3423922956,0.4939916134,0.8902240992
0.0811674595,High,Blocking,High,Very high,1448,5955,1616,-18,-27,78,,,
0.1018128395,High,Blocking,High,Very high,943,5802,-130,-15,-4,102,,,
0.121244669,High,Blocking,High,Very high,,,,,,,0.3423922956,0.4902128875,0.8910638094
0.1224589348,High,Blocking,High,Very high,651,4619,-4266,-10,47,55,,,
0.1430003643,High,Blocking,High,Very high,1483,3247,-5985,-3,54,5,,,
0.1637473106,High,Blocking,High,Very high,2886,1342,-7138,9,44,-49,,,
0.1841692924,High,Blocking,High,Very high,4190,-2808,-7110,12,1,-13,,,
0.1990716457,High,Blocking,High,Very high,,,,,,,0.3519727588,0.6292780638,0.8601604104
0.2040772438,High,Blocking,High,Very high,3569,-3837,-6280,-12,6,13,,,
0.2245342731,High,Blocking,High,Very high,3044,-3088,-5549,-25,13,25,,,
0.2458570004,High,Blocking,High,Very high,3936,-374,-4530,-10,-1,5,,,
0.2664244175,High,Blocking,High,Very high,4194,-79,-4562,-3,-4,-5,,,
0.2693886757,High,Blocking,High,Very high,,,,,,,0.4615508616,0.701805234,0.8440432549
0.2859551907,High,Blocking,High,Very high,4000,-114,-4493,-4,-8,-7,,,
0.3066074848,High,Blocking,High,Very high,2372,562,-3925,-13,-32,-10,,,
0.3232867718,High,Blocking,High,Very high,1456,781,-3571,-12,-33,-6,,,
0.3368740082,High,Blocking,High,Very high,,,,,,,0.5189290047,0.723759234,0.8391646147
0.3438420296,High,Blocking,High,Very high,479,419,-2789,-13,-26,8,,,
0.3647038937,High,Blocking,High,Very high,-1692,-880,-395,-16,44,51,,,
0.3842556477,High,Blocking,High,Very high,-1038,-670,1155,-16,42,68,,,
0.4055273533,High,Blocking,High,Very high,-411,-491,2610,-19,6,82,,,
0.4251339436,High,Blocking,High,Very high,-615,-174,4184,-36,-28,27,,,
0.4300699234,High,Blocking,High,Very high,,,,,,,0.5234225392,0.7010270357,0.8442162275
0.4456748962,High,Blocking,High,Very high,-1246,79,4322,-35,-15,22,,,
0.4664418697,High,Blocking,High,Very high,-1555,552,4620,-45,11,87,,,
0.4868929386,High,Blocking,High,Very high,-1085,2195,5549,-45,17,85,,,
0.5016834736,High,Blocking,High,Very high,,,,,,,0.2664066553,0.6716735363,0.8507392406
0.5073063374,High,Blocking,High,Very high,-1697,4631,6256,-30,3,109,,,
0.5278820992,High,Blocking,High,Very high,-1823,7676,6403,-17,42,-4,,,
0.5480918884,High,Blocking,High,Very high,-892,7585,5878,-9,36,-27,,,
0.5637259483,High,Blocking,High,Very high,,,,,,,0.2521699667,0.6635263562,0.8525496721
0.5698955059,High,Blocking,High,Very high,185,6665,5369,-12,39,-4,,,
0.5890946388,High,Blocking,High,Very high,972,5464,3797,-28,41,16,,,
0.6099369526,High,Blocking,High,Very high,713,5350,2554,-25,35,10,,,
0.6310014725,High,Blocking,High,Very high,528,5241,-59,2,22,-10,,,
0.6338853836,High,Blocking,High,Very high,,,,,,,0.3049841225,0.7071756721,0.8428498507
0.650608778,High,Blocking,High,Very high,890,5289,-1404,15,19,-18,,,
0.6711781025,High,Blocking,High,Very high,1344,5065,-2657,23,18,-12,,,
0.6914622784,High,Blocking,High,Very high,1611,3873,-4362,27,12,-20,,,
0.6944766045,High,Blocking,High,Very high,,,,,,,0.4081278741,0.7813071609,0.8263761997
0.712310791,High,Blocking,High,Very high,2072,3167,-4591,28,7,-28,,,
