time,Control,High_level,Expectation,Activity,robogame/imu_state.linear_acc.x,robogame/imu_state.linear_acc.y,robogame/imu_state.linear_acc.z,robogame/imu_state.gyro.z,robogame/imu_state.gyro.x,robogame/imu_state.gyro.y,/kinect_features/.ci,/kinect_features/.distance,/kinect_features/.proximity
0,Medium,Transient,Medium,High,2267,-1523,-2905,6,7,-47,0.2425225377,0.7408705354,0.8353620768
0,Medium,Transient,Medium,High,2267,-1523,-2905,6,7,-47,0.2425225377,0.7408705354,0.8353620768
0.0202608109,Medium,Transient,Medium,High,2184,-1460,-3326,8,8,-49,,,
0.0404596329,Medium,Transient,Medium,High,2170,-1396,-3756,12,8,-49,,,
0.0612387657,Medium,Transient,Medium,High,2088,-1451,-3653,12,5,-46,,,
0.0660870075,Medium,Transient,Medium,High,,,,,,,0.2720760405,0.734734416,0.8367257118
0.081428051,Medium,Transient,Medium,High,1813,-1495,-3376,13,0,-38,,,
0.1032373905,Medium,Transient,Medium,High,1039,-1562,-2522,14,-4,-21,,,
0.1222474575,Medium,Transient,Medium,High,739,-1619,-1909,14,-4,-18,,,
0.1427807808,Medium,Transient,Medium,High,686,-1884,-487,13,-1,-27,,,
0.1590480804,Medium,Transient,Medium,High,,,,,,,0.3071547747,0.7533669472,0.8325850964
0.1637313366,Medium,Transient,Medium,High,777,-1783,582,11,-3,-31,,,
0.1808485985,Medium,Transient,Medium,High,733,-1454,1497,12,-6,-30,,,
0.2006540298,Medium,Transient,Medium,High,749,125,1041,20,-3,-39,,,
0.2206277847,Medium,Transient,Medium,High,467,1013,477,27,-2,-31,,,
0.2347075939,Medium,Transient,Medium,High,,,,,,,0.284046948,0.7361786962,0.8364047408
0.241127491,Medium,Transient,Medium,High,117,1666,-156,31,1,-24,,,
0.2615396976,Medium,Transient,Medium,High,126,2353,-716,29,-4,-18,,,
0.2861099243,Medium,Transient,Medium,High,22,2255,-685,26,-4,-16,,,
0.3071770668,Medium,Transient,Medium,High,27,1825,-296,24,2,-19,,,
0.326220274,Medium,Transient,Medium,High,,,,,,,0.3128837347,0.7465892434,0.8340913057
0.3270900249,Medium,Transient,Medium,High,178,1647,-68,22,0,-20,,,
0.3482146263,Medium,Transient,Medium,High,252,1491,7,19,-3,-19,,,
0.368500948,Medium,Transient,Medium,High,480,1178,-502,15,0,-25,,,
0.388720274,Medium,Transient,Medium,High,773,1021,-842,12,0,-30,,,
0.398116827,Medium,Transient,Medium,High,,,,,,,0.4398307502,0.8314250112,0.815238893
0.4089818001,Medium,Transient,Medium,High,983,854,-1078,11,-1,-33,,,
0.4295678139,Medium,Transient,Medium,High,1151,220,-1135,5,-1,-37,,,
0.4499363899,Medium,Transient,Medium,High,1076,-109,-1007,1,-3,-41,,,
0.4674668312,Medium,Transient,Medium,High,,,,,,,0.4582715333,0.867962122,0.8071195483
0.4711699486,Medium,Transient,Medium,High,879,-311,-752,-1,-4,-42,,,
0.4908406734,Medium,Transient,Medium,High,696,-243,-79,0,2,-33,,,
0.512509346,Medium,Transient,Medium,High,882,-325,249,1,5,-28,,,
0.5335483551,Medium,Transient,Medium,High,1453,-756,590,1,1,-25,,,
0.5526094437,Medium,Transient,Medium,High,1569,-1048,406,0,1,-25,,,
