time,Control,High_level,Expectation,Activity,robogame/imu_state.linear_acc.x,robogame/imu_state.linear_acc.y,robogame/imu_state.linear_acc.z,robogame/imu_state.gyro.z,robogame/imu_state.gyro.x,robogame/imu_state.gyro.y,/kinect_features/.ci,/kinect_features/.distance,/kinect_features/.proximity
0,Very High,Blocking,Very High,Very High,-57,-1236,3136,-18,4,-6,0.3711229861,1.1711843014,0.7397367954
0,Very High,Blocking,Very High,Very High,-57,-1236,3136,-18,4,-6,0.3711229861,1.1711843014,0.7397367954
0.0203924179,Very High,Blocking,Very High,Very High,-200,-702,3850,-18,6,1,,,
0.0406970978,Very High,Blocking,Very High,Very High,-494,58,4678,-17,4,10,,,
0.0615422726,Very High,Blocking,Very High,Very High,-1519,1923,5898,-13,4,23,,,
0.0638842583,Very High,Blocking,Very High,Very High,,,,,,,0.3814401627,1.1569151878,0.7429077625
0.0823965073,Very High,Blocking,Very High,Very High,-1782,2507,6169,-9,3,26,,,
0.1021192074,Very High,Blocking,Very High,Very High,-1398,3016,6510,1,-1,30,,,
0.1227722168,Very High,Blocking,Very High,Very High,-1051,2755,6699,0,-6,29,,,
0.1352050304,Very High,Blocking,Very High,Very High,,,,,,,0.3807980716,1.1226280928,0.7505270839
0.1389737129,Very High,Blocking,Very High,Very High,-848,2459,6706,-3,-13,28,,,
0.1596229076,Very High,Blocking,Very High,Very High,-1031,1811,5567,-4,-23,32,,,
0.1800210476,Very High,Blocking,Very High,Very High,-1186,1641,4399,-2,-22,34,,,
0.2004606724,Very High,Blocking,Very High,Very High,-1148,1597,3098,1,-15,34,,,
0.2029564381,Very High,Blocking,Very High,Very High,,,,,,,0.3934301138,1.0878946781,0.758245647
0.2208507061,Very High,Blocking,Very High,Very High,-892,1742,1128,8,-6,28,,,
0.2422230244,Very High,Blocking,Very High,Very High,-594,1575,171,10,-3,22,,,
0.2619140148,Very High,Blocking,Very High,Very High,-66,1100,-860,8,0,15,,,
0.2696721554,Very High,Blocking,Very High,Very High,,,,,,,0.3906466961,1.0591843128,0.7646257281
0.2832968235,Very High,Blocking,Very High,Very High,1246,-306,-3076,1,2,0,,,
0.3028376102,Very High,Blocking,Very High,Very High,1806,-940,-4177,-4,0,-5,,,
0.3232562542,Very High,Blocking,Very High,Very High,2589,-1578,-6078,-11,-2,-10,,,
0.3351891041,Very High,Blocking,Very High,Very High,,,,,,,0.3760259151,1.0209523439,0.7731217146
0.3437108994,Very High,Blocking,Very High,Very High,2778,-1604,-6591,-11,-6,-14,,,
0.3642411232,Very High,Blocking,Very High,Very High,2830,-1414,-6655,-10,-9,-18,,,
0.3850927353,Very High,Blocking,Very High,Very High,2789,-1173,-4560,-8,-12,-24,,,
0.4010882378,Very High,Blocking,Very High,Very High,,,,,,,0.3798432052,1.0081013441,0.7759774923
