time,Control,High_level,Expectation,Activity,robogame/imu_state.linear_acc.x,robogame/imu_state.linear_acc.y,robogame/imu_state.linear_acc.z,robogame/imu_state.gyro.z,robogame/imu_state.gyro.x,robogame/imu_state.gyro.y,/kinect_features/.ci,/kinect_features/.distance,/kinect_features/.proximity
0,Very high,Running,Very high,Very high,1593,280,1062,6,7,-57,0.3546329439,0.8323846459,0.8150256276
0.0206160545,Very high,Running,Very high,Very high,1574,1353,2614,1,24,14,,,
0.0408632755,Very high,Running,Very high,Very high,1279,2216,3377,-6,11,29,,,
0.0613465309,Very high,Running,Very high,Very high,-78,2163,2286,3,0,-14,,,
0.0651175976,Very high,Running,Very high,Very high,,,,,,,0.3505777419,0.8117367625,0.8196140528
0.0817434788,Very high,Running,Very high,Very high,-596,2293,1608,9,1,-5,,,
0.1024343967,Very high,Running,Very high,Very high,-680,1630,566,1,11,23,,,
0.1224460602,Very high,Running,Very high,Very high,-744,1075,368,-3,24,34,,,
0.1317794323,Very high,Running,Very high,Very high,,,,,,,0.322691083,0.7997373939,0.8222805858
0.1441152096,Very high,Running,Very high,Very high,-867,766,348,-4,37,54,,,
0.1645534039,Very high,Running,Very high,Very high,-129,774,370,-3,52,68,,,
0.1841666698,Very high,Running,Very high,Very high,534,961,491,0,54,60,,,
0.2046587467,Very high,Running,Very high,Very high,1009,1330,739,5,52,54,,,
0.2051782608,Very high,Running,Very high,Very high,,,,,,,0.3097315729,0.7920815349,0.8239818811
0.2248697281,Very high,Running,Very high,Very high,838,2120,1007,15,40,64,,,
0.2414951324,Very high,Running,Very high,Very high,475,2065,717,15,39,75,,,
0.2630410194,Very high,Running,Very high,Very high,110,1669,140,15,46,84,,,
0.2751123905,Very high,Running,Very high,Very high,,,,,,,0.3432391286,0.795298636,0.823266983
0.2831687927,Very high,Running,Very high,Very high,-491,230,-21,13,66,105,,,
0.3032534122,Very high,Running,Very high,Very high,-627,-523,772,14,68,125,,,
0.3231575489,Very high,Running,Very high,Very high,132,-1550,2426,17,68,161,,,
0.3452746868,Very high,Running,Very high,Very high,711,-1531,2808,17,70,173,,,
0.358492136,Very high,Running,Very high,Very high,,,,,,,0.3768845201,0.795743227,0.8231681585
0.3650407791,Very high,Running,Very high,Very high,1107,-1251,2992,16,70,177,,,
0.384540081,Very high,Running,Very high,Very high,633,108,2420,13,66,156,,,
0.4055972099,Very high,Running,Very high,Very high,36,772,1476,11,63,138,,,
0.4255518913,Very high,Running,Very high,Very high,-773,1337,338,8,60,113,,,
0.4310474396,Very high,Running,Very high,Very high,,,,,,,0.3703382909,0.8156400323,0.818746686
0.4468696117,Very high,Running,Very high,Very high,-2093,550,-1001,4,55,65,,,
0.467417717,Very high,Running,Very high,Very high,-2352,-616,-741,6,50,47,,,
0.4870474339,Very high,Running,Very high,Very high,-2441,-1675,-93,7,43,39,,,
0.5006301403,Very high,Running,Very high,Very high,,,,,,,0.3863538802,0.8224751353,0.8172277212
0.5076014996,Very high,Running,Very high,Very high,-2796,-1643,763,-2,27,42,,,
0.5283448696,Very high,Running,Very high,Very high,-2983,-1017,844,-8,17,41,,,
0.5486421585,Very high,Running,Very high,Very high,-3250,-627,862,-12,7,37,,,
0.5667951107,Very high,Running,Very high,Very high,,,,,,,0.4015877545,0.8164781928,0.8185604215
0.5700354576,Very high,Running,Very high,Very high,-3560,-1541,730,-10,-4,28,,,
0.5898644924,Very high,Running,Very high,Very high,-3478,-2415,500,-8,-3,28,,,
0.6104352474,Very high,Running,Very high,Very high,-3314,-3237,515,2,-5,26,,,
0.630500555,Very high,Running,Very high,Very high,,,,,,,0.3789580464,0.8249776363,0.8166716099
0.6309623718,Very high,Running,Very high,Very high,-3291,-2958,525,4,-10,19,,,
0.6510586739,Very high,Running,Very high,Very high,-3267,-2473,470,3,-15,11,,,
0.6716096401,Very high,Running,Very high,Very high,-2903,-1988,304,3,-18,-4,,,
0.6918001175,Very high,Running,Very high,Very high,-2824,-2000,370,0,-20,-5,,,
0.6994230747,Very high,Running,Very high,Very high,,,,,,,0.3660234809,0.8286503553,0.8158555031
0.7128753662,Very high,Running,Very high,Very high,-2727,-2067,596,-1,-23,-7,,,
0.7333667278,Very high,Running,Very high,Very high,-1771,-2457,693,5,-18,-7,,,
0.753259182,Very high,Running,Very high,Very high,-1501,-2557,599,10,-11,1,,,
0.7724201679,Very high,Running,Very high,Very high,,,,,,,0.3694015741,0.8379029632,0.8137993217
0.7738587856,Very high,Running,Very high,Very high,-1150,-2320,707,12,-9,2,,,
0.7944962978,Very high,Running,Very high,Very high,-89,-919,457,12,7,13,,,
0.8146955967,Very high,Running,Very high,Very high,-464,92,557,7,14,20,,,
0.8347494602,Very high,Running,Very high,Very high,,,,,,,0.3511681259,0.8403605223,0.8132532239
0.8361911774,Very high,Running,Very high,Very high,-1252,1228,752,-3,-2,15,,,
0.8562788963,Very high,Running,Very high,Very high,-1256,1289,692,-5,-5,4,,,
0.8763022423,Very high,Running,Very high,Very high,-1115,1167,803,-6,-6,-2,,,
0.8972935677,Very high,Running,Very high,Very high,-1017,954,1349,-8,0,-7,,,
0.901458025,Very high,Running,Very high,Very high,,,,,,,0.3336920142,0.8414170742,0.8130184412
0.9176249504,Very high,Running,Very high,Very high,-1121,866,1551,-12,0,-6,,,
0.9378559589,Very high,Running,Very high,Very high,-1244,760,1501,-18,-1,-5,,,
0.9581389427,Very high,Running,Very high,Very high,-1762,468,1084,-21,-2,-12,,,
0.9651794434,Very high,Running,Very high,Very high,,,,,,,0.3388817906,0.8450326324,0.8122149706
0.9793424606,Very high,Running,Very high,Very high,-1963,195,980,-19,-3,-16,,,
0.999876976,Very high,Running,Very high,Very high,-1966,-145,883,-17,-4,-17,,,
1.0198745728,Very high,Running,Very high,Very high,-1749,-591,593,-16,-2,-15,,,
1.0316841602,Very high,Running,Very high,Very high,,,,,,,0.3182634115,0.8577685356,0.8093847632
1.0400974751,Very high,Running,Very high,Very high,-1632,-639,555,-15,-1,-14,,,
1.0607962608,Very high,Running,Very high,Very high,-1463,-691,549,-16,0,-12,,,
1.081179142,Very high,Running,Very high,Very high,-1319,-1017,736,-13,3,-12,,,
1.0994267464,Very high,Running,Very high,Very high,,,,,,,0.3838944435,0.8970801234,0.8006488681
1.1038513184,Very high,Running,Very high,Very high,-1378,-1193,831,-12,3,-12,,,
1.1225788593,Very high,Running,Very high,Very high,-1533,-1408,1053,-9,3,-8,,,
1.1435031891,Very high,Running,Very high,Very high,-1559,-1518,1178,-8,3,-4,,,
1.1636238098,Very high,Running,Very high,Very high,-1590,-1623,1241,-7,2,0,,,
1.165538311,Very high,Running,Very high,Very high,,,,,,,0.4661751688,0.9495127797,0.7889971733
1.1837041378,Very high,Running,Very high,Very high,-1632,-1732,1217,-6,1,6,,,
1.2038371563,Very high,Running,Very high,Very high,-1635,-1644,1216,-5,1,8,,,
1.2242360115,Very high,Inactive,Very high,Very high,-1590,-1460,1174,-5,1,7,,,
1.229060173,Very high,Inactive,Very high,Very high,,,,,,,0.3374715745,0.9782711267,0.7826064229
1.245783329,Very high,Inactive,Very high,Very high,-1422,-1088,933,-6,0,4,,,
1.266438961,Very high,Inactive,Very high,Very high,-1400,-1015,793,-6,0,2,,,
1.286285162,Very high,Inactive,Very high,Very high,-1468,-1013,745,-5,1,-1,,,
1.2999567986,Very high,Inactive,Very high,Very high,,,,,,,0.3490706086,0.9757097363,0.7831755877
1.3067080975,Very high,Inactive,Very high,Very high,-1493,-1016,879,-5,2,-5,,,
1.3227226734,Very high,Inactive,Very high,Very high,-1426,-926,914,-5,1,-6,,,
1.3440151215,Very high,Inactive,Very high,Very high,-1191,-600,946,-5,1,-12,,,
1.3638699055,Very high,Inactive,Very high,Very high,-1180,-507,933,-5,0,-15,,,
1.3650979996,Very high,Inactive,Very high,Very high,,,,,,,0.3476932049,0.9678470492,0.7849228978
1.3840801716,Very high,Inactive,Very high,Very high,-1255,-624,932,-5,0,-17,,,
1.4044566154,Very high,Inactive,Very high,Very high,-1387,-1043,1016,-3,0,-17,,,
1.4248614311,Very high,Inactive,Very high,Very high,-1380,-1141,1073,-3,1,-15,,,
1.432441473,Very high,Inactive,Very high,Very high,,,,,,,0.3362184763,0.9634917974,0.7858906984
1.4462432861,Very high,Inactive,Very high,Very high,-1336,-1186,1151,-2,1,-14,,,
1.4676828384,Very high,Inactive,Very high,Very high,-1173,-1266,1227,-2,0,-9,,,
1.4864907265,Very high,Inactive,Very high,Very high,-1093,-1352,1180,-1,-1,-5,,,
1.4982588291,Very high,Inactive,Very high,Very high,,,,,,,0.3338856697,0.9673509598,0.7850331068
1.5077309608,Very high,Inactive,Very high,Very high,-1011,-1404,1011,0,-1,-1,,,
1.5276429653,Very high,Inactive,Very high,Very high,-963,-1426,750,2,3,4,,,
1.5480978489,Very high,Inactive,Very high,Very high,-945,-1421,770,2,3,7,,,
1.5627403259,Very high,Inactive,Very high,Very high,,,,,,,0.3273613155,0.9706872106,0.7842917442
1.5691320896,Very high,Inactive,Very high,Very high,-931,-1348,807,1,4,9,,,
1.5891597271,Very high,Inactive,Very high,Very high,-894,-1204,883,1,3,11,,,
1.6098172665,Very high,Inactive,Very high,Very high,-913,-1117,895,0,3,10,,,
1.6308493614,Very high,Inactive,Very high,Very high,-988,-847,973,-1,2,7,,,
1.6334998608,Very high,Inactive,Very high,Very high,,,,,,,0.3089706004,0.972063303,0.7839859128
1.650274992,Very high,Inactive,Very high,Very high,-1042,-724,1003,-1,2,5,,,
1.6714010239,Very high,Inactive,Very high,Very high,-1093,-625,986,-1,1,3,,,
1.6961445808,Very high,Inactive,Very high,Very high,-1058,-569,1020,-2,1,0,,,
1.7003474236,Very high,Inactive,Very high,Very high,,,,,,,0.3099588156,0.9955555797,0.77876544
1.7160451412,Very high,Inactive,Very high,Very high,-1018,-651,1122,-3,1,-1,,,
1.7371652126,Very high,Inactive,Very high,Very high,-1000,-677,1123,-3,-3,-2,,,
1.7566521168,Very high,Inactive,Very high,Very high,-1040,-639,1057,-3,-3,-5,,,
1.7653210163,Very high,Inactive,Very high,Very high,,,,,,,0.3003918529,0.9820746183,0.7817611694
1.7780365944,Very high,Inactive,Very high,Very high,-1071,-611,1015,-4,-3,-6,,,
1.7984647751,Very high,Inactive,Very high,Very high,-1063,-630,920,-4,-2,-6,,,
1.8183116913,Very high,Inactive,Very high,Very high,-1043,-708,944,-4,-1,-6,,,
1.8294436932,Very high,Inactive,Very high,Very high,,,,,,,0.316119045,0.9828580618,0.7815871239
1.8387849331,Very high,Inactive,Very high,Very high,-1023,-818,976,-4,-2,-6,,,
1.8598437309,Very high,Inactive,Very high,Very high,-1003,-946,1067,-3,-3,-7,,,
1.8799192905,Very high,Inactive,Very high,Very high,-980,-947,1104,-3,-2,-6,,,
1.8978290558,Very high,Inactive,Very high,Very high,,,,,,,0.319232285,0.9846940041,0.7811791301
1.9005570412,Very high,Inactive,Very high,Very high,-972,-920,1129,-4,-2,-4,,,
1.9210751057,Very high,Inactive,Very high,Very high,-893,-819,1117,-6,-2,-3,,,
1.9419167042,Very high,Inactive,Very high,Very high,-910,-726,1125,-7,-2,-4,,,
1.962521553,Very high,Inactive,Very high,Very high,-955,-635,1130,-9,-2,-5,,,
1.9644806385,Very high,Inactive,Very high,Very high,,,,,,,0.3275208771,0.9925510287,0.7794331312
1.9822902679,Very high,Inactive,Very high,Very high,-1004,-531,1080,-11,-3,-7,,,
2.0027630329,Very high,Inactive,Very high,Very high,-1035,-523,1048,-13,-2,-7,,,
2.0230407715,Very high,Inactive,Very high,Very high,-1067,-520,1032,-14,-2,-9,,,
2.0334980488,Very high,Inactive,Very high,Very high,,,,,,,0.3286005855,1.0271617174,0.7717418671
2.0440206528,Very high,Inactive,Very high,Very high,-1045,-466,931,-16,-2,-12,,,
2.0599365234,Very high,Inactive,Very high,Very high,-1059,-392,908,-14,-2,-17,,,
2.0803408623,Very high,Inactive,Very high,Very high,-1200,-361,1152,-9,-3,-26,,,
2.098549366,Very high,Inactive,Very high,Very high,,,,,,,0.3391032517,1.0845130682,0.7589970827
2.1016836166,Very high,Inactive,Very high,Very high,-1181,-441,1310,-8,-4,-26,,,
2.1217484474,Very high,Inactive,Very high,Very high,-1114,-552,1383,-7,-6,-23,,,
2.1424188614,Very high,Inactive,Very high,Very high,-1050,-748,1251,-5,-7,-16,,,
2.1640043259,Very high,Inactive,Very high,Very high,-1066,-830,1198,-4,-6,-14,,,
2.1683502197,Very high,Inactive,Very high,Very high,,,,,,,0.3232873082,1.1188651323,0.7513632774
2.1834578514,Very high,Inactive,Very high,Very high,-1101,-896,1181,-3,-6,-12,,,
2.2035996914,Very high,Inactive,Very high,Very high,-1108,-902,1130,-1,-4,-9,,,
2.223675251,Very high,Inactive,Very high,Very high,-1040,-816,1085,-1,-3,-6,,,
2.2324347496,Very high,Inactive,Very high,Very high,,,,,,,0.296189189,1.1204063892,0.7510207891
2.2452044487,Very high,Inactive,Very high,Very high,-957,-457,928,-5,0,-6,,,
2.2650690079,Very high,Inactive,Very high,Very high,-927,-273,707,-7,4,-7,,,
2.2852222919,Very high,Inactive,Very high,Very high,-920,-94,493,-8,8,-8,,,
2.2983696461,Very high,Inactive,Very high,Very high,,,,,,,0.306994319,1.1172617674,0.751719594
2.3063502312,Very high,Inactive,Very high,Very high,-1106,220,642,-8,9,-7,,,
2.3263931274,Very high,Inactive,Very high,Very high,-1086,274,1116,-7,3,-5,,,
2.3466126919,Very high,Inactive,Very high,Very high,-906,176,1618,-7,-2,1,,,
2.3684449196,Very high,Inactive,Very high,Very high,-723,50,2346,-8,-5,8,,,
2.3704984188,Very high,Inactive,Very high,Very high,,,,,,,0.3048933148,1.1134572029,0.7525650859
2.3877682686,Very high,Inactive,Very high,Very high,-578,44,2330,-9,-4,8,,,
2.4085814953,Very high,Inactive,Very high,Very high,-557,-57,2034,-9,-3,7,,,
2.4294705391,Very high,Inactive,Very high,Very high,-923,-722,1361,-8,-3,8,,,
2.4489300251,Very high,Inactive,Very high,Very high,-1116,-1013,1065,-6,-2,9,,,
2.4572134018,Very high,Inactive,Very high,Very high,,,,,,,0.3075221181,1.1017699242,0.7551622391
2.4704511166,Very high,Inactive,Very high,Very high,-1194,-1216,807,-5,-1,9,,,
2.4899630547,Very high,Inactive,Very high,Very high,-1071,-1354,555,-2,1,6,,,
2.5114252567,Very high,Inactive,Very high,Very high,-978,-1255,523,-2,2,4,,,
2.5312092304,Very high,Inactive,Very high,Very high,-930,-1041,674,-2,4,-1,,,
2.5339899063,Very high,Inactive,Very high,Very high,,,,,,,0.3110714853,1.0902531147,0.7577215433
2.5519142151,Very high,Inactive,Very high,Very high,-904,-914,786,-3,2,-2,,,
2.5721371174,Very high,Inactive,Very high,Very high,-858,-765,819,-3,0,-3,,,
2.5930600166,Very high,Inactive,Very high,Very high,-721,-660,979,-4,0,-8,,,
2.5999314785,Very high,Inactive,Very high,Very high,,,,,,,0.3171612322,1.0954697132,0.7565622926
2.6131720543,Very high,Inactive,Very high,Very high,-644,-674,1124,-5,0,-10,,,
2.6341936588,Very high,Inactive,Very high,Very high,-659,-654,1222,-6,0,-12,,,
2.6537265778,Very high,Inactive,Very high,Very high,-821,-578,1175,-8,1,-13,,,
2.6653370857,Very high,Inactive,Very high,Very high,,,,,,,0.3301064074,1.0959242582,0.7564612627
2.6751303673,Very high,Inactive,Very high,Very high,-904,-520,1083,-8,2,-12,,,
2.6950645447,Very high,Inactive,Very high,Very high,-985,-436,949,-8,2,-13,,,
2.7153508663,Very high,Inactive,Very high,Very high,-940,-310,674,-5,0,-11,,,
2.732339859,Very high,Inactive,Very high,Very high,,,,,,,0.325316608,1.0898315907,0.7578151822
2.7356412411,Very high,Inactive,Very high,Very high,-864,-406,806,-3,3,-10,,,
2.7562198639,Very high,Inactive,Very high,Very high,-653,-561,1313,-2,6,-6,,,
2.7776966095,Very high,Inactive,Very high,Very high,-765,-475,1445,-2,5,-8,,,
2.7980115414,Very high,Inactive,Very high,Very high,-908,-383,1522,-1,3,-9,,,
2.7986214161,Very high,Inactive,Very high,Very high,,,,,,,0.304766506,1.0823056698,0.7594876289
2.8179583549,Very high,Inactive,Very high,Very high,-1035,-549,1425,-1,1,-3,,,
2.838383913,Very high,Inactive,Very high,Very high,-987,-724,1285,-1,2,-2,,,
2.8597631454,Very high,Inactive,Very high,Very high,-933,-816,1095,-1,4,-2,,,
2.8627026081,Very high,Inactive,Very high,Very high,,,,,,,0.2944178283,1.0651451349,0.7633010745
2.8792023659,Very high,Inactive,Very high,Very high,-885,-668,825,0,6,-3,,,
2.9007556438,Very high,Inactive,Very high,Very high,-850,-608,795,-1,6,-2,,,
2.9199488163,Very high,Inactive,Very high,Very high,-792,-609,849,-1,6,-1,,,
2.9322404861,Very high,Inactive,Very high,Very high,,,,,,,0.2898365855,1.0587269068,0.764727354
2.9408276081,Very high,Inactive,Very high,Very high,-758,-593,1069,-1,4,-1,,,
2.961455822,Very high,Inactive,Very high,Very high,-751,-537,1146,-2,2,-1,,,
