time,Control,High_level,Expectation,Activity,robogame/imu_state.linear_acc.x,robogame/imu_state.linear_acc.y,robogame/imu_state.linear_acc.z,robogame/imu_state.gyro.z,robogame/imu_state.gyro.x,robogame/imu_state.gyro.y,/kinect_features/.ci,/kinect_features/.distance,/kinect_features/.proximity
0,High,Running,Very high,Very high,-1583,1276,2118,-6,5,-1,0.3484224379,1.5429852009,0.6571143866
0,High,Running,Very high,Very high,-1583,1276,2118,-6,5,-1,0.3484224379,1.5429852009,0.6571143866
0.0199873447,High,Running,Very high,Very high,-1963,1402,1916,-7,12,5,,,
0.0411179066,High,Running,Very high,Very high,-1898,1442,1848,-10,13,11,,,
0.0570015907,High,Running,Very high,Very high,-1566,1408,1672,-14,12,18,,,
0.0700519085,High,Running,Very high,Very high,,,,,,,0.3659847975,1.5883387327,0.6470358372
0.0771369934,High,Running,Very high,Very high,-713,1247,713,-19,21,23,,,
0.0976309776,High,Running,Very high,Very high,-452,1322,294,-20,26,15,,,
0.1188111305,High,Running,Very high,Very high,-337,1490,62,-19,28,4,,,
0.1384055614,High,Running,Very high,Very high,,,,,,,0.3467031419,1.6304346323,0.6376811862
0.1389157772,High,Running,Very high,Very high,-436,2136,26,-20,31,-10,,,
0.1588673592,High,Running,Very high,Very high,-610,2345,235,-18,30,-12,,,
0.1801085472,High,Running,Very high,Very high,-1094,2216,1318,-13,25,-11,,,
0.2003531456,High,Running,Very high,Very high,-1255,1960,2006,-9,23,-10,,,
0.2086606026,High,Running,Very high,Very high,,,,,,,0.3747081161,1.6678944826,0.6293567419
0.2204875946,High,Running,Very high,Very high,-1297,1798,2656,-4,21,-12,,,
0.24091959,High,Running,Very high,Very high,-1244,2340,3445,2,12,-16,,,
0.2635478973,High,Running,Very high,Very high,-1231,2875,3519,5,11,-21,,,
0.2668776512,High,Running,Very high,Very high,,,,,,,0.4333897233,1.6947184801,0.6233959198
0.2829854488,High,Running,Very high,Very high,-1172,3280,3619,7,7,-30,,,
