time,Control,High_level,Expectation,Activity,robogame/imu_state.linear_acc.x,robogame/imu_state.linear_acc.y,robogame/imu_state.linear_acc.z,robogame/imu_state.gyro.z,robogame/imu_state.gyro.x,robogame/imu_state.gyro.y,/kinect_features/.ci,/kinect_features/.distance,/kinect_features/.proximity
0,Very High,Blocking,Very High,Very High,1211,776,2250,-7,-1,17,0.6424019933,0.5379415751,0.8804574013
0.0190887451,Very High,Blocking,Very High,Very High,881,985,2201,-7,-4,20,,,
0.0391094685,Very High,Blocking,Very High,Very High,604,1168,1918,-7,-3,20,,,
0.0538599491,Very High,Blocking,Very High,Very High,,,,,,,0.6424019933,0,1
0.0595707893,Very High,Blocking,Very High,Very High,515,1242,1080,-1,4,-1,,,
0.0815086365,Very High,Blocking,Very High,Very High,659,956,615,3,8,-11,,,
0.1019871235,Very High,Blocking,Very High,Very High,1038,-156,-437,7,19,-19,,,
0.114618063,Very High,Blocking,Very High,Very High,,,,,,,0.6424019933,0,1
0.1206989288,Very High,Blocking,Very High,Very High,1273,-658,-893,6,25,-24,,,
0.1419465542,Very High,Blocking,Very High,Very High,1667,-707,-833,4,26,-30,,,
0.1625819206,Very High,Blocking,Very High,Very High,1926,-95,924,2,13,-14,,,
0.183041811,Very High,Blocking,Very High,Very High,1600,341,1985,3,13,-1,,,
0.1850907803,Very High,Blocking,Very High,Very High,,,,,,,0.6424019933,0,1
0.2030622959,Very High,Blocking,Very High,Very High,1323,759,2734,5,13,7,,,
0.2235016823,Very High,Blocking,Very High,Very High,1645,820,2615,3,-6,3,,,
0.2446200848,Very High,Blocking,Very High,Very High,2093,523,1985,2,-14,-1,,,
0.2651777267,Very High,Blocking,Very High,Very High,,,,,,,0.3893171549,0.5611732006,0.8752948642
0.2655658722,Very High,Blocking,Very High,Very High,2425,197,1381,-1,-15,2,,,
0.2849266529,Very High,Blocking,Very High,Very High,2161,76,744,-1,-8,16,,,
0.3054058552,Very High,Blocking,Very High,Very High,1613,318,799,2,-8,22,,,
0.3257250786,Very High,Blocking,Very High,Very High,1243,325,1010,5,-12,25,,,
0.3304443359,Very High,Blocking,Very High,Very High,,,,,,,0.4982914329,0.5504307151,0.8776820898
0.3464004993,Very High,Blocking,Very High,Very High,1790,-739,1613,-2,-18,13,,,
0.3669881821,Very High,Blocking,Very High,Very High,2138,-1682,1603,-12,-24,12,,,
0.3870584965,Very High,Blocking,Very High,Very High,2313,-2779,693,-25,-41,-2,,,
0.3882625103,Very High,Blocking,Very High,Very High,,,,,,,0.25,0.1434042305,0.9681323767
0.407528162,Very High,Blocking,Very High,Very High,2103,-2683,-99,-33,-41,-11,,,
0.4290499687,Very High,Blocking,Very High,Very High,1701,-2239,-1024,-37,-37,-21,,,
0.4484443665,Very High,Blocking,Very High,Very High,-380,-262,-3100,-22,10,-48,,,
0.4510884285,Very High,Blocking,Very High,Very High,,,,,,,0.25,0,1
0.4695949554,Very High,Blocking,Very High,Very High,-1218,1857,-3086,-8,57,-60,,,
0.4897379875,Very High,Blocking,Very High,Very High,-2683,4635,-1988,7,93,-30,,,
0.5108602047,Very High,Blocking,Very High,Very High,-1164,7551,3998,27,59,-28,,,
0.5209064484,Very High,Blocking,Very High,Very High,,,,,,,0.8292307854,0.3211914003,0.9286241531
0.5316519737,Very High,Blocking,Very High,Very High,204,6952,6129,25,23,-31,,,
0.5514483452,Very High,Blocking,Very High,Very High,1079,5516,7441,25,25,2,,,
0.5715725422,Very High,Blocking,Very High,Very High,1944,3908,8454,7,12,79,,,
0.5917127132,Very High,Blocking,Very High,Very High,1692,4145,7111,1,2,92,,,
