time,Control,High_level,Expectation,Activity,robogame/imu_state.linear_acc.x,robogame/imu_state.linear_acc.y,robogame/imu_state.linear_acc.z,robogame/imu_state.gyro.z,robogame/imu_state.gyro.x,robogame/imu_state.gyro.y,/kinect_features/.ci,/kinect_features/.distance,/kinect_features/.proximity
0,Low,Walking,Medium,Medium,2742,-507,-1940,6,33,81,0.3406262398,1.4455002546,0.6787776947
0,Low,Walking,Medium,Medium,2742,-507,-1940,6,33,81,0.3406262398,1.4455002546,0.6787776947
0.0498132706,Low,Walking,Medium,Medium,3390,-999,201,5,37,61,,,
0.0669631958,Low,Walking,Medium,Medium,,,,,,,0.3679826856,1.4625982046,0.674978137
0.0905072689,Low,Walking,Medium,Medium,3904,-1443,2501,0,2,47,,,
0.1354062557,Low,Walking,Medium,Medium,,,,,,,0.4513086379,1.4638515711,0.6746996641
0.1355264187,Low,Walking,Medium,Medium,3273,-1313,979,-13,9,40,,,
0.1809232235,Low,Walking,Medium,Medium,3534,-1359,425,-25,26,39,,,
0.2002565861,Low,Walking,Medium,Medium,,,,,,,0.4850593209,1.4756650925,0.6720744371
0.2293629646,Low,Walking,Medium,Medium,4232,-824,1034,-33,3,43,,,
0.2704327106,Low,Walking,Medium,Medium,2199,4185,36,-30,-12,78,,,
0.2730505466,Low,Walking,Medium,Medium,,,,,,,0.4664982259,1.4721471071,0.6728562117
0.3158707619,Low,Walking,Medium,Medium,2035,5795,191,37,31,49,,,
0.3346784115,Low,Walking,Medium,Medium,,,,,,,0.4242307544,1.4503167868,0.6777073741
0.3603620529,Low,Walking,Medium,Medium,2356,3404,1797,45,45,59,,,
0.4134485722,Low,Walking,Medium,Medium,,,,,,,0.4197757244,1.4412386417,0.6797247529
0.4223508835,Low,Walking,Medium,Medium,3594,2058,2595,7,-7,89,,,
0.4506485462,Low,Walking,Medium,Medium,2054,3162,188,5,4,111,,,
0.4869682789,Low,Walking,Medium,Medium,,,,,,,0.3714742661,1.425455451,0.6832321286
0.4955470562,Low,Walking,Medium,Medium,1907,2706,-1737,16,34,80,,,
0.5415444374,Low,Walking,Medium,Medium,2128,497,-2403,-2,19,72,,,
0.5514349937,Low,Walking,Medium,Medium,,,,,,,0.4143465161,1.4193671942,0.6845850945
0.5857872963,Low,Walking,Medium,Medium,2171,-165,-3473,-12,25,89,,,
0.6194326878,Low,Walking,Medium,Medium,,,,,,,0.4229691923,1.3977837563,0.689381361
