time,Control,High_level,Expectation,Activity,robogame/imu_state.linear_acc.x,robogame/imu_state.linear_acc.y,robogame/imu_state.linear_acc.z,robogame/imu_state.gyro.z,robogame/imu_state.gyro.x,robogame/imu_state.gyro.y,/kinect_features/.ci,/kinect_features/.distance,/kinect_features/.proximity
0,Very high,Blocking,Very high,High,-2441,135,797,-3,-7,25,0.3519598842,0.7778544426,0.8271434307
0,Very high,Blocking,Very high,High,-2441,135,797,-3,-7,25,0.3519598842,0.7778544426,0.8271434307
0.0213007927,Very high,Blocking,Very high,High,-2517,79,684,0,-4,22,,,
0.0407471657,Very high,Blocking,Very high,High,-2424,32,671,2,-1,18,,,
0.0622634888,Very high,Blocking,Very high,High,-2204,67,1071,4,4,12,,,
0.0826547146,Very high,Blocking,Very high,High,-2191,150,1433,5,6,10,,,
0.0908255577,Very high,Blocking,Very high,High,,,,,,,0.33877334,0.7938281894,0.8235937357
0.1023366451,Very high,Blocking,Very high,High,-2234,238,1789,5,7,10,,,
0.1188151836,Very high,Blocking,Very high,High,-2329,274,2241,6,6,13,,,
0.1390340328,Very high,Blocking,Very high,High,-2324,242,2219,6,5,15,,,
0.1604430676,Very high,Blocking,Very high,High,-2226,168,1914,6,7,15,,,
0.1801490784,Very high,Blocking,Very high,High,,,,,,,0.3382571638,0.830309391,0.8154867887
0.1819820404,Very high,Blocking,Very high,High,-2157,147,1779,6,10,13,,,
0.2005827427,Very high,Blocking,Very high,High,-2075,168,1774,5,13,11,,,
0.2210838795,Very high,Blocking,Very high,High,-1986,222,1911,5,13,8,,,
0.2416243553,Very high,Blocking,Very high,High,-1792,289,2349,1,7,5,,,
0.256670475,Very high,Blocking,Very high,High,,,,,,,0.3338155746,0.8556874394,0.8098472357
0.2620921135,Very high,Blocking,Very high,High,-1632,280,2479,-1,2,4,,,
0.2853245735,Very high,Blocking,Very high,High,-1283,65,2591,-5,-6,0,,,
0.3036253452,Very high,Blocking,Very high,High,-1055,-98,2307,-7,-9,-3,,,
0.3238377571,Very high,Blocking,Very high,High,-720,-71,2205,-9,-8,-6,,,
0.3445019722,Very high,Blocking,Very high,High,-509,347,2669,-12,-3,-16,,,
0.3514871597,Very high,Blocking,Very high,High,,,,,,,0.3309187293,0.8528773189,0.8104717135
0.3652288914,Very high,Blocking,Very high,High,-431,502,2997,-13,-2,-23,,,
0.3850975037,Very high,Blocking,Very high,High,-292,476,3345,-14,-7,-23,,,
0.4056484699,Very high,Blocking,Very high,High,-182,143,3242,-15,-16,-19,,,
0.4166047573,Very high,Blocking,Very high,High,,,,,,,0.3301518261,0.8674767613,0.8072273731
