time,Control,High_level,Expectation,Activity,robogame/imu_state.linear_acc.x,robogame/imu_state.linear_acc.y,robogame/imu_state.linear_acc.z,robogame/imu_state.gyro.z,robogame/imu_state.gyro.x,robogame/imu_state.gyro.y,/kinect_features/.ci,/kinect_features/.distance,/kinect_features/.proximity
0,Very High,Transient,Very High,Very High,610,-554,600,3,12,-45,0.6609774232,0.5297904611,0.8822687864
0,Very High,Transient,Very High,Very High,610,-554,600,3,12,-45,0.6609774232,0.5297904611,0.8822687864
0.0205614567,Very High,Transient,Very High,Very High,1600,-1032,1382,1,8,-63,,,
0.0413019657,Very High,Transient,Very High,Very High,2057,-1404,1393,-2,0,-72,,,
0.0619857311,Very High,Transient,Very High,Very High,1859,-1582,184,-12,-19,-75,,,
0.0647163391,Very High,Transient,Very High,Very High,,,,,,,0.632897079,0.5303353667,0.8821476698
0.0821135044,Very High,Transient,Very High,Very High,1333,-1683,-1028,-14,-28,-81,,,
0.1025543213,Very High,Transient,Very High,Very High,813,-1926,-1256,-15,-31,-83,,,
0.1224951744,Very High,Transient,Very High,Very High,,,,,,,0.632897079,0.0219279397,0.9951271415
0.1235682964,Very High,Transient,Very High,Very High,205,-2102,-991,-14,-24,-84,,,
0.1443417072,Very High,Transient,Very High,Very High,-137,-1990,1264,-13,-2,-58,,,
0.1642911434,Very High,Transient,Very High,Very High,347,-1561,1916,-10,2,-44,,,
0.1849830151,Very High,Transient,Very High,Very High,,,,,,,0.632897079,0,1
0.1850817204,Very High,Transient,Very High,Very High,783,-1265,1905,-6,1,-36,,,
0.2047736645,Very High,Transient,Very High,Very High,1608,-1340,1067,-2,-4,-25,,,
0.2260065079,Very High,Transient,Very High,Very High,2043,-1563,513,-2,-6,-20,,,
0.247084856,Very High,Transient,Very High,Very High,2354,-1822,17,-4,-8,-17,,,
0.2651283741,Very High,Transient,Very High,Very High,,,,,,,0.6131783128,0.4445150793,0.9012188911
0.2662568092,Very High,Transient,Very High,Very High,2492,-2124,-770,-7,-7,-13,,,
0.2870752811,Very High,Transient,Very High,Very High,2398,-2160,-1088,-7,-6,-12,,,
0.307271719,Very High,Transient,Very High,Very High,2205,-2166,-1287,-7,-4,-10,,,
0.3277733326,Very High,Transient,Very High,Very High,2096,-2031,-1364,-6,-3,-8,,,
0.339495182,Very High,Transient,Very High,Very High,,,,,,,0.6153498292,0.6059253812,0.8653498888
0.3484330177,Very High,Transient,Very High,Very High,2098,-1958,-1373,-6,-5,-7,,,
0.3687908649,Very High,Transient,Very High,Very High,2026,-1851,-1360,-6,-6,-5,,,
0.3892006874,Very High,Transient,Very High,Very High,1913,-1534,-1295,-4,-6,-2,,,
0.405223608,Very High,Transient,Very High,Very High,,,,,,,0.5208911896,0.5253685713,0.8832514286
0.4105284214,Very High,Transient,Very High,Very High,1761,-1307,-1033,-4,-5,1,,,
0.4301760197,Very High,Transient,Very High,Very High,1529,-1184,-626,-4,-3,0,,,
0.4508123398,Very High,Transient,Very High,Very High,1684,-1337,-569,-3,-3,-11,,,
0.4699728489,Very High,Transient,Very High,Very High,,,,,,,0.5505722165,0.3125498593,0.9305444956
0.4711208344,Very High,Transient,Very High,Very High,1668,-1461,-379,-2,-5,-17,,,
0.4918036461,Very High,Transient,Very High,Very High,1200,-1288,-121,-1,-10,-15,,,
0.513974905,Very High,Transient,Very High,Very High,1188,-1067,-109,0,-8,-18,,,
0.5179002285,Very High,Transient,Very High,Very High,,,,,,,0.5505722165,0.2217212766,0.9507285953
0.5327584743,Very High,Transient,Very High,Very High,1356,-879,7,2,-5,-20,,,
