time,Control,High_level,Expectation,Activity,robogame/imu_state.linear_acc.x,robogame/imu_state.linear_acc.y,robogame/imu_state.linear_acc.z,robogame/imu_state.gyro.z,robogame/imu_state.gyro.x,robogame/imu_state.gyro.y,/kinect_features/.ci,/kinect_features/.distance,/kinect_features/.proximity
9.0192997456,High,Transient,Very High,Very High,312,-271,2159,-7,-3,-17,,,
9.0331795216,High,Transient,Very High,Very High,,,,,,,0.310302794,1.217721343,0.7293952703
9.0387039185,High,Transient,Very High,Very High,274,-285,2165,-7,-4,-16,,,
9.0598804951,High,Transient,Very High,Very High,243,-244,2092,-6,-3,-16,,,
9.0756459236,High,Transient,Very High,Very High,238,-221,2039,-6,-3,-16,,,
9.0961389542,High,Transient,Very High,Very High,231,-190,2002,-5,-2,-16,,,
9.1021575928,High,Transient,Very High,Very High,,,,,,,0.3093560636,1.1794441938,0.73790133
9.1178195477,High,Transient,Very High,Very High,225,-140,1877,-3,0,-14,,,
9.1372554302,High,Transient,Very High,Very High,255,-119,1794,-3,2,-14,,,
9.1582472324,High,Transient,Very High,Very High,281,-97,1722,-2,4,-15,,,
9.1679770947,High,Transient,Very High,Very High,,,,,,,0.324400574,1.161722064,0.7418395281
9.1780612469,High,Transient,Very High,Very High,311,72,1692,2,8,-16,,,
9.1985270977,High,Transient,Very High,Very High,296,162,1707,5,11,-17,,,
9.219209671,High,Transient,Very High,Very High,267,146,1713,8,16,-18,,,
9.236928463,High,Transient,Very High,Very High,,,,,,,0.3397254944,1.1637841463,0.7413812876
9.239464283,High,Transient,Very High,Very High,209,39,1745,10,21,-17,,,
9.2599425316,High,Transient,Very High,Very High,153,-33,1823,10,24,-17,,,
9.2803351879,High,Transient,Very High,Very High,35,195,1862,10,26,-15,,,
9.3012037277,High,Transient,Very High,Very High,9,395,1746,11,27,-12,,,
9.3051035404,High,Transient,Very High,Very High,,,,,,,0.3821641207,1.1801497936,0.7377444506
9.3223156929,High,Transient,Very High,Very High,28,513,1556,10,27,-8,,,
9.3418617249,High,Transient,Very High,Very High,-30,627,1261,8,22,2,,,
9.362354517,High,Transient,Very High,Very High,-111,680,1311,6,18,7,,,
9.371070385,High,Transient,Very High,Very High,,,,,,,0.4205365479,1.2002898455,0.7332689166
