time,Control,High_level,Expectation,Activity,robogame/imu_state.linear_acc.x,robogame/imu_state.linear_acc.y,robogame/imu_state.linear_acc.z,robogame/imu_state.gyro.z,robogame/imu_state.gyro.x,robogame/imu_state.gyro.y,/kinect_features/.ci,/kinect_features/.distance,/kinect_features/.proximity
0,High,Walking,High,High,412,-5178,550,-9,14,-53,0.3544844687,0.4708702862,0.8953621387
0,High,Walking,High,High,412,-5178,550,-9,14,-53,0.3544844687,0.4708702862,0.8953621387
0.0201182365,High,Walking,High,High,-53,-7275,2728,-17,54,-13,,,
0.0418226719,High,Walking,High,High,1716,-5500,4635,-23,42,22,,,
0.0610260963,High,Walking,High,High,2844,-1820,6283,-8,-40,40,,,
0.082047224,High,Walking,High,High,-140,-557,4368,8,-120,18,,,
0.0907173157,High,Walking,High,High,,,,,,,0.3662073612,0.5363648534,0.880807817
0.1019694805,High,Walking,High,High,-756,-471,1396,-1,-115,-9,,,
0.1227724552,High,Walking,High,High,-1561,128,-3359,15,-83,57,,,
0.1436753273,High,Walking,High,High,-1548,423,-5317,28,-39,93,,,
0.1633989811,High,Walking,High,High,-887,1184,-6804,29,20,101,,,
0.1845896244,High,Walking,High,High,2180,3427,-7882,10,79,70,,,
0.184718132,High,Walking,High,High,,,,,,,0.3395921886,0.4362854064,0.9030476809
0.2050960064,High,Walking,High,High,3417,3245,-7640,-9,53,50,,,
0.225019455,High,Walking,High,High,3851,1808,-7270,-22,23,28,,,
0.245361805,High,Walking,High,High,3691,-96,-6123,-24,17,-18,,,
0.2492752075,High,Walking,High,High,,,,,,,0.2847216725,0.55750072,0.876110971
0.266302824,High,Walking,High,High,4029,301,-4878,-23,29,-40,,,
0.2824959755,High,Walking,High,High,3822,2605,-514,-27,45,-49,,,
0.3026707172,High,Walking,High,High,2651,3734,2846,-22,37,-40,,,
0.3156278133,High,Walking,High,High,,,,,,,0.2534633577,0.58535707,0.869920671
0.3235740662,High,Walking,High,High,1581,5083,5781,-17,7,-39,,,
0.3443505764,High,Walking,High,High,-153,5761,7901,-16,-83,-41,,,
0.3645846844,High,Walking,High,High,-524,4622,5941,-22,-101,-58,,,
0.3773331642,High,Walking,High,High,,,,,,,0.2856487036,0.619420588,0.8623510003
0.3847436905,High,Walking,High,High,-666,3201,3068,-19,-93,-66,,,
0.4061326981,High,Walking,High,High,-1697,-1335,-2018,-6,-17,-24,,,
0.4264216423,High,Walking,High,High,-1477,-3317,-3123,-10,12,-27,,,
0.4461672306,High,Walking,High,High,-460,-3232,-3815,5,58,-58,,,
0.4482550621,High,Walking,High,High,,,,,,,0.2650419772,0.6624459028,0.8527898192
0.4667470455,High,Walking,High,High,2595,-3668,-105,21,99,-64,,,
0.4876213074,High,Walking,High,High,2350,-4268,2672,3,87,-23,,,
0.5087459087,High,Walking,High,High,3242,-3792,4697,-2,66,-22,,,
0.5193295479,High,Walking,High,High,,,,,,,0.2399364114,0.7014402747,0.8441243768
0.5280909538,High,Walking,High,High,5160,-1387,7472,9,-64,-54,,,
0.5485935211,High,Walking,High,High,5257,-2958,7575,-6,-92,-90,,,
0.5689544678,High,Walking,High,High,4194,-4164,4982,-13,-80,-131,,,
0.5824899673,High,Walking,High,High,,,,,,,0.2773678601,0.7427944541,0.8349345922
0.589650631,High,Walking,High,High,3723,-4071,3642,-6,-90,-137,,,
0.6107890606,High,Walking,High,High,2760,-3515,1939,-3,-93,-123,,,
0.6305074692,High,Walking,High,High,313,-1201,-1153,10,-29,-66,,,
0.6508636475,High,Walking,High,High,228,472,-1850,17,-18,-48,,,
0.6545038223,High,Walking,High,High,,,,,,,0.3304115832,0.793865025,0.8235855699
0.6723060608,High,Walking,High,High,604,2247,-2557,17,-26,-34,,,
0.6918356419,High,Walking,High,High,849,4171,-4138,9,-58,3,,,
0.7128257751,High,Walking,High,High,926,4049,-4855,5,-60,4,,,
0.7165105343,High,Walking,High,High,,,,,,,0.4104982615,0.8429674506,0.8126739264
0.733025074,High,Walking,High,High,1306,3470,-5288,4,-44,-8,,,
0.7533228397,High,Walking,High,High,1104,2217,-4305,-7,4,-13,,,
0.7745485306,High,Walking,High,High,162,978,-2623,-10,15,-7,,,
0.7811355591,High,Walking,High,High,,,,,,,0.528385222,0.9357943535,0.7920457125
0.7942912579,High,Walking,High,High,-1361,-1246,1205,-16,39,-50,,,
0.8154029846,High,Walking,High,High,-795,-854,3394,-5,38,-50,,,
0.8351933956,High,Walking,High,High,109,-244,4840,3,13,-29,,,
0.8503291607,High,Walking,High,High,,,,,,,0.5229002833,0.9728363156,0.7838141322
0.8557631969,High,Walking,High,High,812,236,4846,3,-9,-11,,,
0.8770954609,High,Walking,High,High,1357,771,4063,-9,-17,-6,,,
0.8967137337,High,Walking,High,High,1782,1287,3124,-17,-27,-1,,,
0.9137516022,High,Walking,High,High,,,,,,,0.5473662019,0.9716256261,0.7840831876
0.9178421497,High,Walking,High,High,2002,1329,676,-22,-35,1,,,
0.9388401508,High,Walking,High,High,1785,527,-546,-20,-27,-17,,,
0.9580368996,High,Walking,High,High,1366,-567,-1530,-17,-17,-39,,,
0.9797720909,High,Walking,High,High,-624,-2056,-2271,-9,16,-39,,,
0.9846305847,High,Walking,High,High,,,,,,,0.5058390498,0.9887082577,0.7802870274
0.999045372,High,Walking,High,High,-1416,-2671,-1532,-3,33,-15,,,
1.0198011398,High,Walking,High,High,-1449,-3502,299,-5,30,10,,,
1.0401849747,High,Blocking,High,High,-1810,-4840,3930,-17,2,3,,,
1.0526375771,High,Blocking,High,High,,,,,,,0.4879820049,1.0103789568,0.7754713297
1.0610847473,High,Blocking,High,High,-2246,-5214,4477,-20,5,-24,,,
1.0816853046,High,Blocking,High,High,-2810,-5411,4320,-21,5,-42,,,
1.1013679504,High,Blocking,High,High,-3184,-4845,4019,-9,19,-38,,,
1.1220707893,High,Blocking,High,High,-3597,-3675,3516,3,36,-28,,,
1.1227838993,High,Blocking,High,High,,,,,,,0.475011915,1.0228161812,0.7727075219
1.1430165768,High,Blocking,High,High,-3883,-2284,2815,9,49,-10,,,
1.1628420353,High,Blocking,High,High,-3064,-831,2005,12,35,19,,,
1.1840629578,High,Blocking,High,High,-1992,-805,2032,6,11,30,,,
1.1904509068,High,Blocking,High,High,,,,,,,0.4735957384,1.030654788,0.7709655762
1.203868866,High,Blocking,High,High,671,-2010,1441,-14,-29,25,,,
1.2243154049,High,Blocking,High,High,1825,-2994,325,-31,-26,5,,,
1.2458910942,High,Blocking,High,High,2525,-3595,-838,-40,-12,-17,,,
1.2651913166,High,Blocking,High,High,2349,-2905,-2239,-22,-3,-24,,,
1.2758879662,High,Blocking,High,High,,,,,,,0.4801745713,1.0265146494,0.7718856335
1.286339283,High,Blocking,High,High,1650,-2008,-2618,-14,0,-27,,,
1.3063614368,High,Blocking,High,High,436,5,-2923,2,18,-42,,,
1.3266284466,High,Blocking,High,High,453,710,-2543,5,17,-45,,,
1.3474771976,High,Blocking,High,High,701,1029,-1769,5,9,-40,,,
1.3508315086,High,Blocking,High,High,,,,,,,0.4654757082,1.0326321125,0.7705261707
1.3639171124,High,Blocking,High,High,983,503,53,-1,-9,-5,,,
1.3852751255,High,Blocking,High,High,977,-96,593,-6,-10,12,,,
1.4051902294,High,Blocking,High,High,1015,-679,869,-11,-9,17,,,
1.4202709198,High,Blocking,High,High,,,,,,,0.460200876,1.0277503729,0.7716110349
1.425347805,High,Blocking,High,High,594,-1242,1343,-10,-23,9,,,
1.4463577271,High,Blocking,High,High,-121,-1080,1481,-7,-27,6,,,
1.4663059711,High,Blocking,High,High,-897,-772,1321,-4,-24,6,,,
1.4818193913,High,Blocking,High,High,,,,,,,0.4507925212,1.0220609903,0.772875309
1.4868061543,High,Blocking,High,High,-1068,285,443,-5,-9,6,,,
1.5074894428,High,Blocking,High,High,-488,771,181,-3,-5,4,,,
1.5280208588,High,Blocking,High,High,75,1054,119,-2,-3,3,,,
1.5481638908,High,Blocking,High,High,607,1170,325,-3,5,14,,,
1.5516338348,High,Blocking,High,High,,,,,,,0.4506296515,1.0189228058,0.7735726833
1.5686233044,High,Blocking,High,High,694,1093,471,-6,7,19,,,
1.5899507999,High,Blocking,High,High,642,968,584,-8,2,15,,,
1.6097691059,High,Blocking,High,High,551,1010,515,-5,4,6,,,
1.6193146706,High,Blocking,High,High,,,,,,,0.4640734494,1.0320680141,0.7706515789
1.6305856705,High,Blocking,High,High,574,1086,470,-1,8,-4,,,
1.6502780914,High,Blocking,High,High,685,1135,524,1,10,-10,,,
1.6750969887,High,Blocking,High,High,871,1132,823,-1,8,-7,,,
1.6833856106,High,Blocking,High,High,,,,,,,0.4203183651,1.0247782469,0.7722715139
1.6958048344,High,Blocking,High,High,861,973,828,-5,1,0,,,
1.716555357,High,Blocking,High,High,839,848,684,-6,2,2,,,
1.7362272739,High,Blocking,High,High,842,735,539,-6,5,2,,,
1.7539365292,High,Blocking,High,High,,,,,,,0.4112897813,1.0283118486,0.7714862823
1.7571818829,High,Blocking,High,High,874,746,545,-4,9,-1,,,
1.7786004543,High,Blocking,High,High,850,834,714,-3,9,-1,,,
1.7977998257,High,Blocking,High,High,841,887,921,-2,8,-1,,,
