time,Control,High_level,Expectation,Activity,robogame/imu_state.linear_acc.x,robogame/imu_state.linear_acc.y,robogame/imu_state.linear_acc.z,robogame/imu_state.gyro.z,robogame/imu_state.gyro.x,robogame/imu_state.gyro.y,/kinect_features/.ci,/kinect_features/.distance,/kinect_features/.proximity
0,Medium,Inactive,High,Very low,-841,466,1161,-4,2,1,0.3448794186,0.8334320188,0.8147928715
0.02070117,Medium,Inactive,High,Very low,-794,416,1154,-4,0,2,,,
0.0403971672,Medium,Inactive,High,Very low,-777,395,1135,-3,1,0,,,
0.0619547367,Medium,Inactive,High,Very low,-746,414,1204,-3,1,1,,,
0.0699317455,Medium,Inactive,High,Very low,,,,,,,0.3334047496,0.8356075883,0.8143094182
0.0814931393,Medium,Inactive,High,Very low,-663,414,1186,-3,1,2,,,
0.1034169197,Medium,Inactive,High,Very low,-575,441,1141,-3,1,2,,,
0.1225328445,Medium,Inactive,High,Very low,-518,507,1123,-4,-1,0,,,
0.1345906258,Medium,Inactive,High,Very low,,,,,,,0.3393350244,0.8356334567,0.8143036962
0.1434259415,Medium,Inactive,High,Very low,-548,515,1157,-3,-2,-1,,,
0.1638338566,Medium,Inactive,High,Very low,-589,486,1180,-3,-3,-1,,,
0.1839654446,Medium,Inactive,High,Very low,-574,463,1165,-4,-3,-2,,,
0.2042410374,Medium,Inactive,High,Very low,-557,443,1151,-4,-4,0,,,
0.2044312954,Medium,Inactive,High,Very low,,,,,,,0.3252787292,0.8370702267,0.8139843941
0.2254171371,Medium,Inactive,High,Very low,-584,375,1109,-5,-4,2,,,
0.2453658581,Medium,Inactive,High,Very low,-610,350,1105,-5,-5,1,,,
0.2665042877,Medium,Inactive,High,Very low,-635,342,1119,-5,-6,1,,,
0.2671592236,Medium,Inactive,High,Very low,,,,,,,0.3199807107,0.8364847898,0.814114511
0.2863721848,Medium,Inactive,High,Very low,-705,332,1159,-4,-5,1,,,
0.3067293167,Medium,Inactive,High,Very low,-729,334,1186,-4,-4,1,,,
0.32730937,Medium,Inactive,High,Very low,-720,345,1202,-5,-4,2,,,
0.336119175,Medium,Inactive,High,Very low,,,,,,,0.3194121718,0.8371764421,0.8139607906
0.3479208946,Medium,Inactive,High,Very low,-665,384,1208,-5,-4,2,,,
0.3704030514,Medium,Inactive,High,Very low,-634,422,1203,-5,-4,2,,,
0.3889639378,Medium,Inactive,High,Very low,-623,457,1219,-5,-4,2,,,
0.400359869,Medium,Inactive,High,Very low,,,,,,,0.3122007251,0.8417787552,0.8129380345
0.4093747139,Medium,Inactive,High,Very low,-691,456,1236,-6,-6,2,,,
0.4346179962,Medium,Inactive,High,Very low,-744,447,1205,-5,-6,0,,,
0.4541294575,Medium,Inactive,High,Very low,-779,392,1136,-4,-3,-2,,,
0.4665381908,Medium,Inactive,High,Very low,,,,,,,0.3216578364,0.8405753374,0.8132054806
0.4769740105,Medium,Inactive,High,Very low,-766,365,1131,-4,-1,-2,,,
0.495156765,Medium,Inactive,High,Very low,-744,388,1136,-4,1,-1,,,
0.5157113075,Medium,Inactive,High,Very low,-667,456,1263,-4,1,3,,,
0.5360894203,Medium,Inactive,High,Very low,-652,409,1354,-6,-6,5,,,
0.5361607075,Medium,Inactive,High,Very low,,,,,,,0.3211772442,0.841996789,0.812889576
0.5566058159,Medium,Inactive,High,Very low,-681,366,1257,-6,-8,2,,,
0.5777966976,Medium,Inactive,High,Very low,-731,364,1168,-5,-4,1,,,
0.597515583,Medium,Inactive,High,Very low,-781,351,1131,-4,1,0,,,
0.6024870872,Medium,Inactive,High,Very low,,,,,,,0.3208476007,0.8583281636,0.809260428
0.6178078651,Medium,Inactive,High,Very low,-778,284,1209,-3,5,3,,,
0.6352000237,Medium,Inactive,High,Very low,-753,267,1225,-3,4,5,,,
0.6553869247,Medium,Inactive,High,Very low,-720,285,1239,-4,2,4,,,
0.6695501804,Medium,Inactive,High,Very low,,,,,,,0.3330149651,0.8867617249,0.8029418588
0.6780354977,Medium,Inactive,High,Very low,-728,387,1259,-3,3,4,,,
0.6982529163,Medium,Inactive,High,Very low,-777,446,1252,-2,5,5,,,
0.7161402702,Medium,Inactive,High,Very low,-835,481,1262,-1,7,7,,,
0.7368416786,Medium,Inactive,High,Very low,-951,469,1313,-1,8,11,,,
0.7372648716,Medium,Inactive,High,Very low,,,,,,,0.329010725,0.9140277505,0.7968827486
0.7576301098,Medium,Inactive,High,Very low,-971,407,1325,-1,7,12,,,
0.7779319286,Medium,Inactive,High,Very low,-972,340,1301,0,7,11,,,
0.7990722656,Medium,Inactive,High,Very low,-950,296,1234,0,8,10,,,
0.8049647808,Medium,Inactive,High,Very low,,,,,,,0.3477974832,0.9447401762,0.7900577188
0.8191144466,Medium,Inactive,High,Very low,-957,296,1202,0,9,10,,,
0.83913064,Medium,Inactive,High,Very low,-986,245,1214,0,8,13,,,
0.8596599102,Medium,Inactive,High,Very low,-975,240,1234,0,8,13,,,
0.8640873432,Medium,Inactive,High,Very low,,,,,,,0.3447909653,0.9840487838,0.7813224792
0.8810315132,Medium,Inactive,High,Very low,-964,238,1280,-1,8,12,,,
0.9011821747,Medium,Inactive,High,Very low,-977,179,1364,0,8,11,,,
0.9216682911,Medium,Inactive,High,Very low,-982,185,1338,0,8,10,,,
0.9307491779,Medium,Inactive,High,Very low,,,,,,,0.3342559934,1.0308434963,0.7709236741
0.9424147606,Medium,Inactive,High,Very low,-1023,176,1297,0,8,9,,,
0.9629611969,Medium,Inactive,High,Very low,-1085,119,1223,0,7,9,,,
0.982783556,Medium,Inactive,High,Very low,-1091,126,1169,0,7,8,,,
1.0005028248,Medium,Inactive,High,Very low,,,,,,,0.3318245411,1.0497835875,0.7667147517
1.0030624866,Medium,Inactive,High,Very low,-1086,174,1126,0,9,6,,,
1.0234701633,Medium,Inactive,High,Very low,-1013,233,1243,0,7,6,,,
1.0444591045,Medium,Inactive,High,Very low,-958,163,1349,-2,0,8,,,
1.0648527145,Medium,Inactive,High,Very low,,,,,,,0.3254882693,1.0672994852,0.76282233
1.0659139156,Medium,Inactive,High,Very low,-954,157,1277,-3,-1,4,,,
1.0847711563,Medium,Inactive,High,Very low,-1005,211,1263,-2,3,3,,,
1.105537653,Medium,Inactive,High,Very low,-1071,247,1297,-1,6,3,,,
1.1257936954,Medium,Inactive,High,Very low,-1078,166,1380,-2,2,6,,,
1.1292111874,Medium,Inactive,High,Very low,,,,,,,0.3331997991,1.0833798647,0.7592489123
1.1463694572,Medium,Inactive,High,Very low,-1038,83,1289,-3,-1,7,,,
1.1675240993,Medium,Inactive,High,Very low,-1018,33,1167,-3,-3,6,,,
1.1901230812,Medium,Inactive,High,Very low,-1063,20,1023,-3,-1,3,,,
1.2023613453,Medium,Inactive,High,Very low,,,,,,,0.3267704546,1.0940126181,0.756886065
1.2077522278,Medium,Inactive,High,Very low,-1116,26,1066,-3,1,3,,,
1.2290790081,Medium,Inactive,High,Very low,-1163,64,1144,-3,2,2,,,
1.2485835552,Medium,Inactive,High,Very low,-1237,145,1294,-3,3,4,,,
1.2669019699,Medium,Inactive,High,Very low,,,,,,,0.3425694108,1.101673007,0.7551837564
1.2691066265,Medium,Inactive,High,Very low,-1230,133,1312,-3,1,6,,,
1.2898929119,Medium,Inactive,High,Very low,-1197,121,1258,-3,1,6,,,
