time,Control,High_level,Expectation,Activity,robogame/imu_state.linear_acc.x,robogame/imu_state.linear_acc.y,robogame/imu_state.linear_acc.z,robogame/imu_state.gyro.z,robogame/imu_state.gyro.x,robogame/imu_state.gyro.y,/kinect_features/.ci,/kinect_features/.distance,/kinect_features/.proximity
0,Very high,Inactive,Very high,Low,-843,-140,2086,-4,-1,2,0.5301143527,0.9441065192,0.7901985645
0,Very high,Inactive,Very high,Low,-843,-140,2086,-4,-1,2,0.5301143527,0.9441065192,0.7901985645
0.0214056969,Very high,Inactive,Very high,Low,-887,-125,2092,-4,0,2,,,
0.0415923595,Very high,Inactive,Very high,Low,-895,-133,2093,-4,1,2,,,
0.0614404678,Very high,Inactive,Very high,Low,-900,-158,2109,-4,1,3,,,
0.0695466995,Very high,Inactive,Very high,Low,,,,,,,0.4182089269,0.944211483,0.7901751995
0.0830760002,Very high,Inactive,Very high,Low,-959,-200,2152,-4,2,2,,,
0.1026625633,Very high,Inactive,Very high,Low,-980,-205,2183,-3,3,2,,,
0.1228971481,Very high,Inactive,Very high,Low,-999,-169,2211,-3,3,1,,,
0.1323983669,Very high,Inactive,Very high,Low,,,,,,,0.3830037415,0.9670248628,0.7851055861
0.1433615685,Very high,Inactive,Very high,Low,-954,-142,2251,-3,2,0,,,
0.163790226,Very high,Inactive,Very high,Low,-937,-146,2206,-3,2,-2,,,
0.1849606037,Very high,Inactive,Very high,Low,-944,-157,2149,-3,3,-3,,,
0.1969218254,Very high,Inactive,Very high,Low,,,,,,,0.3807743788,1.0030517578,0.7770996094
0.2051167488,Very high,Inactive,Very high,Low,-913,-172,2079,-2,5,-5,,,
0.2253248692,Very high,Inactive,Very high,Low,-914,-165,2095,-2,5,-5,,,
0.2459220886,Very high,Inactive,Very high,Low,-932,-153,2147,-2,5,-6,,,
0.263011694,Very high,Inactive,Very high,Low,,,,,,,0.3393016756,1.0101727247,0.7755171657
0.2667236328,Very high,Inactive,Very high,Low,-899,-127,2266,-2,5,-6,,,
0.2886526585,Very high,Inactive,Very high,Low,-873,-119,2310,-2,4,-6,,,
0.3081655502,Very high,Inactive,Very high,Low,-848,-136,2396,-2,4,-5,,,
0.3236334324,Very high,Inactive,Very high,Low,-839,-140,2437,-2,3,-5,,,
0.3325574398,Very high,Inactive,Very high,Low,,,,,,,0.4719387889,1.0518348217,0.766258955
0.3445386887,Very high,Inactive,Very high,Low,-833,-140,2465,-2,2,-4,,,
0.3650362492,Very high,Inactive,Very high,Low,-843,-181,2465,-2,1,-4,,,
0.3854291439,Very high,Inactive,Very high,Low,-840,-209,2442,-2,1,-5,,,
0.4067718983,Very high,Inactive,Very high,Low,-839,-237,2415,-2,2,-5,,,
0.407544136,Very high,Inactive,Very high,Low,,,,,,,0.564732492,1.1025781631,0.7549826503
0.4269986153,Very high,Inactive,Very high,Low,-805,-286,2373,-1,2,-3,,,
