time,Control,High_level,Expectation,Activity,robogame/imu_state.linear_acc.x,robogame/imu_state.linear_acc.y,robogame/imu_state.linear_acc.z,robogame/imu_state.gyro.z,robogame/imu_state.gyro.x,robogame/imu_state.gyro.y,/kinect_features/.ci,/kinect_features/.distance,/kinect_features/.proximity
0,Very High,Blocking,Very High,High,-52,9,746,0,-6,0,0.3485362828,0.7051181197,0.8433070779
0.0200810432,Very High,Blocking,Very High,High,383,-9,1375,0,-12,18,,,
0.0415644646,Very High,Blocking,Very High,High,428,-141,1416,-1,-15,16,,,
0.0610821247,Very High,Blocking,Very High,High,-6,-384,863,-6,-14,-10,,,
0.065246582,Very High,Blocking,Very High,High,,,,,,,0.3639575541,0.7070792317,0.8428713083
0.0814342499,Very High,Blocking,Very High,High,-472,-438,355,-11,-10,-23,,,
0.1018984318,Very High,Blocking,Very High,High,-798,-523,-332,-14,1,-35,,,
0.1228234768,Very High,Blocking,Very High,High,-1441,-815,-1457,-19,17,-52,,,
0.1360785961,Very High,Blocking,Very High,High,,,,,,,0.392860055,0.6936200857,0.8458622098
0.1442751884,Very High,Blocking,Very High,High,-1803,-778,-1402,-19,17,-60,,,
0.1635274887,Very High,Blocking,Very High,High,-1839,-557,-744,-16,12,-58,,,
0.1845917702,Very High,Blocking,Very High,High,-1006,-424,1647,-4,-5,-23,,,
0.2043488026,Very High,Blocking,Very High,High,-561,-471,2303,3,-11,-2,,,
0.2076666355,Very High,Blocking,Very High,High,,,,,,,0.4181545973,0.6899140477,0.8466857672
0.2247698307,Very High,Blocking,Very High,High,-374,-564,2099,9,-10,8,,,
0.2489836216,Very High,Blocking,Very High,High,-735,-996,735,15,-2,2,,,
0.2657089233,Very High,Blocking,Very High,High,-1106,-1173,160,15,3,-7,,,
0.2867302895,Very High,Blocking,Very High,High,-1405,-1220,-69,14,4,-14,,,
0.2957348824,Very High,Blocking,Very High,High,,,,,,,0.4178343415,0.6882008314,0.847066462
0.3080935478,Very High,Blocking,Very High,High,-1659,-1135,103,14,2,-16,,,
0.3272874355,Very High,Blocking,Very High,High,-1840,-1211,229,13,0,-14,,,
0.3485059738,Very High,Blocking,Very High,High,-2465,-1386,691,10,-5,-9,,,
0.3686130047,Very High,Blocking,Very High,High,-2692,-1464,953,9,-5,-5,,,
0.3692040443,Very High,Blocking,Very High,High,,,,,,,0.4025776088,0.6780955195,0.8493121266
