time,Control,High_level,Expectation,Activity,robogame/imu_state.linear_acc.x,robogame/imu_state.linear_acc.y,robogame/imu_state.linear_acc.z,robogame/imu_state.gyro.z,robogame/imu_state.gyro.x,robogame/imu_state.gyro.y,/kinect_features/.ci,/kinect_features/.distance,/kinect_features/.proximity
0,Medium,Blocking,Very high,Very high,-5180,3841,3804,7,61,-39,0.3860247135,0.7826664448,0.8260741234
0.0210337639,Medium,Blocking,Very high,Very high,-2533,3022,6545,32,-49,-85,,,
0.0409414768,Medium,Blocking,Very high,Very high,-2827,2217,7532,43,-67,-71,,,
0.0617816448,Medium,Blocking,Very high,Very high,-2366,1615,8088,46,-96,-57,,,
0.0681238174,Medium,Blocking,Very high,Very high,,,,,,,0.3824520707,0.7965446115,0.8229900599
0.081808567,Medium,Blocking,Very high,Very high,-1816,2017,7610,43,-119,-40,,,
0.1023440361,Medium,Blocking,Very high,Very high,536,3004,2864,0,-169,-10,,,
0.1235222816,Medium,Blocking,Very high,Very high,2194,2385,-1136,-22,-163,-33,,,
0.1343007088,Medium,Blocking,Very high,Very high,,,,,,,0.3635275662,0.7961266637,0.8230829835
0.143014431,Medium,Blocking,Very high,Very high,2921,1074,-6153,-35,-114,-48,,,
0.1641509533,Medium,Blocking,Very high,Very high,328,-3332,-12454,-18,5,-17,,,
0.184276104,Medium,Blocking,Very high,Very high,-2015,-3626,-11882,15,17,-16,,,
0.1966993809,Medium,Blocking,Very high,Very high,,,,,,,0.4750070274,0.8048223257,0.8211506009
0.207960844,Medium,Blocking,Very high,Very high,-3007,-2711,-10349,26,18,-13,,,
0.2255775928,Medium,Blocking,Very high,Very high,-3316,-1488,-7515,20,46,12,,,
0.2469453812,Medium,Blocking,Very high,Very high,-4200,-1203,-6545,29,29,10,,,
0.2616393566,Medium,Blocking,Very high,Very high,,,,,,,0.4247965515,0.8098096848,0.8200423121
0.2660799026,Medium,Blocking,Very high,Very high,-4497,-546,-5999,49,4,-6,,,
0.2870035172,Medium,Blocking,Very high,Very high,-4673,1362,-5714,83,-39,-39,,,
0.3071155548,Medium,Blocking,Very high,Very high,-4058,2222,-5752,98,-52,-65,,,
0.3284583092,Medium,Blocking,Very high,Very high,-2058,2185,-5235,113,-46,-88,,,
0.3312094212,Medium,Blocking,Very high,Very high,,,,,,,0.4628341794,0.7824835777,0.8261147738
0.3481249809,Medium,Blocking,Very high,Very high,187,1095,-443,126,26,-22,,,
0.3689141273,Medium,Blocking,Very high,Very high,33,2441,2286,124,30,-40,,,
0.389405489,Medium,Blocking,Very high,Very high,5610,4786,5209,85,15,-11,,,
0.3974506855,Medium,Blocking,Very high,Very high,,,,,,,0.4291626215,0.7279152274,0.8382410407
0.4101519585,Medium,Blocking,Very high,Very high,3023,7680,4395,43,36,-35,,,
0.429915905,Medium,Blocking,Very high,Very high,-1906,8406,5206,15,-42,-19,,,
0.450255394,Medium,Blocking,Very high,Very high,1296,5858,4666,10,-189,38,,,
